sample_idx,sensor_idx,distance_cm,x_cm,y_cm,z_cm,pose_x_cm,pose_y_cm,pose_z_cm,heading_deg
0,1,556.789978,213.730637,659.161499,-170.432083,369.970703,1499.999878,20.001301,-117.800003
0,3,603.109985,-267.790680,866.800537,-186.274460,369.970703,1499.999878,20.001301,-117.800003
0,5,450.170013,94.456284,816.629639,-170.248764,369.970703,1499.999878,20.001301,-117.800003
0,6,459.630005,-42.229500,879.003540,-174.246735,369.970703,1499.999878,20.001301,-117.800003
0,7,409.950012,899.956238,1175.351074,-120.209862,369.970703,1499.999878,20.001301,-117.800003
0,8,430.489990,-214.399292,1762.884155,-127.234947,369.970703,1499.999878,20.001301,-117.800003
0,9,670.030029,1329.441772,1817.425049,20.001301,369.970703,1499.999878,20.001301,-117.800003
0,10,204.059998,685.151794,1926.262451,20.001301,369.970703,1499.999878,20.001301,-117.800003
0,11,197.800003,567.236694,1981.355225,20.001301,369.970703,1499.999878,20.001301,-117.800003
0,12,598.559998,153.568390,2375.500000,20.001301,369.970703,1499.999878,20.001301,-117.800003
0,16,999.619995,-642.531433,659.668396,20.001301,369.970703,1499.999878,20.001301,-117.800003
1,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
1,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
1,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
1,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
1,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
1,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
1,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
1,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
1,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
1,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
1,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
1,16,931.549988,-616.252563,659.613403,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
2,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
2,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
2,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
2,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
2,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
2,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
2,16,931.549988,-616.252563,659.613403,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
3,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
3,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
3,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
3,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
3,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
3,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
3,16,931.549988,-616.252563,659.613403,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
4,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
4,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
4,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
4,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
4,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
4,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
4,16,931.549988,-616.252563,659.613403,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
5,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
5,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
5,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
5,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
5,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
5,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
5,16,931.549988,-616.252563,659.613403,29.998899,350.000000,1449.999878,29.998899,-117.800003
6,1,539.640015,195.947083,625.128113,-154.568848,350.000000,1449.999878,29.998899,-117.800003
6,2,975.679993,-256.619843,299.443146,29.998899,350.000000,1449.999878,29.998899,-117.800003
6,3,582.320007,-273.288879,829.923401,-169.166275,350.000000,1449.999878,29.998899,-117.800003
6,5,437.410004,79.879112,776.859375,-154.858551,350.000000,1449.999878,29.998899,-117.800003
6,6,446.890015,-56.815132,839.217224,-158.864975,350.000000,1449.999878,29.998899,-117.800003
6,7,408.660004,878.913208,1125.916382,-109.771049,350.000000,1449.999878,29.998899,-117.800003
6,8,430.369995,-234.270248,1712.831543,-117.196304,350.000000,1449.999878,29.998899,-117.800003
6,9,658.780029,1299.055054,1763.174316,29.998899,350.000000,1449.999878,29.998899,-117.800003
6,10,222.259995,673.669312,1892.361816,29.998899,350.000000,1449.999878,29.998899,-117.800003
6,11,215.369995,555.460388,1946.897339,29.998899,350.000000,1449.999878,29.998899,-117.800003
6,12,617.340027,129.629013,2343.855957,29.998899,350.000000,1449.999878,29.998899,-117.800003
