timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,300.000000,1179.980400,39.996400,-89.800003,0.003491,0.999994,0.000000,-0.999994,0.003491,0.000000,0.000000,0.000000,1.000000,0
1,300.000000,1179.980400,39.996400,-89.800003,0.003491,0.999994,0.000000,-0.999994,0.003491,0.000000,0.000000,0.000000,1.000000,0
2,300.000000,1179.980400,39.996400,-89.800003,0.003491,0.999994,0.000000,-0.999994,0.003491,0.000000,0.000000,0.000000,1.000000,0
3,300.000000,1179.980400,39.996400,-89.800003,0.003491,0.999994,0.000000,-0.999994,0.003491,0.000000,0.000000,0.000000,1.000000,0
4,300.000000,1179.980400,39.996400,-89.800003,0.003491,0.999994,0.000000,-0.999994,0.003491,0.000000,0.000000,0.000000,1.000000,0
5,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
6,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
7,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
8,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
9,300.000000,1179.980400,39.996400,-90.400009,-0.006981,0.999976,0.000000,-0.999976,-0.006981,0.000000,0.000000,0.000000,1.000000,0
10,300.000000,1179.980400,39.996400,-90.400009,-0.006981,0.999976,0.000000,-0.999976,-0.006981,0.000000,0.000000,0.000000,1.000000,0
11,300.000000,1179.980400,39.996400,-90.400009,-0.006981,0.999976,0.000000,-0.999976,-0.006981,0.000000,0.000000,0.000000,1.000000,0
12,300.000000,1170.019500,39.996400,-91.199997,-0.020942,0.999781,0.000000,-0.999781,-0.020942,0.000000,0.000000,0.000000,1.000000,0
13,300.000000,1170.019500,39.996400,-91.199997,-0.020942,0.999781,0.000000,-0.999781,-0.020942,0.000000,0.000000,0.000000,1.000000,0
14,300.000000,1170.019500,39.996400,-91.199997,-0.020942,0.999781,0.000000,-0.999781,-0.020942,0.000000,0.000000,0.000000,1.000000,0
15,300.000000,1170.019500,39.996400,-91.199997,-0.020942,0.999781,0.000000,-0.999781,-0.020942,0.000000,0.000000,0.000000,1.000000,0
16,300.000000,1160.058500,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
17,300.000000,1160.058500,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
18,300.000000,1160.058500,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
19,289.990200,1149.999900,39.996400,-93.800003,-0.066274,0.997801,0.000000,-0.997801,-0.066274,0.000000,0.000000,0.000000,1.000000,0
20,289.990200,1149.999900,39.996400,-93.800003,-0.066274,0.997801,0.000000,-0.997801,-0.066274,0.000000,0.000000,0.000000,1.000000,0
21,289.990200,1149.999900,39.996400,-93.800003,-0.066274,0.997801,0.000000,-0.997801,-0.066274,0.000000,0.000000,0.000000,1.000000,0
22,289.990200,1140.039000,49.994000,-95.600006,-0.097583,0.995227,0.000000,-0.995227,-0.097583,0.000000,0.000000,0.000000,1.000000,0
23,289.990200,1140.039000,49.994000,-95.600006,-0.097583,0.995227,0.000000,-0.995227,-0.097583,0.000000,0.000000,0.000000,1.000000,0
24,289.990200,1140.039000,49.994000,-95.600006,-0.097583,0.995227,0.000000,-0.995227,-0.097583,0.000000,0.000000,0.000000,1.000000,0
25,289.990200,1140.039000,49.994000,-95.600006,-0.097583,0.995227,0.000000,-0.995227,-0.097583,0.000000,0.000000,0.000000,1.000000,0
26,279.980500,1129.980400,49.994000,-97.500000,-0.130526,0.991445,0.000000,-0.991445,-0.130526,0.000000,0.000000,0.000000,1.000000,0
27,279.980500,1129.980400,49.994000,-97.500000,-0.130526,0.991445,0.000000,-0.991445,-0.130526,0.000000,0.000000,0.000000,1.000000,0
28,279.980500,1129.980400,49.994000,-97.500000,-0.130526,0.991445,0.000000,-0.991445,-0.130526,0.000000,0.000000,0.000000,1.000000,0
29,279.980500,1129.980400,49.994000,-97.500000,-0.130526,0.991445,0.000000,-0.991445,-0.130526,0.000000,0.000000,0.000000,1.000000,0
30,269.970700,1110.058500,49.994000,-100.100006,-0.175367,0.984503,0.000000,-0.984503,-0.175367,0.000000,0.000000,0.000000,1.000000,0
31,269.970700,1110.058500,49.994000,-100.100006,-0.175367,0.984503,0.000000,-0.984503,-0.175367,0.000000,0.000000,0.000000,1.000000,0
32,269.970700,1110.058500,49.994000,-100.100006,-0.175367,0.984503,0.000000,-0.984503,-0.175367,0.000000,0.000000,0.000000,1.000000,0
33,260.009800,1090.039000,49.994000,-102.900009,-0.223250,0.974761,0.000000,-0.974761,-0.223250,0.000000,0.000000,0.000000,1.000000,0
34,260.009800,1090.039000,49.994000,-102.900009,-0.223250,0.974761,0.000000,-0.974761,-0.223250,0.000000,0.000000,0.000000,1.000000,0
35,260.009800,1090.039000,49.994000,-102.900009,-0.223250,0.974761,0.000000,-0.974761,-0.223250,0.000000,0.000000,0.000000,1.000000,0
36,250.000000,1070.019500,49.994000,-105.900009,-0.273959,0.961741,0.000000,-0.961741,-0.273959,0.000000,0.000000,0.000000,1.000000,0
37,250.000000,1070.019500,49.994000,-105.900009,-0.273959,0.961741,0.000000,-0.961741,-0.273959,0.000000,0.000000,0.000000,1.000000,0
38,250.000000,1070.019500,49.994000,-105.900009,-0.273959,0.961741,0.000000,-0.961741,-0.273959,0.000000,0.000000,0.000000,1.000000,0
39,229.980500,1040.039000,49.994000,-109.500000,-0.333807,0.942641,0.000000,-0.942641,-0.333807,0.000000,0.000000,0.000000,1.000000,0
40,229.980500,1040.039000,49.994000,-109.500000,-0.333807,0.942641,0.000000,-0.942641,-0.333807,0.000000,0.000000,0.000000,1.000000,0
41,229.980500,1040.039000,49.994000,-109.500000,-0.333807,0.942641,0.000000,-0.942641,-0.333807,0.000000,0.000000,0.000000,1.000000,0
42,210.009800,1020.019500,49.994000,-112.699997,-0.385906,0.922538,0.000000,-0.922538,-0.385906,0.000000,0.000000,0.000000,1.000000,0
43,210.009800,1020.019500,49.994000,-112.699997,-0.385906,0.922538,0.000000,-0.922538,-0.385906,0.000000,0.000000,0.000000,1.000000,0
44,210.009800,1020.019500,49.994000,-112.699997,-0.385906,0.922538,0.000000,-0.922538,-0.385906,0.000000,0.000000,0.000000,1.000000,0
45,189.990200,990.039000,59.991600,-115.699997,-0.433659,0.901077,0.000000,-0.901077,-0.433659,0.000000,0.000000,0.000000,1.000000,0
46,189.990200,990.039000,59.991600,-115.699997,-0.433659,0.901077,0.000000,-0.901077,-0.433659,0.000000,0.000000,0.000000,1.000000,0
47,189.990200,990.039000,59.991600,-115.699997,-0.433659,0.901077,0.000000,-0.901077,-0.433659,0.000000,0.000000,0.000000,1.000000,0
48,189.990200,990.039000,59.991600,-115.699997,-0.433659,0.901077,0.000000,-0.901077,-0.433659,0.000000,0.000000,0.000000,1.000000,0
49,169.970700,960.058500,59.991600,-118.600006,-0.478692,0.877983,0.000000,-0.877983,-0.478692,0.000000,0.000000,0.000000,1.000000,0
50,169.970700,960.058500,59.991600,-118.600006,-0.478692,0.877983,0.000000,-0.877983,-0.478692,0.000000,0.000000,0.000000,1.000000,0
51,169.970700,960.058500,59.991600,-118.600006,-0.478692,0.877983,0.000000,-0.877983,-0.478692,0.000000,0.000000,0.000000,1.000000,0
52,139.990200,929.980400,59.991600,-121.100006,-0.516533,0.856267,0.000000,-0.856267,-0.516533,0.000000,0.000000,0.000000,1.000000,0
53,139.990200,929.980400,59.991600,-121.100006,-0.516533,0.856267,0.000000,-0.856267,-0.516533,0.000000,0.000000,0.000000,1.000000,0
54,139.990200,929.980400,59.991600,-121.100006,-0.516533,0.856267,0.000000,-0.856267,-0.516533,0.000000,0.000000,0.000000,1.000000,0
55,110.009800,890.039000,59.991600,-123.500000,-0.551937,0.833886,0.000000,-0.833886,-0.551937,0.000000,0.000000,0.000000,1.000000,0
56,110.009800,890.039000,59.991600,-123.500000,-0.551937,0.833886,0.000000,-0.833886,-0.551937,0.000000,0.000000,0.000000,1.000000,0
57,110.009800,890.039000,59.991600,-123.500000,-0.551937,0.833886,0.000000,-0.833886,-0.551937,0.000000,0.000000,0.000000,1.000000,0
58,79.980500,860.058500,70.001300,-125.600006,-0.582123,0.813101,0.000000,-0.813101,-0.582123,0.000000,0.000000,0.000000,1.000000,0
59,79.980500,860.058500,70.001300,-125.600006,-0.582123,0.813101,0.000000,-0.813101,-0.582123,0.000000,0.000000,0.000000,1.000000,0
