step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	0	-160.000	-259.054	709.629	92	94	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	1	-106.667	-218.139	675.418	93	93	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	2	-53.333	-177.224	641.208	94	93	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	3	0.000	-136.308	606.997	95	92	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	4	53.333	-95.393	572.786	96	91	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	5	106.667	-54.477	538.576	96	91	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	6	160.000	-13.562	504.365	97	90	1
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	0	-160.000	-259.054	709.629	92	94	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	1	-106.667	-218.139	675.418	93	93	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	2	-53.333	-177.224	641.208	94	93	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	3	0.000	-136.308	606.997	95	92	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	4	53.333	-95.393	572.786	96	91	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	5	106.667	-54.477	538.576	96	91	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	6	160.000	-13.562	504.365	97	90	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	0	-160.000	-259.054	709.629	92	94	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	1	-106.667	-218.139	675.418	93	93	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	2	-53.333	-177.224	641.208	94	93	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	3	0.000	-136.308	606.997	95	92	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	4	53.333	-95.393	572.786	96	91	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	5	106.667	-54.477	538.576	96	91	0
96	29.524	-39.990	700.000	79.999	0.000	770.020	70.001	-129.900	81.252	front	101.530	6	160.000	-13.562	504.365	97	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	0	-160.000	-300.814	667.796	91	93	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	1	-106.667	-260.993	632.317	92	93	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	2	-53.333	-221.172	596.838	93	92	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	3	0.000	-181.352	561.359	94	91	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	4	53.333	-141.531	525.880	95	90	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	5	106.667	-101.710	490.401	95	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	6	160.000	-61.890	454.922	96	89	1
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	0	-160.000	-300.814	667.796	91	93	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	1	-106.667	-260.993	632.317	92	93	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	2	-53.333	-221.172	596.838	93	92	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	3	0.000	-181.352	561.359	94	91	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	4	53.333	-141.531	525.880	95	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	5	106.667	-101.710	490.401	95	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	6	160.000	-61.890	454.922	96	89	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	0	-160.000	-300.814	667.796	91	93	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	1	-106.667	-260.993	632.317	92	93	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	2	-53.333	-221.172	596.838	93	92	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	3	0.000	-181.352	561.359	94	91	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	4	53.333	-141.531	525.880	95	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	5	106.667	-101.710	490.401	95	90	0
96	29.524	-39.990	700.000	79.999	-39.990	720.020	79.999	-131.700	20.020	front	101.530	6	160.000	-61.890	454.922	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	0	-160.000	-295.772	698.352	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	1	-106.667	-261.848	657.199	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	2	-53.333	-227.924	616.045	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	3	0.000	-194.000	574.892	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	4	53.333	-160.075	533.739	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	5	106.667	-126.151	492.585	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	6	160.000	-92.227	451.432	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	0	-160.000	-295.772	698.352	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	1	-106.667	-261.848	657.199	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	2	-53.333	-227.924	616.045	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	3	0.000	-194.000	574.892	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	4	53.333	-160.075	533.739	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	5	106.667	-126.151	492.585	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	6	160.000	-92.227	451.432	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	0	-160.000	-295.772	698.352	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	1	-106.667	-261.848	657.199	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	2	-53.333	-227.924	616.045	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	3	0.000	-194.000	574.892	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	4	53.333	-160.075	533.739	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	5	106.667	-126.151	492.585	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	710.058	79.999	-140.500	14.156	front	101.530	6	160.000	-92.227	451.432	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	0	-160.000	-295.707	686.902	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	1	-106.667	-261.568	645.927	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	2	-53.333	-227.429	604.952	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	3	0.000	-193.290	563.977	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	4	53.333	-159.150	523.001	94	90	1
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	5	106.667	-125.011	482.026	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	6	160.000	-90.872	441.051	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	0	-160.000	-295.707	686.902	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	1	-106.667	-261.568	645.927	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	2	-53.333	-227.429	604.952	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	3	0.000	-193.290	563.977	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	4	53.333	-159.150	523.001	94	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	5	106.667	-125.011	482.026	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	6	160.000	-90.872	441.051	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	0	-160.000	-295.707	686.902	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	1	-106.667	-261.568	645.927	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	2	-53.333	-227.429	604.952	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	3	0.000	-193.290	563.977	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	4	53.333	-159.150	523.001	94	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	5	106.667	-125.011	482.026	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	6	160.000	-90.872	441.051	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	0	-160.000	-295.707	686.902	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	1	-106.667	-261.568	645.927	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	2	-53.333	-227.429	604.952	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	3	0.000	-193.290	563.977	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	4	53.333	-159.150	523.001	94	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	5	106.667	-125.011	482.026	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.200	9.961	front	101.530	6	160.000	-90.872	441.051	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	0	-160.000	-295.684	686.438	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	1	-106.667	-261.473	645.523	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	2	-53.333	-227.263	604.607	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	3	0.000	-193.052	563.692	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	4	53.333	-158.841	522.776	94	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	5	106.667	-124.631	481.861	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	6	160.000	-90.420	440.945	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	0	-160.000	-295.684	686.438	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	1	-106.667	-261.473	645.523	92	93	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	2	-53.333	-227.263	604.607	93	92	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	3	0.000	-193.052	563.692	94	91	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	4	53.333	-158.841	522.776	94	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	5	106.667	-124.631	481.861	95	90	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	6	160.000	-90.420	440.945	96	89	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	0	-160.000	-295.684	686.438	92	94	0
96	29.524	-39.990	700.000	79.999	-30.029	700.000	79.999	-140.100	9.961	front	101.530	1	-106.667	-261.473	645.523	92	93	0
