step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	0.000	-0.200	0.000	0	47.200	0.000	0.000	0.000	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
1	0.634	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	18.000	1.000	0.000	0	47.200	0.000	0.000	0.634	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
2	0.959	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	18.000	1.000	0.100	0	47.200	0.000	0.000	0.959	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
3	1.226	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	18.000	1.000	0.100	0	47.200	0.000	0.000	1.226	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
4	1.517	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	18.000	1.000	0.100	0	47.200	0.000	0.000	1.517	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
5	1.801	Running	0	0	0	0	0	0	649	649	-5664.500	-10077.900	1440.300	175.700	250.000	1400.000	29.999	-85.700	0.000	0.000	18.000	1.000	0.100	0	47.200	0.000	0.000	1.801	-3750.000	-2600.000	5656.854	-53.553	1096.447	104	104	97	97	57	429.289	429.289	-49.300	18.000	-1.000	0	0	0
6	2.234	Running	0	0	1	0	0	0	649	642	-5664.500	-10078.000	1440.300	176.000	250.000	1390.039	29.999	-86.000	0.100	9.961	18.000	1.000	0.300	0	47.200	0.000	9.961	0.000	-3750.000	-2600.000	5649.815	-103.553	1046.447	104	103	96	96	58	493.007	438.392	-52.568	18.000	-1.000	0	0	0
7	2.525	Running	0	0	1	0	0	0	649	642	-5664.500	-10078.000	1440.300	176.000	250.000	1390.039	29.999	-86.000	0.000	0.000	18.000	1.000	0.300	0	47.200	0.000	0.000	0.000	-3750.000	-2600.000	5649.815	-103.553	1046.447	104	103	96	96	58	493.007	445.219	-52.568	18.000	-1.000	0	0	0
8	2.813	Running	0	0	1	0	0	0	649	642	-5664.500	-10078.000	1440.300	176.000	250.000	1390.039	29.999	-86.000	0.000	0.000	18.000	1.000	0.300	0	47.200	0.000	0.000	0.000	-3750.000	-2600.000	5649.815	-103.553	1046.447	104	103	96	96	58	493.007	450.529	-52.568	18.000	-1.000	0	0	0
9	3.092	Running	0	0	1	0	0	0	649	642	-5664.500	-10078.000	1440.300	176.700	250.000	1390.039	29.999	-86.700	0.000	0.000	18.000	1.000	0.600	0	47.300	0.100	0.000	0.000	-3750.000	-2600.000	5649.815	-103.553	1046.447	104	103	96	96	58	493.007	454.776	-51.868	18.000	-1.000	0	0	0
