step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	0	-160.000	-3055.966	-366.410	37	68	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	1	-106.667	-3024.467	-409.448	38	67	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	2	-53.333	-2992.968	-452.485	39	66	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	3	0.000	-2961.469	-495.523	39	66	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	4	53.333	-2929.970	-538.561	40	65	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	5	106.667	-2898.471	-581.599	41	64	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	6	160.000	-2866.972	-624.637	41	63	1
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	0	-160.000	-3055.966	-366.410	37	68	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	1	-106.667	-3024.467	-409.448	38	67	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	2	-53.333	-2992.968	-452.485	39	66	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	3	0.000	-2961.469	-495.523	39	66	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	4	53.333	-2929.970	-538.561	40	65	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	5	106.667	-2898.471	-581.599	41	64	0
459	141.955	-2800.000	-289.942	229.999	-2789.990	-370.020	249.994	-143.800	83.141	front	0.000	6	160.000	-2866.972	-624.637	41	63	0
