timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
1,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
2,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
3,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
4,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
5,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
6,250.000000,1399.999900,29.998900,-85.699997,0.074979,0.997185,0.000000,-0.997185,0.074979,0.000000,0.000000,0.000000,1.000000,0
7,250.000000,1390.039000,29.998900,-86.000000,0.069756,0.997564,0.000000,-0.997564,0.069756,0.000000,0.000000,0.000000,1.000000,0
8,250.000000,1390.039000,29.998900,-86.000000,0.069756,0.997564,0.000000,-0.997564,0.069756,0.000000,0.000000,0.000000,1.000000,0
9,250.000000,1390.039000,29.998900,-86.000000,0.069756,0.997564,0.000000,-0.997564,0.069756,0.000000,0.000000,0.000000,1.000000,0
10,250.000000,1390.039000,29.998900,-86.699997,0.057564,0.998342,0.000000,-0.998342,0.057564,0.000000,0.000000,0.000000,1.000000,0
11,250.000000,1390.039000,29.998900,-86.699997,0.057564,0.998342,0.000000,-0.998342,0.057564,0.000000,0.000000,0.000000,1.000000,0
12,250.000000,1390.039000,29.998900,-86.699997,0.057564,0.998342,0.000000,-0.998342,0.057564,0.000000,0.000000,0.000000,1.000000,0
13,250.000000,1379.980400,29.998900,-87.600006,0.041876,0.999123,0.000000,-0.999123,0.041876,0.000000,0.000000,0.000000,1.000000,0
14,250.000000,1379.980400,29.998900,-87.600006,0.041876,0.999123,0.000000,-0.999123,0.041876,0.000000,0.000000,0.000000,1.000000,0
15,250.000000,1379.980400,29.998900,-87.600006,0.041876,0.999123,0.000000,-0.999123,0.041876,0.000000,0.000000,0.000000,1.000000,0
16,239.990200,1370.019500,29.998900,-89.000000,0.017452,0.999848,0.000000,-0.999848,0.017452,0.000000,0.000000,0.000000,1.000000,0
17,239.990200,1370.019500,29.998900,-89.000000,0.017452,0.999848,0.000000,-0.999848,0.017452,0.000000,0.000000,0.000000,1.000000,0
18,239.990200,1370.019500,29.998900,-89.000000,0.017452,0.999848,0.000000,-0.999848,0.017452,0.000000,0.000000,0.000000,1.000000,0
19,239.990200,1360.058500,29.998900,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
20,239.990200,1360.058500,29.998900,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
21,239.990200,1360.058500,29.998900,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
22,239.990200,1360.058500,29.998900,-90.500000,-0.008727,0.999962,0.000000,-0.999962,-0.008727,0.000000,0.000000,0.000000,1.000000,0
23,229.980500,1340.039000,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
24,229.980500,1340.039000,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
25,229.980500,1340.039000,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
26,229.980500,1329.980400,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
27,229.980500,1329.980400,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
28,229.980500,1329.980400,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
29,229.980500,1329.980400,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
30,219.970700,1310.058500,39.996400,-97.100006,-0.123602,0.992332,0.000000,-0.992332,-0.123602,0.000000,0.000000,0.000000,1.000000,0
31,219.970700,1310.058500,39.996400,-97.100006,-0.123602,0.992332,0.000000,-0.992332,-0.123602,0.000000,0.000000,0.000000,1.000000,0
32,219.970700,1310.058500,39.996400,-97.100006,-0.123602,0.992332,0.000000,-0.992332,-0.123602,0.000000,0.000000,0.000000,1.000000,0
33,210.009800,1290.039000,39.996400,-99.800003,-0.170210,0.985408,0.000000,-0.985408,-0.170210,0.000000,0.000000,0.000000,1.000000,0
34,210.009800,1290.039000,39.996400,-99.800003,-0.170210,0.985408,0.000000,-0.985408,-0.170210,0.000000,0.000000,0.000000,1.000000,0
35,210.009800,1290.039000,39.996400,-99.800003,-0.170210,0.985408,0.000000,-0.985408,-0.170210,0.000000,0.000000,0.000000,1.000000,0
36,210.009800,1290.039000,39.996400,-99.800003,-0.170210,0.985408,0.000000,-0.985408,-0.170210,0.000000,0.000000,0.000000,1.000000,0
37,200.000000,1270.019500,39.996400,-103.100006,-0.226651,0.973976,0.000000,-0.973976,-0.226651,0.000000,0.000000,0.000000,1.000000,0
38,200.000000,1270.019500,39.996400,-103.100006,-0.226651,0.973976,0.000000,-0.973976,-0.226651,0.000000,0.000000,0.000000,1.000000,0
39,200.000000,1270.019500,39.996400,-103.100006,-0.226651,0.973976,0.000000,-0.973976,-0.226651,0.000000,0.000000,0.000000,1.000000,0
40,179.980500,1240.039000,39.996400,-106.100006,-0.277315,0.960779,0.000000,-0.960779,-0.277315,0.000000,0.000000,0.000000,1.000000,0
41,179.980500,1240.039000,39.996400,-106.100006,-0.277315,0.960779,0.000000,-0.960779,-0.277315,0.000000,0.000000,0.000000,1.000000,0
42,179.980500,1240.039000,39.996400,-106.100006,-0.277315,0.960779,0.000000,-0.960779,-0.277315,0.000000,0.000000,0.000000,1.000000,0
43,179.980500,1240.039000,39.996400,-106.100006,-0.277315,0.960779,0.000000,-0.960779,-0.277315,0.000000,0.000000,0.000000,1.000000,0
