step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.694	0	none	0	649	0	649	not_attempted
2	1.036	0	none	0	649	0	649	not_attempted
3	1.352	0	none	0	649	0	649	not_attempted
4	1.672	0	none	0	649	0	649	not_attempted
5	2.001	0	none	0	649	0	649	not_attempted
6	2.297	0	none	0	649	0	649	not_attempted
7	2.599	0	none	0	649	0	649	not_attempted
8	2.897	0	none	0	649	0	649	not_attempted
9	3.176	0	none	0	649	0	649	not_attempted
10	3.467	0	none	0	649	0	649	not_attempted
11	3.795	0	none	0	649	0	649	not_attempted
12	4.080	0	none	0	649	0	649	not_attempted
13	5.481	0	none	0	649	0	649	not_attempted
14	5.775	0	none	0	649	0	649	not_attempted
15	6.058	0	none	0	649	0	649	not_attempted
16	6.347	0	none	0	649	0	649	not_attempted
17	6.647	0	none	0	649	0	649	not_attempted
18	6.929	0	none	0	649	0	649	not_attempted
19	7.229	0	none	0	649	0	649	not_attempted
20	7.510	0	none	0	649	0	649	not_attempted
21	7.804	0	none	0	649	0	649	not_attempted
22	8.151	0	none	0	649	0	649	not_attempted
23	8.468	0	none	0	649	0	649	not_attempted
24	8.750	0	none	0	649	0	649	not_attempted
25	9.043	0	none	0	649	0	649	not_attempted
26	9.331	0	none	0	649	0	649	not_attempted
27	9.650	0	none	0	649	0	649	not_attempted
28	9.946	0	none	0	649	0	649	not_attempted
29	10.235	0	none	0	649	0	649	not_attempted
30	10.541	0	none	0	649	0	649	not_attempted
31	10.865	0	none	0	649	0	649	not_attempted
32	11.173	0	none	0	649	0	649	not_attempted
33	11.454	0	none	0	649	0	649	not_attempted
34	11.743	0	none	0	649	0	649	not_attempted
35	12.037	0	none	0	649	0	649	not_attempted
36	12.331	0	none	0	649	0	649	not_attempted
37	12.615	0	none	0	649	0	649	not_attempted
38	12.930	0	none	0	649	0	649	not_attempted
39	13.223	0	none	0	649	0	649	not_attempted
40	13.547	0	none	0	649	0	649	not_attempted
41	13.884	0	none	0	649	0	649	not_attempted
42	14.190	0	none	0	649	0	649	not_attempted
43	14.506	0	none	0	649	0	649	not_attempted
44	14.813	0	none	0	649	0	649	not_attempted
45	15.104	0	none	0	649	0	649	not_attempted
46	15.400	0	none	0	649	0	649	not_attempted
47	15.717	0	none	0	649	0	649	not_attempted
48	16.034	0	none	0	649	0	649	not_attempted
49	16.334	0	none	0	649	0	649	not_attempted
50	16.680	0	none	0	649	0	649	not_attempted
51	16.993	0	none	0	649	0	649	not_attempted
52	17.308	0	none	0	649	0	649	not_attempted
53	17.626	0	none	0	649	0	649	not_attempted
54	17.947	0	none	0	649	0	649	not_attempted
55	18.260	0	none	0	649	0	649	not_attempted
56	18.567	0	none	0	649	0	649	not_attempted
57	18.883	0	none	0	649	0	649	not_attempted
58	19.193	0	none	0	649	0	649	not_attempted
59	19.508	1	lidar	0	649	91	627	replanned
60	19.867	0	lidar	0	627	0	627	not_attempted
61	20.154	0	none	0	627	0	627	not_attempted
62	20.451	0	none	0	627	0	627	not_attempted
63	20.788	0	none	0	627	0	627	not_attempted
64	21.089	1	lidar	0	627	100	687	replanned
65	21.454	0	none	0	687	0	687	not_attempted
66	21.783	0	none	0	687	0	687	not_attempted
67	22.064	1	lidar	0	687	100	687	replanned
68	22.441	0	none	0	687	0	687	not_attempted
69	22.729	0	none	0	687	0	687	not_attempted
70	23.009	1	lidar	0	687	101	687	replanned
71	23.386	0	none	0	687	0	687	not_attempted
72	23.704	0	none	0	687	0	687	not_attempted
73	23.986	1	lidar	0	687	103	683	replanned
74	24.359	0	none	0	683	0	683	not_attempted
75	24.677	0	none	0	683	0	683	not_attempted
76	24.953	0	none	0	683	0	683	not_attempted
77	25.242	0	none	0	683	0	683	not_attempted
78	25.571	0	none	0	683	0	683	not_attempted
79	25.864	0	none	0	683	0	683	not_attempted
80	26.187	0	none	0	683	0	683	not_attempted
81	26.502	0	none	0	683	0	683	not_attempted
82	26.808	0	none	0	683	0	683	not_attempted
83	27.097	0	none	0	683	0	683	not_attempted
84	27.375	0	none	0	683	0	683	not_attempted
85	27.657	0	none	0	683	0	683	not_attempted
86	27.985	0	none	0	683	0	683	not_attempted
87	28.273	0	none	0	683	0	683	not_attempted
88	28.551	0	none	0	683	0	683	not_attempted
89	28.831	0	none	0	683	0	683	not_attempted
90	29.115	0	none	0	683	0	683	not_attempted
91	29.431	0	none	0	683	0	683	not_attempted
92	29.711	0	none	0	683	0	683	not_attempted
93	30.005	0	none	0	683	0	683	not_attempted
94	30.284	0	none	0	683	0	683	not_attempted
95	30.564	0	none	0	683	0	683	not_attempted
96	30.846	0	none	0	683	0	683	not_attempted
97	31.139	0	none	0	683	0	683	not_attempted
98	31.431	0	none	0	683	0	683	not_attempted
99	31.715	0	none	0	683	0	683	not_attempted
100	32.001	0	none	0	683	0	683	not_attempted
101	32.286	0	none	0	683	0	683	not_attempted
102	32.572	0	none	0	683	0	683	not_attempted
103	32.868	0	none	0	683	0	683	not_attempted
104	33.159	0	none	0	683	0	683	not_attempted
105	33.444	0	none	0	683	0	683	not_attempted
106	33.722	0	none	0	683	0	683	not_attempted
107	34.019	0	none	0	683	0	683	not_attempted
108	34.300	0	none	0	683	0	683	not_attempted
109	34.583	0	none	0	683	0	683	not_attempted
110	34.896	0	none	0	683	0	683	not_attempted
111	35.192	0	none	0	683	0	683	not_attempted
112	35.472	0	none	0	683	0	683	not_attempted
113	35.758	0	none	0	683	0	683	not_attempted
114	36.044	0	none	0	683	0	683	not_attempted
115	36.333	0	none	0	683	0	683	not_attempted
116	36.649	0	none	0	683	0	683	not_attempted
117	36.935	0	none	0	683	0	683	not_attempted
118	37.214	0	none	0	683	0	683	not_attempted
119	37.498	0	none	0	683	0	683	not_attempted
120	37.781	0	none	0	683	0	683	not_attempted
121	38.147	0	none	0	683	0	683	not_attempted
122	38.438	0	none	0	683	0	683	not_attempted
123	38.748	0	none	0	683	0	683	not_attempted
124	39.037	0	none	0	683	0	683	not_attempted
125	39.321	0	none	0	683	0	683	not_attempted
126	39.638	0	none	0	683	0	683	not_attempted
127	39.921	0	none	0	683	0	683	not_attempted
128	40.204	0	none	0	683	0	683	not_attempted
129	40.489	0	none	0	683	0	683	not_attempted
130	40.816	0	none	0	683	0	683	not_attempted
131	41.111	0	none	0	683	0	683	not_attempted
132	41.452	0	none	0	683	0	683	not_attempted
133	41.743	0	none	0	683	0	683	not_attempted
134	42.027	0	none	0	683	0	683	not_attempted
135	42.315	0	none	0	683	0	683	not_attempted
136	42.604	0	none	0	683	0	683	not_attempted
137	42.890	0	none	0	683	0	683	not_attempted
138	43.168	0	none	0	683	0	683	not_attempted
139	43.503	0	none	0	683	0	683	not_attempted
140	43.864	0	none	0	683	0	683	not_attempted
141	44.154	0	none	0	683	0	683	not_attempted
142	44.477	0	none	0	683	0	683	not_attempted
143	44.799	0	none	0	683	0	683	not_attempted
144	45.090	0	none	0	683	0	683	not_attempted
145	45.371	0	none	0	683	0	683	not_attempted
146	45.652	0	none	0	683	0	683	not_attempted
147	45.936	0	none	0	683	0	683	not_attempted
148	46.218	0	none	0	683	0	683	not_attempted
149	46.540	0	none	0	683	0	683	not_attempted
150	46.832	0	none	0	683	0	683	not_attempted
151	47.135	0	none	0	683	0	683	not_attempted
152	47.421	0	none	0	683	0	683	not_attempted
153	47.710	0	none	0	683	0	683	not_attempted
154	47.992	0	none	0	683	0	683	not_attempted
155	48.304	0	none	0	683	0	683	not_attempted
156	48.616	0	none	0	683	0	683	not_attempted
157	48.899	0	none	0	683	0	683	not_attempted
158	49.188	0	none	0	683	0	683	not_attempted
159	49.475	0	none	0	683	0	683	not_attempted
160	49.760	0	none	0	683	0	683	not_attempted
161	50.105	0	none	0	683	0	683	not_attempted
162	50.389	0	none	0	683	0	683	not_attempted
163	50.692	0	none	0	683	0	683	not_attempted
164	51.025	0	none	0	683	0	683	not_attempted
165	51.309	0	none	0	683	0	683	not_attempted
166	51.593	0	none	0	683	0	683	not_attempted
167	51.881	0	none	0	683	0	683	not_attempted
168	52.162	0	none	0	683	0	683	not_attempted
169	52.479	0	none	0	683	0	683	not_attempted
170	52.768	0	none	0	683	0	683	not_attempted
171	53.078	0	none	0	683	0	683	not_attempted
172	53.377	0	none	0	683	0	683	not_attempted
173	53.657	0	none	0	683	0	683	not_attempted
174	53.944	0	none	0	683	0	683	not_attempted
175	54.233	0	none	0	683	0	683	not_attempted
176	54.518	0	none	0	683	0	683	not_attempted
177	54.820	0	none	0	683	0	683	not_attempted
178	55.114	0	none	0	683	0	683	not_attempted
179	55.430	0	none	0	683	0	683	not_attempted
180	55.723	0	none	0	683	0	683	not_attempted
181	56.067	0	none	0	683	0	683	not_attempted
182	56.372	0	none	0	683	0	683	not_attempted
183	56.700	0	none	0	683	0	683	not_attempted
184	57.029	0	none	0	683	0	683	not_attempted
185	57.318	0	none	0	683	0	683	not_attempted
186	57.602	0	none	0	683	0	683	not_attempted
187	57.884	0	none	0	683	0	683	not_attempted
188	58.172	0	none	0	683	0	683	not_attempted
189	58.459	0	none	0	683	0	683	not_attempted
190	58.750	0	none	0	683	0	683	not_attempted
191	59.043	0	none	0	683	0	683	not_attempted
192	59.333	0	none	0	683	0	683	not_attempted
193	59.623	0	none	0	683	0	683	not_attempted
194	59.904	0	none	0	683	0	683	not_attempted
195	60.186	0	none	0	683	0	683	not_attempted
196	60.471	0	none	0	683	0	683	not_attempted
197	60.753	0	none	0	683	0	683	not_attempted
198	61.085	0	none	0	683	0	683	not_attempted
199	61.399	0	none	0	683	0	683	not_attempted
200	61.724	0	none	0	683	0	683	not_attempted
201	62.081	0	none	0	683	0	683	not_attempted
202	62.428	0	none	0	683	0	683	not_attempted
203	62.721	0	none	0	683	0	683	not_attempted
204	63.021	0	none	0	683	0	683	not_attempted
205	63.340	0	none	0	683	0	683	not_attempted
206	63.627	0	none	0	683	0	683	not_attempted
207	63.909	0	none	0	683	0	683	not_attempted
208	64.195	0	none	0	683	0	683	not_attempted
209	64.477	0	none	0	683	0	683	not_attempted
210	64.757	0	none	0	683	0	683	not_attempted
211	65.093	0	none	0	683	0	683	not_attempted
212	65.379	0	none	0	683	0	683	not_attempted
213	65.680	0	none	0	683	0	683	not_attempted
214	66.007	0	none	0	683	0	683	not_attempted
215	66.319	0	none	0	683	0	683	not_attempted
