timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
1,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
2,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
3,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
4,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
5,300.000000,1179.980400,39.996400,-89.600006,0.006981,0.999976,0.000000,-0.999976,0.006981,0.000000,0.000000,0.000000,1.000000,0
6,300.000000,1179.980400,39.996400,-89.699997,0.005236,0.999986,0.000000,-0.999986,0.005236,0.000000,0.000000,0.000000,1.000000,0
7,300.000000,1179.980400,39.996400,-89.699997,0.005236,0.999986,0.000000,-0.999986,0.005236,0.000000,0.000000,0.000000,1.000000,0
8,300.000000,1179.980400,39.996400,-89.699997,0.005236,0.999986,0.000000,-0.999986,0.005236,0.000000,0.000000,0.000000,1.000000,0
9,300.000000,1179.980400,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
10,300.000000,1179.980400,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
11,300.000000,1179.980400,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
12,300.000000,1179.980400,39.996400,-90.199997,-0.003491,0.999994,0.000000,-0.999994,-0.003491,0.000000,0.000000,0.000000,1.000000,0
13,300.000000,1170.019500,39.996400,-91.100006,-0.019198,0.999816,0.000000,-0.999816,-0.019198,0.000000,0.000000,0.000000,1.000000,0
14,300.000000,1160.058500,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
15,300.000000,1160.058500,39.996400,-92.400009,-0.041876,0.999123,0.000000,-0.999123,-0.041876,0.000000,0.000000,0.000000,1.000000,0
16,289.990200,1149.999900,39.996400,-93.900009,-0.068015,0.997684,0.000000,-0.997684,-0.068015,0.000000,0.000000,0.000000,1.000000,0
17,289.990200,1149.999900,39.996400,-93.900009,-0.068015,0.997684,0.000000,-0.997684,-0.068015,0.000000,0.000000,0.000000,1.000000,0
18,289.990200,1149.999900,39.996400,-93.900009,-0.068015,0.997684,0.000000,-0.997684,-0.068015,0.000000,0.000000,0.000000,1.000000,0
19,279.980500,1140.039000,49.994000,-95.800003,-0.101056,0.994881,0.000000,-0.994881,-0.101056,0.000000,0.000000,0.000000,1.000000,0
20,279.980500,1140.039000,49.994000,-95.800003,-0.101056,0.994881,0.000000,-0.994881,-0.101056,0.000000,0.000000,0.000000,1.000000,0
21,279.980500,1140.039000,49.994000,-95.800003,-0.101056,0.994881,0.000000,-0.994881,-0.101056,0.000000,0.000000,0.000000,1.000000,0
22,279.980500,1140.039000,49.994000,-95.800003,-0.101056,0.994881,0.000000,-0.994881,-0.101056,0.000000,0.000000,0.000000,1.000000,0
23,279.980500,1120.019500,49.994000,-98.100006,-0.140901,0.990024,0.000000,-0.990024,-0.140901,0.000000,0.000000,0.000000,1.000000,0
24,279.980500,1120.019500,49.994000,-98.100006,-0.140901,0.990024,0.000000,-0.990024,-0.140901,0.000000,0.000000,0.000000,1.000000,0
25,279.980500,1120.019500,49.994000,-98.100006,-0.140901,0.990024,0.000000,-0.990024,-0.140901,0.000000,0.000000,0.000000,1.000000,0
26,269.970700,1099.999900,49.994000,-100.699997,-0.185667,0.982613,0.000000,-0.982613,-0.185667,0.000000,0.000000,0.000000,1.000000,0
27,269.970700,1099.999900,49.994000,-100.699997,-0.185667,0.982613,0.000000,-0.982613,-0.185667,0.000000,0.000000,0.000000,1.000000,0
28,269.970700,1099.999900,49.994000,-100.699997,-0.185667,0.982613,0.000000,-0.982613,-0.185667,0.000000,0.000000,0.000000,1.000000,0
29,260.009800,1079.980400,49.994000,-103.500000,-0.233445,0.972370,0.000000,-0.972370,-0.233445,0.000000,0.000000,0.000000,1.000000,0
30,260.009800,1079.980400,49.994000,-103.500000,-0.233445,0.972370,0.000000,-0.972370,-0.233445,0.000000,0.000000,0.000000,1.000000,0
31,260.009800,1079.980400,49.994000,-103.500000,-0.233445,0.972370,0.000000,-0.972370,-0.233445,0.000000,0.000000,0.000000,1.000000,0
32,260.009800,1079.980400,49.994000,-103.500000,-0.233445,0.972370,0.000000,-0.972370,-0.233445,0.000000,0.000000,0.000000,1.000000,0
33,239.990200,1060.058500,49.994000,-106.800003,-0.289032,0.957319,0.000000,-0.957319,-0.289032,0.000000,0.000000,0.000000,1.000000,0
34,239.990200,1060.058500,49.994000,-106.800003,-0.289032,0.957319,0.000000,-0.957319,-0.289032,0.000000,0.000000,0.000000,1.000000,0
35,239.990200,1060.058500,49.994000,-106.800003,-0.289032,0.957319,0.000000,-0.957319,-0.289032,0.000000,0.000000,0.000000,1.000000,0
36,219.970700,1029.980400,49.994000,-110.699997,-0.353475,0.935444,0.000000,-0.935444,-0.353475,0.000000,0.000000,0.000000,1.000000,0
37,219.970700,1029.980400,49.994000,-110.699997,-0.353475,0.935444,0.000000,-0.935444,-0.353475,0.000000,0.000000,0.000000,1.000000,0
38,219.970700,1029.980400,49.994000,-110.699997,-0.353475,0.935444,0.000000,-0.935444,-0.353475,0.000000,0.000000,0.000000,1.000000,0
39,219.970700,1029.980400,49.994000,-110.699997,-0.353475,0.935444,0.000000,-0.935444,-0.353475,0.000000,0.000000,0.000000,1.000000,0
40,200.000000,999.999900,49.994000,-114.500000,-0.414693,0.909961,0.000000,-0.909961,-0.414693,0.000000,0.000000,0.000000,1.000000,0
41,200.000000,999.999900,49.994000,-114.500000,-0.414693,0.909961,0.000000,-0.909961,-0.414693,0.000000,0.000000,0.000000,1.000000,0
42,200.000000,999.999900,49.994000,-114.500000,-0.414693,0.909961,0.000000,-0.909961,-0.414693,0.000000,0.000000,0.000000,1.000000,0
43,179.980500,979.980400,59.991600,-117.600006,-0.463296,0.886204,0.000000,-0.886204,-0.463296,0.000000,0.000000,0.000000,1.000000,0
44,179.980500,979.980400,59.991600,-117.600006,-0.463296,0.886204,0.000000,-0.886204,-0.463296,0.000000,0.000000,0.000000,1.000000,0
45,179.980500,979.980400,59.991600,-117.600006,-0.463296,0.886204,0.000000,-0.886204,-0.463296,0.000000,0.000000,0.000000,1.000000,0
46,160.009800,949.999900,59.991600,-120.300003,-0.504528,0.863396,0.000000,-0.863396,-0.504528,0.000000,0.000000,0.000000,1.000000,0
47,160.009800,949.999900,59.991600,-120.300003,-0.504528,0.863396,0.000000,-0.863396,-0.504528,0.000000,0.000000,0.000000,1.000000,0
48,160.009800,949.999900,59.991600,-120.300003,-0.504528,0.863396,0.000000,-0.863396,-0.504528,0.000000,0.000000,0.000000,1.000000,0
49,129.980500,910.058500,59.991600,-122.900009,-0.543175,0.839620,0.000000,-0.839620,-0.543175,0.000000,0.000000,0.000000,1.000000,0
50,129.980500,910.058500,59.991600,-122.900009,-0.543175,0.839620,0.000000,-0.839620,-0.543175,0.000000,0.000000,0.000000,1.000000,0
51,129.980500,910.058500,59.991600,-122.900009,-0.543175,0.839620,0.000000,-0.839620,-0.543175,0.000000,0.000000,0.000000,1.000000,0
52,100.000000,879.980400,59.991600,-125.300003,-0.577858,0.816138,0.000000,-0.816138,-0.577858,0.000000,0.000000,0.000000,1.000000,0
53,100.000000,879.980400,59.991600,-125.300003,-0.577858,0.816138,0.000000,-0.816138,-0.577858,0.000000,0.000000,0.000000,1.000000,0
54,100.000000,879.980400,59.991600,-125.300003,-0.577858,0.816138,0.000000,-0.816138,-0.577858,0.000000,0.000000,0.000000,1.000000,0
55,60.009800,840.039000,70.001300,-127.600006,-0.610145,0.792290,0.000000,-0.792290,-0.610145,0.000000,0.000000,0.000000,1.000000,0
56,60.009800,840.039000,70.001300,-127.600006,-0.610145,0.792290,0.000000,-0.792290,-0.610145,0.000000,0.000000,0.000000,1.000000,0
57,60.009800,840.039000,70.001300,-127.600006,-0.610145,0.792290,0.000000,-0.792290,-0.610145,0.000000,0.000000,0.000000,1.000000,0
58,60.009800,840.039000,70.001300,-127.600006,-0.610145,0.792290,0.000000,-0.792290,-0.610145,0.000000,0.000000,0.000000,1.000000,0
59,19.970700,790.039000,70.001300,-129.900009,-0.641450,0.767165,0.000000,-0.767165,-0.641450,0.000000,0.000000,0.000000,1.000000,0
60,19.970700,790.039000,70.001300,-129.900009,-0.641450,0.767165,0.000000,-0.767165,-0.641450,0.000000,0.000000,0.000000,1.000000,0
61,-30.029300,749.999900,79.998900,-131.600006,-0.663926,0.747798,0.000000,-0.747798,-0.663926,0.000000,0.000000,0.000000,1.000000,0
62,-30.029300,749.999900,79.998900,-131.600006,-0.663926,0.747798,0.000000,-0.747798,-0.663926,0.000000,0.000000,0.000000,1.000000,0
63,-30.029300,749.999900,79.998900,-131.600006,-0.663926,0.747798,0.000000,-0.747798,-0.663926,0.000000,0.000000,0.000000,1.000000,0
64,-30.029300,749.999900,79.998900,-131.600006,-0.663926,0.747798,0.000000,-0.747798,-0.663926,0.000000,0.000000,0.000000,1.000000,0
65,-50.000000,720.019500,79.998900,-135.600006,-0.714473,0.699663,0.000000,-0.699663,-0.714473,0.000000,0.000000,0.000000,1.000000,0
66,-50.000000,720.019500,79.998900,-135.600006,-0.714473,0.699663,0.000000,-0.699663,-0.714473,0.000000,0.000000,0.000000,1.000000,0
67,-50.000000,720.019500,79.998900,-135.600006,-0.714473,0.699663,0.000000,-0.699663,-0.714473,0.000000,0.000000,0.000000,1.000000,0
68,-50.000000,720.019500,79.998900,-136.800003,-0.728969,0.684547,0.000000,-0.684547,-0.728969,0.000000,0.000000,0.000000,1.000000,0
69,-50.000000,720.019500,79.998900,-136.800003,-0.728969,0.684547,0.000000,-0.684547,-0.728969,0.000000,0.000000,0.000000,1.000000,0
70,-50.000000,720.019500,79.998900,-136.800003,-0.728969,0.684547,0.000000,-0.684547,-0.728969,0.000000,0.000000,0.000000,1.000000,0
71,-39.990200,740.039000,79.998900,-138.600006,-0.750111,0.661312,0.000000,-0.661312,-0.750111,0.000000,0.000000,0.000000,1.000000,0
72,-39.990200,740.039000,79.998900,-138.600006,-0.750111,0.661312,0.000000,-0.661312,-0.750111,0.000000,0.000000,0.000000,1.000000,0
73,-39.990200,740.039000,79.998900,-138.600006,-0.750111,0.661312,0.000000,-0.661312,-0.750111,0.000000,0.000000,0.000000,1.000000,0
74,-30.029300,749.999900,70.001300,-140.900009,-0.776047,0.630676,0.000000,-0.630676,-0.776047,0.000000,0.000000,0.000000,1.000000,0
75,-30.029300,749.999900,70.001300,-140.900009,-0.776047,0.630676,0.000000,-0.630676,-0.776047,0.000000,0.000000,0.000000,1.000000,0
76,-30.029300,749.999900,70.001300,-140.900009,-0.776047,0.630676,0.000000,-0.630676,-0.776047,0.000000,0.000000,0.000000,1.000000,0
77,-20.019500,770.019500,79.998900,-142.600006,-0.794415,0.607376,0.000000,-0.607376,-0.794415,0.000000,0.000000,0.000000,1.000000,0
78,-20.019500,770.019500,79.998900,-142.600006,-0.794415,0.607376,0.000000,-0.607376,-0.794415,0.000000,0.000000,0.000000,1.000000,0
79,-20.019500,770.019500,79.998900,-142.600006,-0.794415,0.607376,0.000000,-0.607376,-0.794415,0.000000,0.000000,0.000000,1.000000,0
80,0.000000,779.980400,70.001300,-141.100006,-0.778243,0.627963,0.000000,-0.627963,-0.778243,0.000000,0.000000,0.000000,1.000000,0
81,0.000000,779.980400,70.001300,-141.100006,-0.778243,0.627963,0.000000,-0.627963,-0.778243,0.000000,0.000000,0.000000,1.000000,0
