step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.600	300.000	1179.980	39.996	-89.600	0.000	0.000	0.000	0.000	0.000	1	36.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.400	18.000	-1.000	0	0	0
1	0.694	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.600	300.000	1179.980	39.996	-89.600	0.000	0.000	18.000	1.000	0.000	0	36.900	0.000	0.000	0.694	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.400	18.000	-1.000	0	0	0
2	1.036	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.600	300.000	1179.980	39.996	-89.600	0.000	0.000	18.000	1.000	0.000	0	37.000	0.100	0.000	1.036	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.400	18.000	-1.000	0	0	0
3	1.352	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.600	300.000	1179.980	39.996	-89.600	0.000	0.000	18.000	1.000	0.000	0	37.000	0.000	0.000	1.352	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.400	18.000	-1.000	0	0	0
4	1.672	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.600	300.000	1179.980	39.996	-89.600	0.000	0.000	18.000	1.000	0.000	0	37.000	0.000	0.000	1.672	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.400	18.000	-1.000	0	0	0
5	2.001	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.700	300.000	1179.980	39.996	-89.700	0.000	0.000	18.000	1.000	0.200	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.300	18.000	-1.000	0	0	0
6	2.297	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.700	300.000	1179.980	39.996	-89.700	0.000	0.000	18.000	1.000	0.200	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.300	18.000	-1.000	0	0	0
7	2.599	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.700	300.000	1179.980	39.996	-89.700	0.000	0.000	18.000	1.000	0.200	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.300	18.000	-1.000	0	0	0
8	2.897	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.400	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	0
9	3.176	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.400	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	0
10	3.467	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.400	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	0
11	3.795	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.400	0	37.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	0
12	4.080	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.100	300.000	1170.020	39.996	-91.100	0.100	9.961	18.000	1.000	0.700	0	37.100	0.100	9.961	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	434.191	-47.468	18.000	-1.000	0	0	0
13	5.481	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.400	300.000	1160.058	39.996	-92.400	0.100	9.961	18.000	1.000	0.900	0	37.200	0.100	9.961	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	437.900	-50.176	18.000	-1.000	0	0	0
14	5.775	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.400	300.000	1160.058	39.996	-92.400	0.000	0.000	18.000	1.000	0.900	0	37.200	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	441.114	-50.176	18.000	-1.000	0	0	0
15	6.058	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	183.900	289.990	1150.000	39.996	-93.900	0.142	14.191	18.000	1.000	1.100	0	37.300	0.100	14.191	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	443.925	-48.697	18.000	-1.000	0	0	0
16	6.347	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	183.900	289.990	1150.000	39.996	-93.900	0.000	0.000	18.000	1.000	1.100	0	37.300	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	446.405	-48.697	18.000	-1.000	0	0	0
17	6.647	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	183.900	289.990	1150.000	39.996	-93.900	0.000	0.000	18.000	1.000	1.100	0	37.300	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	448.609	-48.697	18.000	-1.000	0	0	0
18	6.929	Running	0	0	1	0	0	0	649	638	-5664.200	-10080.500	1440.500	185.800	279.980	1140.039	49.994	-95.800	0.173	17.302	18.000	1.000	1.400	0	37.500	0.200	14.121	0.000	-3700.000	-2820.020	5614.473	-73.573	806.408	103	103	96	96	57	486.117	450.583	-46.776	18.000	-1.000	0	0	0
19	7.229	Running	0	0	1	0	0	0	649	638	-5664.200	-10080.500	1440.500	185.800	279.980	1140.039	49.994	-95.800	0.000	0.000	18.000	1.000	1.400	0	37.500	0.000	0.000	0.000	-3700.000	-2820.020	5614.473	-73.573	806.408	103	103	96	96	57	486.117	452.360	-46.776	18.000	-1.000	0	0	0
20	7.510	Running	0	0	1	0	0	0	649	638	-5664.200	-10080.500	1440.500	185.800	279.980	1140.039	49.994	-95.800	0.000	0.000	18.000	1.000	1.400	0	37.500	0.000	0.000	0.000	-3700.000	-2820.020	5614.473	-73.573	806.408	103	103	96	96	57	486.117	453.967	-46.776	18.000	-1.000	0	0	0
21	7.804	Running	0	0	1	0	0	0	649	638	-5664.200	-10080.500	1440.500	185.800	279.980	1140.039	49.994	-95.800	0.000	0.000	18.000	1.000	1.400	0	37.500	0.000	0.000	0.000	-3700.000	-2820.020	5614.473	-73.573	806.408	103	103	96	96	57	486.117	455.429	-46.776	18.000	-1.000	0	0	0
22	8.151	Running	0	0	1	0	0	0	649	636	-5664.200	-10080.700	1440.500	188.100	279.980	1120.020	49.994	-98.100	0.200	20.019	18.000	1.000	1.600	0	37.600	0.100	20.019	0.000	-3700.000	-2820.020	5600.371	-73.573	806.408	103	102	96	96	55	472.602	456.175	-54.008	18.000	-1.000	0	0	0
23	8.468	Running	0	0	1	0	0	0	649	636	-5664.200	-10080.700	1440.500	188.100	279.980	1120.020	49.994	-98.100	0.000	0.000	18.000	1.000	1.600	0	37.600	0.000	0.000	0.000	-3700.000	-2820.020	5600.371	-73.573	806.408	103	102	96	96	55	472.602	456.860	-54.008	18.000	-1.000	0	0	0
24	8.750	Running	0	0	1	0	0	0	649	636	-5664.200	-10080.700	1440.500	188.100	279.980	1120.020	49.994	-98.100	0.000	0.000	18.000	1.000	1.600	0	37.600	0.000	0.000	0.000	-3700.000	-2820.020	5600.371	-73.573	806.408	103	102	96	96	55	472.602	457.490	-54.008	18.000	-1.000	0	0	0
25	9.043	Running	0	0	1	0	0	0	649	634	-5664.300	-10080.900	1440.500	190.700	269.971	1100.000	49.994	-100.700	0.224	22.383	18.000	1.000	1.800	0	37.800	0.200	22.383	0.000	-3700.000	-2820.020	5579.177	-83.583	796.398	103	102	96	96	55	466.020	457.818	-56.942	18.000	-1.000	0	0	0
26	9.331	Running	0	0	1	0	0	0	649	634	-5664.300	-10080.900	1440.500	190.700	269.971	1100.000	49.994	-100.700	0.000	0.000	18.000	1.000	1.800	0	37.800	0.000	0.000	0.000	-3700.000	-2820.020	5579.177	-83.583	796.398	103	102	96	96	55	466.020	458.121	-56.942	18.000	-1.000	0	0	0
27	9.650	Running	0	0	1	0	0	0	649	634	-5664.300	-10080.900	1440.500	190.700	269.971	1100.000	49.994	-100.700	0.000	0.000	18.000	1.000	1.800	0	37.800	0.000	0.000	0.000	-3700.000	-2820.020	5579.177	-83.583	796.398	103	102	96	96	55	466.020	458.403	-56.942	18.000	-1.000	0	0	0
28	9.946	Running	0	0	1	0	0	0	649	631	-5664.400	-10081.101	1440.500	193.500	260.010	1079.980	49.994	-103.500	0.224	22.361	18.000	1.000	2.000	0	38.100	0.300	22.361	0.000	-3700.000	-2820.020	5558.028	-93.544	786.437	103	102	96	96	53	459.530	458.442	-60.181	18.000	-1.000	0	0	0
29	10.235	Running	0	0	1	0	0	0	649	631	-5664.400	-10081.101	1440.500	193.500	260.010	1079.980	49.994	-103.500	0.000	0.000	18.000	1.000	2.000	0	38.100	0.000	0.000	0.000	-3700.000	-2820.020	5558.028	-93.544	786.437	103	102	96	96	53	459.530	458.479	-60.181	18.000	-1.000	0	0	0
30	10.541	Running	0	0	1	0	0	0	649	631	-5664.400	-10081.101	1440.500	193.500	260.010	1079.980	49.994	-103.500	0.000	0.000	18.000	1.000	2.000	0	38.100	0.000	0.000	0.000	-3700.000	-2820.020	5558.028	-93.544	786.437	103	102	96	96	53	459.530	458.513	-60.181	18.000	-1.000	0	0	0
31	10.865	Running	0	0	1	0	0	0	649	631	-5664.400	-10081.101	1440.500	193.500	260.010	1079.980	49.994	-103.500	0.000	0.000	18.000	1.000	2.000	0	38.100	0.000	0.000	0.000	-3700.000	-2820.020	5558.028	-93.544	786.437	103	102	96	96	53	459.530	458.544	-60.181	18.000	-1.000	0	0	0
