step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Obstacle hits: +1	0	0	0	0	1	80	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	0.000	0.000	0.000	1	254.200	0.000	0.000	0.000	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	1	0	1
1	0.403	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	0.403	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
2	0.724	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	0.724	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
3	1.069	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	1.069	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
4	1.419	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	1.419	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
5	1.766	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	1.766	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
6	2.099	Running	0	0	0	0	0	0	639	639	-5678.900	-10072.000	1440.400	77.400	-1189.990	1990.039	39.996	12.600	0.000	0.000	18.000	1.000	0.000	0	254.200	0.000	0.000	2.099	-5189.990	-2009.961	5656.854	-1543.544	1636.486	104	104	96	96	55	500.000	500.000	-147.600	18.000	-1.000	0	0	1
7	2.373	Obstacle hits: +1	0	0	1	0	1	80	640	640	-5678.800	-10072.000	1440.400	77.900	-1180.029	1990.039	39.996	12.100	0.100	9.961	18.000	1.000	0.400	0	254.200	0.000	9.961	0.000	-5189.990	-2009.961	5663.902	-1538.468	1641.561	104	104	97	97	55	499.915	499.989	-149.294	18.000	-1.000	1	0	2
8	2.657	Running	0	0	1	0	0	0	640	640	-5678.800	-10072.000	1440.400	77.900	-1180.029	1990.039	39.996	12.100	0.000	0.000	18.000	1.000	0.400	0	254.200	0.000	0.000	0.000	-5189.990	-2009.961	5663.902	-1538.468	1641.561	104	104	97	97	55	499.915	499.981	-149.294	18.000	-1.000	0	0	2
9	2.932	Running	0	0	1	0	0	0	640	640	-5678.800	-10072.000	1440.400	77.900	-1180.029	1990.039	39.996	12.100	0.000	0.000	18.000	1.000	0.400	0	254.200	0.000	0.000	0.000	-5189.990	-2009.961	5663.902	-1538.468	1641.561	104	104	97	97	55	499.915	499.974	-149.294	18.000	-1.000	0	0	2
