step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	0	-160.000	-1334.023	-590.332	71	68	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	1	-106.667	-1281.779	-579.608	72	68	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	2	-53.333	-1229.534	-568.884	73	69	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	3	0.000	-1177.290	-558.160	74	69	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	4	53.333	-1125.046	-547.436	75	69	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	5	106.667	-1072.802	-536.712	76	69	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	6	160.000	-1020.558	-525.987	77	69	1
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	0	-160.000	-1334.023	-590.332	71	68	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	1	-106.667	-1281.779	-579.608	72	68	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	2	-53.333	-1229.534	-568.884	73	69	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	3	0.000	-1177.290	-558.160	74	69	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	4	53.333	-1125.046	-547.436	75	69	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	5	106.667	-1072.802	-536.712	76	69	0
778	227.341	-1230.029	-409.961	189.996	-1220.020	-350.000	189.996	-78.400	60.791	front	0.000	6	160.000	-1020.558	-525.987	77	69	0
