step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	0	-130.000	-210.635	732.135	93	95	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	1	-86.667	-177.537	704.165	94	94	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	2	-43.333	-144.439	676.195	95	93	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	3	0.000	-111.341	648.226	95	93	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	4	43.333	-78.244	620.256	96	92	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	5	86.667	-45.146	592.286	97	92	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	6	130.000	-12.048	564.316	97	91	1
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	0	-130.000	-210.635	732.135	93	95	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	1	-86.667	-177.537	704.165	94	94	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	2	-43.333	-144.439	676.195	95	93	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	3	0.000	-111.341	648.226	95	93	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	4	43.333	-78.244	620.256	96	92	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	5	86.667	-45.146	592.286	97	92	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	6	130.000	-12.048	564.316	97	91	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	0	-130.000	-210.635	732.135	93	95	0
116	33.382	-50.000	720.020	79.999	0.000	779.980	70.001	-130.200	78.710	front	129.760	1	-86.667	-177.537	704.165	94	94	0
