step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	0.000	0.000	0.000	1	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
1	0.365	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	0.365	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
2	0.675	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	0.675	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
3	0.954	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	0.954	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
4	1.251	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	1.251	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
5	1.533	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	1.533	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
6	1.813	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	1.813	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
7	2.116	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	337.200	0.000	0.000	2.116	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
8	2.407	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.000	300.000	1179.980	39.996	-90.000	0.000	0.000	18.000	1.000	0.200	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.000	18.000	-1.000	0	0	0
9	2.708	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.000	300.000	1179.980	39.996	-90.000	0.000	0.000	18.000	1.000	0.200	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.000	18.000	-1.000	0	0	0
10	2.996	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.000	300.000	1179.980	39.996	-90.000	0.000	0.000	18.000	1.000	0.200	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.000	18.000	-1.000	0	0	0
11	3.271	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.000	300.000	1179.980	39.996	-90.000	0.000	0.000	18.000	1.000	0.200	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.000	18.000	-1.000	0	0	0
12	3.544	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.400	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
13	3.841	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.400	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
14	4.117	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.400	0	337.200	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
15	4.412	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.400	300.000	1170.020	39.996	-91.400	0.100	9.961	18.000	1.000	0.700	0	337.300	0.100	9.961	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	433.272	-47.168	18.000	-1.000	0	0	0
16	4.704	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.400	300.000	1170.020	39.996	-91.400	0.000	0.000	18.000	1.000	0.700	0	337.300	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	436.786	-47.168	18.000	-1.000	0	0	0
