step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	0	-160.000	-1123.889	-668.727	100	108	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	1	-106.667	-1135.160	-720.855	100	106	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	2	-53.333	-1146.430	-772.984	100	105	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	3	0.000	-1157.701	-825.113	99	104	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	4	53.333	-1168.972	-877.242	99	103	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	5	106.667	-1180.242	-929.371	99	102	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	6	160.000	-1191.513	-981.500	99	101	1
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	0	-160.000	-1123.889	-668.727	100	108	0
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	1	-106.667	-1135.160	-720.855	100	106	0
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	2	-53.333	-1146.430	-772.984	100	105	0
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	3	0.000	-1157.701	-825.113	99	104	0
108	31.255	-920.020	-870.020	170.001	-950.000	-870.020	179.999	167.800	31.604	front	0.000	4	53.333	-1168.972	-877.242	99	103	0
