timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
1,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
2,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
3,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
4,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
5,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
6,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
7,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
8,-950.000000,-870.019600,179.998900,167.799988,-0.977416,-0.211325,0.000000,0.211325,-0.977416,0.000000,0.000000,0.000000,1.000000,0
9,-960.009800,-870.019600,179.998900,168.000000,-0.978148,-0.207912,0.000000,0.207912,-0.978148,0.000000,0.000000,0.000000,1.000000,0
10,-960.009800,-870.019600,179.998900,168.000000,-0.978148,-0.207912,0.000000,0.207912,-0.978148,0.000000,0.000000,0.000000,1.000000,0
11,-960.009800,-870.019600,179.998900,168.000000,-0.978148,-0.207912,0.000000,0.207912,-0.978148,0.000000,0.000000,0.000000,1.000000,0
12,-960.009800,-870.019600,179.998900,168.600006,-0.980271,-0.197657,0.000000,0.197657,-0.980271,0.000000,0.000000,0.000000,1.000000,0
13,-960.009800,-870.019600,179.998900,168.600006,-0.980271,-0.197657,0.000000,0.197657,-0.980271,0.000000,0.000000,0.000000,1.000000,0
14,-960.009800,-870.019600,179.998900,168.600006,-0.980271,-0.197657,0.000000,0.197657,-0.980271,0.000000,0.000000,0.000000,1.000000,0
15,-960.009800,-870.019600,179.998900,168.600006,-0.980271,-0.197657,0.000000,0.197657,-0.980271,0.000000,0.000000,0.000000,1.000000,0
