step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.352	0	none	0	649	0	649	not_attempted
2	0.633	0	none	0	649	0	649	not_attempted
3	0.913	0	none	0	649	0	649	not_attempted
4	1.200	0	none	0	649	0	649	not_attempted
5	1.480	0	none	0	649	0	649	not_attempted
6	1.788	0	none	0	649	0	649	not_attempted
7	2.065	0	none	0	649	0	649	not_attempted
8	2.358	0	none	0	649	0	649	not_attempted
9	2.632	0	none	0	649	0	649	not_attempted
10	2.914	0	none	0	649	0	649	not_attempted
11	3.184	0	none	0	649	0	649	not_attempted
12	3.454	0	none	0	649	0	649	not_attempted
13	3.738	0	none	0	649	0	649	not_attempted
14	4.022	0	none	0	649	0	649	not_attempted
15	4.298	0	none	0	649	0	649	not_attempted
16	4.567	0	none	0	649	0	649	not_attempted
17	4.887	0	none	0	649	0	649	not_attempted
18	5.158	0	none	0	649	0	649	not_attempted
19	5.438	0	none	0	649	0	649	not_attempted
20	5.711	0	none	0	649	0	649	not_attempted
21	5.983	0	none	0	649	0	649	not_attempted
22	6.251	1	lidar	0	649	86	669	replanned
23	6.563	0	none	0	669	0	669	not_attempted
24	6.841	0	none	0	669	0	669	not_attempted
25	7.112	0	none	0	669	0	669	not_attempted
26	7.399	0	none	0	669	0	669	not_attempted
27	7.676	0	none	0	669	0	669	not_attempted
28	7.962	0	none	0	669	0	669	not_attempted
29	8.234	0	none	0	669	0	669	not_attempted
30	8.520	0	none	0	669	0	669	not_attempted
31	8.837	0	none	0	669	0	669	not_attempted
32	9.126	1	lidar	0	669	85	658	replanned
33	9.443	0	none	0	658	0	658	not_attempted
34	9.715	0	none	0	658	0	658	not_attempted
35	9.989	0	none	0	658	0	658	not_attempted
36	10.257	0	none	0	658	0	658	not_attempted
37	10.534	0	none	0	658	0	658	not_attempted
38	10.801	0	none	0	658	0	658	not_attempted
39	11.074	0	none	0	658	0	658	not_attempted
40	11.356	0	none	0	658	0	658	not_attempted
41	11.635	0	none	0	658	0	658	not_attempted
42	11.908	0	none	0	658	0	658	not_attempted
43	12.267	0	none	0	658	0	658	not_attempted
44	12.538	0	none	0	658	0	658	not_attempted
45	12.810	0	none	0	658	0	658	not_attempted
46	13.077	0	none	0	658	0	658	not_attempted
47	13.350	0	none	0	658	0	658	not_attempted
48	13.624	0	none	0	658	0	658	not_attempted
49	13.897	0	none	0	658	0	658	not_attempted
50	14.168	0	none	0	658	0	658	not_attempted
51	14.445	0	none	0	658	0	658	not_attempted
52	14.719	0	none	0	658	0	658	not_attempted
53	14.995	0	none	0	658	0	658	not_attempted
54	15.271	0	none	0	658	0	658	not_attempted
55	15.544	0	none	0	658	0	658	not_attempted
56	15.829	0	none	0	658	0	658	not_attempted
57	16.162	1	lidar	0	658	125	831	replanned
58	16.527	0	none	0	831	0	831	not_attempted
59	16.834	0	none	0	831	0	831	not_attempted
60	17.117	1	lidar	0	831	125	830	replanned
61	17.537	0	none	0	830	0	830	not_attempted
62	17.822	0	none	0	830	0	830	not_attempted
63	18.094	0	none	0	830	0	830	not_attempted
64	18.370	1	lidar	0	830	127	839	replanned
65	18.722	0	none	0	839	0	839	not_attempted
66	19.063	0	none	0	839	0	839	not_attempted
67	19.341	0	none	0	839	0	839	not_attempted
68	19.611	0	none	0	839	0	839	not_attempted
69	19.881	0	none	0	839	0	839	not_attempted
70	20.152	1	lidar	0	839	127	836	replanned
71	20.527	0	lidar	0	836	0	836	not_attempted
72	20.857	0	none	0	836	0	836	not_attempted
73	21.135	0	none	0	836	0	836	not_attempted
74	21.411	1	lidar	0	836	126	834	replanned
75	21.752	0	none	0	834	0	834	not_attempted
76	22.075	0	none	0	834	0	834	not_attempted
77	22.375	0	none	0	834	0	834	not_attempted
78	22.648	0	none	0	834	0	834	not_attempted
79	22.985	0	none	0	834	0	834	not_attempted
80	23.281	0	none	0	834	0	834	not_attempted
81	23.575	0	none	0	834	0	834	not_attempted
82	23.854	0	none	0	834	0	834	not_attempted
83	24.125	0	none	0	834	0	834	not_attempted
84	24.402	0	none	0	834	0	834	not_attempted
85	24.762	0	none	0	834	0	834	not_attempted
86	25.037	0	none	0	834	0	834	not_attempted
87	25.315	0	none	0	834	0	834	not_attempted
88	25.591	0	none	0	834	0	834	not_attempted
89	25.865	0	none	0	834	0	834	not_attempted
90	26.141	0	none	0	834	0	834	not_attempted
91	26.451	0	none	0	834	0	834	not_attempted
92	26.762	0	none	0	834	0	834	not_attempted
93	27.038	0	none	0	834	0	834	not_attempted
94	27.313	0	none	0	834	0	834	not_attempted
95	27.602	0	none	0	834	0	834	not_attempted
96	27.924	0	none	0	834	0	834	not_attempted
97	28.210	0	none	0	834	0	834	not_attempted
98	28.485	0	none	0	834	0	834	not_attempted
99	28.781	0	none	0	834	0	834	not_attempted
100	29.055	0	none	0	834	0	834	not_attempted
101	29.344	0	none	0	834	0	834	not_attempted
102	29.622	0	none	0	834	0	834	not_attempted
103	29.898	0	none	0	834	0	834	not_attempted
104	30.173	0	none	0	834	0	834	not_attempted
105	30.445	0	none	0	834	0	834	not_attempted
106	30.714	0	none	0	834	0	834	not_attempted
107	30.984	0	none	0	834	0	834	not_attempted
108	31.255	1	stuck	0	834	122	829	replanned
109	31.721	0	none	0	829	0	829	not_attempted
110	32.048	0	none	0	829	0	829	not_attempted
111	32.391	0	none	0	829	0	829	not_attempted
112	32.669	0	none	0	829	0	829	not_attempted
113	32.946	0	none	0	829	0	829	not_attempted
114	33.235	0	none	0	829	0	829	not_attempted
115	33.510	0	none	0	829	0	829	not_attempted
116	33.781	0	none	0	829	0	829	not_attempted
117	34.055	0	none	0	829	0	829	not_attempted
118	34.330	0	none	0	829	0	829	not_attempted
119	34.639	0	none	0	829	0	829	not_attempted
120	34.951	0	none	0	829	0	829	not_attempted
121	35.271	1	lidar	0	829	122	823	replanned
122	35.638	0	none	0	823	0	823	not_attempted
123	35.923	0	none	0	823	0	823	not_attempted
124	36.197	0	none	0	823	0	823	not_attempted
125	36.487	0	none	0	823	0	823	not_attempted
126	36.763	0	none	0	823	0	823	not_attempted
127	37.052	0	none	0	823	0	823	not_attempted
128	37.342	0	none	0	823	0	823	not_attempted
129	37.659	0	none	0	823	0	823	not_attempted
130	37.942	0	none	0	823	0	823	not_attempted
131	38.217	0	none	0	823	0	823	not_attempted
132	38.491	0	none	0	823	0	823	not_attempted
133	38.772	0	none	0	823	0	823	not_attempted
134	39.081	0	none	0	823	0	823	not_attempted
135	39.372	0	none	0	823	0	823	not_attempted
136	44.656	0	none	0	823	0	823	not_attempted
137	44.999	0	none	0	823	0	823	not_attempted
138	45.310	0	none	0	823	0	823	not_attempted
139	45.624	0	none	0	823	0	823	not_attempted
140	45.956	0	none	0	823	0	823	not_attempted
141	46.239	0	none	0	823	0	823	not_attempted
142	46.549	0	none	0	823	0	823	not_attempted
143	46.830	0	none	0	823	0	823	not_attempted
144	47.253	0	none	0	823	0	823	not_attempted
145	47.595	0	none	0	823	0	823	not_attempted
146	47.869	0	none	0	823	0	823	not_attempted
147	48.143	0	none	0	823	0	823	not_attempted
148	48.418	0	none	0	823	0	823	not_attempted
149	48.728	0	none	0	823	0	823	not_attempted
150	49.004	0	none	0	823	0	823	not_attempted
151	49.282	0	none	0	823	0	823	not_attempted
152	49.588	0	none	0	823	0	823	not_attempted
153	49.872	0	none	0	823	0	823	not_attempted
154	50.149	0	none	0	823	0	823	not_attempted
155	50.449	0	none	0	823	0	823	not_attempted
156	50.722	0	none	0	823	0	823	not_attempted
157	50.993	0	none	0	823	0	823	not_attempted
158	51.267	0	none	0	823	0	823	not_attempted
159	51.568	0	none	0	823	0	823	not_attempted
160	51.851	0	none	0	823	0	823	not_attempted
161	52.173	0	none	0	823	0	823	not_attempted
162	52.507	0	none	0	823	0	823	not_attempted
163	52.831	0	none	0	823	0	823	not_attempted
164	53.114	0	none	0	823	0	823	not_attempted
165	53.435	0	none	0	823	0	823	not_attempted
166	53.751	0	none	0	823	0	823	not_attempted
167	54.031	0	none	0	823	0	823	not_attempted
168	54.304	1	lidar	0	823	109	736	replanned
169	54.655	0	none	0	736	0	736	not_attempted
170	55.000	0	none	0	736	0	736	not_attempted
171	55.400	1	lidar	0	736	109	734	replanned
172	55.833	0	none	0	734	0	734	not_attempted
173	56.225	0	none	0	734	0	734	not_attempted
174	56.504	0	none	0	734	0	734	not_attempted
175	56.788	0	none	0	734	0	734	not_attempted
176	57.074	0	none	0	734	0	734	not_attempted
177	57.363	0	none	0	734	0	734	not_attempted
178	57.649	0	none	0	734	0	734	not_attempted
179	57.931	0	none	0	734	0	734	not_attempted
180	58.206	0	none	0	734	0	734	not_attempted
181	58.474	0	none	0	734	0	734	not_attempted
182	58.783	0	none	0	734	0	734	not_attempted
183	59.075	0	none	0	734	0	734	not_attempted
184	59.351	0	none	0	734	0	734	not_attempted
185	59.627	0	none	0	734	0	734	not_attempted
186	59.902	0	none	0	734	0	734	not_attempted
187	60.190	0	none	0	734	0	734	not_attempted
188	60.465	0	none	0	734	0	734	not_attempted
189	60.778	0	none	0	734	0	734	not_attempted
190	61.059	0	none	0	734	0	734	not_attempted
191	61.393	0	none	0	734	0	734	not_attempted
192	61.682	0	none	0	734	0	734	not_attempted
193	62.037	0	none	0	734	0	734	not_attempted
194	62.372	0	none	0	734	0	734	not_attempted
195	62.695	0	none	0	734	0	734	not_attempted
196	62.969	0	none	0	734	0	734	not_attempted
197	63.241	0	none	0	734	0	734	not_attempted
198	63.550	0	none	0	734	0	734	not_attempted
199	63.834	0	none	0	734	0	734	not_attempted
200	64.146	1	empty_path|planner_rebuilt	1	0	110	741	replanned
201	64.520	0	none	0	741	0	741	not_attempted
202	64.830	0	none	0	741	0	741	not_attempted
203	65.114	0	none	0	741	0	741	not_attempted
204	65.397	0	none	0	741	0	741	not_attempted
205	65.670	0	none	0	741	0	741	not_attempted
206	65.944	0	none	0	741	0	741	not_attempted
207	66.226	0	none	0	741	0	741	not_attempted
208	66.500	0	none	0	741	0	741	not_attempted
209	66.774	0	none	0	741	0	741	not_attempted
210	67.053	0	none	0	741	0	741	not_attempted
211	67.327	0	none	0	741	0	741	not_attempted
212	67.601	0	none	0	741	0	741	not_attempted
213	67.879	0	none	0	741	0	741	not_attempted
214	68.156	0	none	0	741	0	741	not_attempted
215	68.429	0	none	0	741	0	741	not_attempted
216	68.703	0	none	0	741	0	741	not_attempted
