step_idx	elapsed_s	status	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	goal_dist_cm	next_waypoint_dist_cm	next_waypoint_avg_cm	target_x_cm	target_y_cm	waypoint_idx	path_len	throttle_cmd	steering_cmd	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	new_obstacles	obstacle_total	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	viewer_scale_x	viewer_scale_y	closest_usable_lidar_cm	closest_raw_positive_lidar_cm	zero_lidar_sensor_count	usable_lidar_sensor_count
115	30.657	Running	79.980	829.980	70.001	-126.000	5254.593	418.312	450.272	-273.573	606.408	48	597	50	-0.620	50.000	0.616	2.400	0	135.600	0	0	99	97	92	92	6.450	6.605	0.000	226.620	1	1
116	30.937	Running	79.980	829.980	70.001	-126.000	5254.593	418.312	449.999	-273.573	606.408	48	597	50	-0.620	50.000	0.620	2.400	0	135.600	0	0	99	97	92	92	6.450	6.605	0.000	226.620	1	1
117	31.208	Running	79.980	829.980	70.001	-126.000	5254.593	418.312	449.730	-273.573	606.408	48	597	50	-0.620	50.000	0.620	2.400	0	135.600	0	0	99	97	92	92	6.450	6.605	0.000	226.620	1	1
118	31.472	Running	69.971	820.020	70.001	-126.700	5240.474	418.338	449.467	-283.583	596.398	48	595	50	-0.600	50.000	0.620	2.200	0	135.700	0	0	99	96	92	92	6.450	6.605	nan	276.380	0	0
119	31.736	Running	69.971	820.020	70.001	-126.700	5240.474	418.338	449.207	-283.583	596.398	48	595	50	-0.600	50.000	0.600	2.200	0	135.700	0	0	99	96	92	92	6.450	6.605	nan	276.380	0	0
120	32.031	Running	69.971	820.020	70.001	-126.700	5240.474	418.338	448.952	-283.583	596.398	48	595	50	-0.600	50.000	0.600	2.200	0	135.700	0	0	99	96	92	92	6.450	6.605	nan	276.380	0	0
121	32.281	Running	69.971	820.020	70.001	-126.700	5240.474	418.338	448.701	-283.583	596.398	48	595	50	-0.600	50.000	0.600	2.200	0	135.700	0	0	99	96	92	92	6.450	6.605	nan	276.380	0	0
122	32.537	Running	39.990	800.000	70.001	-128.000	5205.004	423.746	448.498	-313.563	566.417	49	591	50	-0.530	50.000	0.600	3.700	1	136.100	0	0	98	96	91	91	6.450	6.605	nan	204.160	0	0
123	32.792	Running	39.990	800.000	70.001	-128.000	5205.004	423.746	448.299	-313.563	566.417	49	591	50	-0.530	50.000	0.530	3.700	1	136.100	0	0	98	96	91	91	6.450	6.605	nan	204.160	0	0
124	33.044	Running	39.990	800.000	70.001	-128.000	5205.004	423.746	448.102	-313.563	566.417	49	591	50	-0.530	50.000	0.530	3.700	1	136.100	0	0	98	96	91	91	6.450	6.605	nan	204.160	0	0
125	33.298	Running	39.990	800.000	70.001	-128.000	5205.004	423.746	447.909	-313.563	566.417	49	591	50	-0.530	50.000	0.530	3.700	1	136.100	0	0	98	96	91	91	6.450	6.605	nan	204.160	0	0
126	33.558	Running	29.980	779.980	70.001	-128.900	5183.894	418.312	447.676	-323.573	556.408	48	589	50	-0.537	50.000	0.530	2.300	0	136.300	0	0	98	96	91	91	6.450	6.605	nan	232.090	0	0
127	33.809	Running	29.980	779.980	70.001	-128.900	5183.894	418.312	447.446	-323.573	556.408	48	589	50	-0.537	50.000	0.537	2.300	0	136.300	0	0	98	96	91	91	6.450	6.605	nan	232.090	0	0
128	34.060	Running	29.980	779.980	70.001	-128.900	5183.894	418.312	447.221	-323.573	556.408	48	589	50	-0.537	50.000	0.537	2.300	0	136.300	0	0	98	96	91	91	6.450	6.605	nan	232.090	0	0
129	34.312	Running	29.980	779.980	70.001	-128.900	5183.894	418.312	446.998	-323.573	556.408	48	589	50	-0.537	50.000	0.537	2.300	0	136.300	0	0	98	96	91	91	6.450	6.605	nan	232.090	0	0
130	34.562	Running	29.980	779.980	70.001	-128.900	5183.894	418.312	446.779	-323.573	556.408	48	589	50	-0.537	50.000	0.537	2.300	0	136.300	0	0	98	96	91	91	6.450	6.605	nan	232.090	0	0
131	34.817	Running	19.971	770.020	70.001	-129.500	5169.774	418.338	446.564	-333.583	546.398	48	587	50	-0.520	50.000	0.537	2.100	0	136.500	0	0	98	95	91	91	6.450	6.605	nan	212.930	0	0
132	35.068	Running	19.971	770.020	70.001	-129.500	5169.774	418.338	446.352	-333.583	546.398	48	587	50	-0.520	50.000	0.520	2.100	0	136.500	0	0	98	95	91	91	6.450	6.605	nan	212.930	0	0
133	35.328	Running	19.971	770.020	70.001	-129.500	5169.774	418.338	446.143	-333.583	546.398	48	587	50	-0.520	50.000	0.520	2.100	0	136.500	0	0	98	95	91	91	6.450	6.605	nan	212.930	0	0
134	35.579	Running	0.000	750.000	79.999	-130.400	5141.502	418.312	445.936	-353.553	526.427	48	584	50	-0.494	50.000	0.520	3.600	1	136.800	0	0	98	95	90	90	6.450	6.605	0.000	183.610	1	1
135	35.829	Running	0.000	750.000	79.999	-130.400	5141.502	418.312	445.733	-353.553	526.427	48	584	50	-0.494	50.000	0.494	3.600	1	136.800	0	0	98	95	90	90	6.450	6.605	0.000	183.610	1	1
136	36.079	Running	0.000	750.000	79.999	-130.400	5141.502	418.312	445.533	-353.553	526.427	48	584	50	-0.494	50.000	0.494	3.600	1	136.800	0	0	98	95	90	90	6.450	6.605	0.000	183.610	1	1
137	36.340	Running	0.000	750.000	79.999	-130.400	5141.502	418.312	445.336	-353.553	526.427	48	584	50	-0.494	50.000	0.494	3.600	0	136.800	0	0	98	95	90	90	6.450	6.605	0.000	183.610	1	1
138	36.617	Running	-20.020	729.980	79.999	-131.200	5113.194	418.312	445.141	-373.573	506.408	48	581	50	-0.471	50.000	0.494	2.700	0	137.100	0	0	97	95	90	90	6.450	6.605	nan	148.100	0	0
139	36.902	Running	-20.020	729.980	79.999	-131.200	5113.194	418.312	444.950	-373.573	506.408	48	581	50	-0.471	50.000	0.471	2.700	0	137.100	0	0	97	95	90	90	6.450	6.605	nan	148.100	0	0
140	37.155	Running	-20.020	729.980	79.999	-131.200	5113.194	418.312	444.761	-373.573	506.408	48	581	50	-0.471	50.000	0.471	2.700	0	137.100	0	0	97	95	90	90	6.450	6.605	nan	148.100	0	0
141	37.403	Running	-30.029	720.020	79.999	-132.400	5099.075	418.338	444.575	-383.583	496.398	48	579	50	-0.437	50.000	0.471	0.700	0	137.200	0	0	97	94	90	90	6.450	6.605	138.149	139.330	0	1
142	37.653	Running	-30.029	720.020	79.999	-132.400	5099.075	418.338	444.391	-383.583	496.398	48	579	50	-0.437	50.000	0.437	0.700	0	137.200	0	0	97	94	90	90	6.450	6.605	138.149	139.330	0	1
143	37.945	Running	-30.029	720.020	79.999	-132.400	5099.075	418.338	444.210	-383.583	496.398	48	579	50	-0.437	50.000	0.437	0.700	0	137.200	0	0	97	94	90	90	6.450	6.605	138.149	139.330	0	1
144	38.196	Running	-30.029	720.020	79.999	-132.400	5099.075	418.338	444.032	-383.583	496.398	48	579	50	-0.437	50.000	0.437	0.700	0	137.200	0	0	97	94	90	90	6.450	6.605	138.149	139.330	0	1
145	38.444	Running	-30.029	720.020	79.999	-132.400	5099.075	418.338	443.856	-383.583	496.398	48	579	50	-0.437	50.000	0.437	0.700	1	137.200	0	0	97	94	90	90	6.450	6.605	138.149	139.330	0	1
146	38.715	Running	-30.029	710.058	79.999	-134.000	5092.164	413.099	443.647	-383.583	496.398	48	579	50	-0.424	50.000	0.437	0.100	1	137.300	0	0	97	94	90	90	6.450	6.605	0.000	131.450	1	2
147	38.968	Running	-30.029	710.058	79.999	-134.000	5092.164	413.099	443.440	-383.583	496.398	48	579	50	-0.424	50.000	0.424	0.100	1	137.300	0	0	97	94	90	90	6.450	6.605	0.000	131.450	1	2
148	39.219	Running	-30.029	710.058	79.999	-134.000	5092.164	413.099	443.237	-383.583	496.398	48	579	50	-0.424	50.000	0.424	0.100	1	137.300	0	0	97	94	90	90	6.450	6.605	0.000	131.450	1	2
149	39.467	Running	-30.029	710.058	79.999	-134.200	5092.164	413.099	443.036	-383.583	496.398	48	579	50	-0.419	50.000	0.424	-0.100	0	137.300	0	0	97	94	90	90	6.450	6.605	131.393	122.150	0	1
150	39.720	Running	-30.029	710.058	79.999	-134.200	5092.164	413.099	442.838	-383.583	496.398	48	579	50	-0.419	50.000	0.419	-0.100	0	137.300	0	0	97	94	90	90	6.450	6.605	131.393	122.150	0	2
151	39.969	Replanned (613 pts)	-30.029	710.058	79.999	-134.200	5092.164	463.238	442.972	-470.015	854.980	51	613	50	-1.000	50.000	0.419	-0.100	0	137.300	1	1	97	94	88	97	6.450	6.605	131.393	122.150	0	3
152	40.245	Running	-30.029	710.058	79.999	-134.200	5092.164	463.238	443.104	-470.015	854.980	51	613	50	-1.000	50.000	1.000	-0.100	0	137.300	0	1	97	94	88	97	6.450	6.605	131.393	122.150	0	3
153	40.497	Running	-30.029	710.058	79.999	-134.300	5092.164	463.238	443.235	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.300	0	137.300	0	1	97	94	88	97	6.450	6.605	0.000	124.140	1	4
154	40.749	Running	-30.029	710.058	79.999	-134.300	5092.164	463.238	443.364	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.300	0	137.300	0	1	97	94	88	97	6.450	6.605	0.000	124.140	1	4
155	41.010	Running	-30.029	710.058	79.999	-134.300	5092.164	463.238	443.491	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.300	0	137.300	0	1	97	94	88	97	6.450	6.605	0.000	124.140	1	4
156	41.302	Running	-30.029	710.058	79.999	-134.300	5092.164	463.238	443.617	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.300	0	137.300	0	1	97	94	88	97	6.450	6.605	0.000	124.140	1	4
157	41.562	Running	-30.029	710.058	79.999	-134.700	5092.164	463.238	443.741	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.100	1	137.400	0	1	97	94	88	97	6.450	6.605	0.000	122.260	1	4
158	41.821	Running	-30.029	710.058	79.999	-134.700	5092.164	463.238	443.864	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.100	1	137.400	0	1	97	94	88	97	6.450	6.605	0.000	122.260	1	4
159	42.094	Running	-30.029	710.058	79.999	-134.700	5092.164	463.238	443.985	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.100	1	137.400	0	1	97	94	88	97	6.450	6.605	0.000	122.260	1	4
160	42.356	Running	-30.029	710.058	79.999	-134.700	5092.164	463.238	444.105	-470.015	854.980	51	613	50	-1.000	50.000	1.000	0.100	0	137.400	0	1	97	94	88	97	6.450	6.605	0.000	122.260	1	4
161	42.618	Replanned (615 pts)	-30.029	710.058	79.999	-134.800	5092.164	463.238	444.223	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	1	2	97	94	88	97	6.450	6.605	0.000	120.880	1	5
162	42.888	Running	-30.029	710.058	79.999	-134.800	5092.164	463.238	444.339	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	120.880	1	5
163	43.147	Running	-30.029	710.058	79.999	-134.800	5092.164	463.238	444.455	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	120.880	1	5
164	43.402	Running	-30.029	710.058	79.999	-134.900	5092.164	463.238	444.568	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	121.150	1	5
165	43.662	Running	-30.029	710.058	79.999	-134.900	5092.164	463.238	444.681	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	121.150	1	5
166	43.944	Running	-30.029	710.058	79.999	-134.900	5092.164	463.238	444.792	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	121.150	1	5
167	44.201	Running	-30.029	710.058	79.999	-134.900	5092.164	463.238	444.902	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	121.150	1	5
168	44.452	Running	-30.029	710.058	79.999	-134.900	5092.164	463.238	445.010	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	1	137.400	0	2	97	94	88	97	6.450	6.605	0.000	121.150	1	5
169	44.709	Running	-30.029	710.058	79.999	-135.100	5092.164	463.238	445.118	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	1	137.400	0	2	97	94	88	97	6.450	6.605	129.355	131.350	0	4
170	44.962	Running	-30.029	710.058	79.999	-135.100	5092.164	463.238	445.224	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	1	137.400	0	2	97	94	88	97	6.450	6.605	129.355	131.350	0	5
171	45.213	Running	-30.029	710.058	79.999	-135.100	5092.164	463.238	445.328	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	1	137.400	0	2	97	94	88	97	6.450	6.605	129.355	131.350	0	5
172	45.469	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.432	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	130.750	1	5
173	45.735	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.534	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	130.750	1	5
174	45.991	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.635	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	130.750	1	5
175	46.247	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.735	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	2	97	94	88	97	6.450	6.605	0.000	130.750	1	5
176	46.528	Replanned (615 pts)	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.834	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	1	3	97	94	88	97	6.450	6.605	127.848	129.820	0	5
177	46.801	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	445.932	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	3	97	94	88	97	6.450	6.605	127.848	129.820	0	5
178	47.050	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	446.029	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	3	97	94	88	97	6.450	6.605	127.848	129.820	0	5
179	47.301	Running	-30.029	710.058	79.999	-135.300	5092.164	463.238	446.124	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.000	0	137.400	0	3	97	94	88	97	6.450	6.605	127.848	129.820	0	5
180	47.560	Running	-30.029	710.058	79.999	-135.500	5092.164	463.238	446.219	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.100	1	137.500	0	3	97	94	88	97	6.450	6.605	126.577	128.530	0	4
181	47.865	Running	-30.029	710.058	79.999	-135.500	5092.164	463.238	446.312	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.100	1	137.500	0	3	97	94	88	97	6.450	6.605	126.577	128.530	0	4
182	48.123	Running	-30.029	710.058	79.999	-135.500	5092.164	463.238	446.405	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.100	1	137.500	0	3	97	94	88	97	6.450	6.605	126.577	128.530	0	4
183	48.430	Running	-30.029	710.058	79.999	-135.500	5092.164	463.238	446.496	-470.015	854.980	51	615	50	-1.000	50.000	1.000	0.100	0	137.500	0	3	97	94	88	97	6.450	6.605	126.577	128.530	0	4
184	48.688	Running	-30.029	700.000	79.999	-135.800	5085.196	457.008	446.553	-459.956	854.980	51	616	50	-1.000	50.000	1.000	0.000	0	137.500	0	3	97	94	88	97	6.450	6.605	125.366	127.300	0	4
185	48.951	Running	-30.029	700.000	79.999	-135.800	5085.196	457.008	446.609	-459.956	854.980	51	616	50	-1.000	50.000	1.000	0.000	0	137.500	0	3	97	94	88	97	6.450	6.605	125.366	127.300	0	4
186	49.202	Running	-30.029	700.000	79.999	-135.800	5085.196	457.008	446.665	-459.956	854.980	51	616	50	-1.000	50.000	1.000	0.000	0	137.500	0	3	97	94	88	97	6.450	6.605	125.366	127.300	0	4
187	49.456	Running	-30.029	700.000	79.999	-136.100	5085.196	457.008	446.720	-459.956	854.980	51	616	50	-1.000	50.000	1.000	0.000	0	137.500	0	3	97	94	88	97	6.450	6.605	0.000	126.340	1	5
