timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag
0,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
1,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
2,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
3,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
4,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
5,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
6,300.000000,1179.980400,39.996400,-89.900009,0.001745,0.999998,0.000000,-0.999998,0.001745,0.000000,0.000000,0.000000,1.000000,0
7,300.000000,1179.980400,39.996400,-90.100006,-0.001745,0.999998,0.000000,-0.999998,-0.001745,0.000000,0.000000,0.000000,1.000000,0
8,300.000000,1179.980400,39.996400,-90.100006,-0.001745,0.999998,0.000000,-0.999998,-0.001745,0.000000,0.000000,0.000000,1.000000,0
9,300.000000,1179.980400,39.996400,-90.100006,-0.001745,0.999998,0.000000,-0.999998,-0.001745,0.000000,0.000000,0.000000,1.000000,0
10,300.000000,1179.980400,39.996400,-90.100006,-0.001745,0.999998,0.000000,-0.999998,-0.001745,0.000000,0.000000,0.000000,1.000000,0
11,300.000000,1179.980400,39.996400,-90.600006,-0.010472,0.999945,0.000000,-0.999945,-0.010472,0.000000,0.000000,0.000000,1.000000,0
12,300.000000,1179.980400,39.996400,-90.600006,-0.010472,0.999945,0.000000,-0.999945,-0.010472,0.000000,0.000000,0.000000,1.000000,0
13,300.000000,1179.980400,39.996400,-90.600006,-0.010472,0.999945,0.000000,-0.999945,-0.010472,0.000000,0.000000,0.000000,1.000000,0
14,300.000000,1170.019500,39.996400,-91.500000,-0.026177,0.999657,0.000000,-0.999657,-0.026177,0.000000,0.000000,0.000000,1.000000,0
15,300.000000,1170.019500,39.996400,-91.500000,-0.026177,0.999657,0.000000,-0.999657,-0.026177,0.000000,0.000000,0.000000,1.000000,0
16,300.000000,1170.019500,39.996400,-91.500000,-0.026177,0.999657,0.000000,-0.999657,-0.026177,0.000000,0.000000,0.000000,1.000000,0
17,300.000000,1170.019500,39.996400,-91.500000,-0.026177,0.999657,0.000000,-0.999657,-0.026177,0.000000,0.000000,0.000000,1.000000,0
18,300.000000,1160.058500,39.996400,-92.800003,-0.048850,0.998806,0.000000,-0.998806,-0.048850,0.000000,0.000000,0.000000,1.000000,0
19,300.000000,1160.058500,39.996400,-92.800003,-0.048850,0.998806,0.000000,-0.998806,-0.048850,0.000000,0.000000,0.000000,1.000000,0
20,300.000000,1160.058500,39.996400,-92.800003,-0.048850,0.998806,0.000000,-0.998806,-0.048850,0.000000,0.000000,0.000000,1.000000,0
21,300.000000,1160.058500,39.996400,-92.800003,-0.048850,0.998806,0.000000,-0.998806,-0.048850,0.000000,0.000000,0.000000,1.000000,0
22,289.990200,1149.999900,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
23,289.990200,1149.999900,39.996400,-94.500000,-0.078459,0.996917,0.000000,-0.996917,-0.078459,0.000000,0.000000,0.000000,1.000000,0
