step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	0.000	0.000	0.000	1	58.800	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
1	0.376	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	58.800	0.000	0.000	0.376	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
2	0.661	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	58.800	0.000	0.000	0.661	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
3	0.937	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	58.800	0.000	0.000	0.937	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
4	1.209	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	58.800	0.000	0.000	1.209	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
5	1.480	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	58.800	0.000	0.000	1.480	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
6	1.803	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.100	300.000	1179.980	39.996	-90.100	0.000	0.000	18.000	1.000	0.300	0	58.900	0.100	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.900	18.000	-1.000	0	0	0
7	2.081	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.100	300.000	1179.980	39.996	-90.100	0.000	0.000	18.000	1.000	0.300	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.900	18.000	-1.000	0	0	0
8	2.403	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.100	300.000	1179.980	39.996	-90.100	0.000	0.000	18.000	1.000	0.300	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.900	18.000	-1.000	0	0	0
9	2.679	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.100	300.000	1179.980	39.996	-90.100	0.000	0.000	18.000	1.000	0.300	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.900	18.000	-1.000	0	0	0
10	2.949	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.500	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
11	3.240	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.500	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
12	3.528	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.600	300.000	1179.980	39.996	-90.600	0.000	0.000	18.000	1.000	0.500	0	58.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.400	18.000	-1.000	0	0	0
13	3.805	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.500	300.000	1170.020	39.996	-91.500	0.100	9.961	18.000	1.000	0.700	0	59.000	0.100	9.961	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	433.841	-47.068	18.000	-1.000	0	0	0
14	4.079	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.500	300.000	1170.020	39.996	-91.500	0.000	0.000	18.000	1.000	0.700	0	59.000	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	437.785	-47.068	18.000	-1.000	0	0	0
15	4.351	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.500	300.000	1170.020	39.996	-91.500	0.000	0.000	18.000	1.000	0.700	0	59.000	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	441.236	-47.068	18.000	-1.000	0	0	0
16	4.621	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	181.500	300.000	1170.020	39.996	-91.500	0.000	0.000	18.000	1.000	0.700	0	59.000	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	444.282	-47.068	18.000	-1.000	0	0	0
17	4.887	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.800	300.000	1160.058	39.996	-92.800	0.100	9.961	18.000	1.000	0.900	0	59.100	0.100	9.961	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	446.606	-49.776	18.000	-1.000	0	0	0
18	5.174	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.800	300.000	1160.058	39.996	-92.800	0.000	0.000	18.000	1.000	0.900	0	59.100	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	448.685	-49.776	18.000	-1.000	0	0	0
19	5.448	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.800	300.000	1160.058	39.996	-92.800	0.000	0.000	18.000	1.000	0.900	0	59.100	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	450.557	-49.776	18.000	-1.000	0	0	0
20	5.724	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	182.800	300.000	1160.058	39.996	-92.800	0.000	0.000	18.000	1.000	0.900	0	59.100	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	452.250	-49.776	18.000	-1.000	0	0	0
21	5.991	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	184.500	289.990	1150.000	39.996	-94.500	0.142	14.191	18.000	1.000	1.200	0	59.200	0.100	14.191	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	453.788	-48.097	18.000	-1.000	0	0	0
22	6.258	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	184.500	289.990	1150.000	39.996	-94.500	0.000	0.000	18.000	1.000	1.200	0	59.200	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	455.192	-48.097	18.000	-1.000	0	0	0
23	6.525	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	184.500	289.990	1150.000	39.996	-94.500	0.000	0.000	18.000	1.000	1.200	0	59.200	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	456.480	-48.097	18.000	-1.000	0	0	0
24	6.792	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.400	1440.400	184.500	289.990	1150.000	39.996	-94.500	0.000	0.000	18.000	1.000	1.200	0	59.200	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-63.563	816.417	103	103	96	96	57	486.084	457.664	-48.097	18.000	-1.000	0	0	0
25	7.069	Running	0	0	1	0	0	0	649	638	-5664.100	-10080.601	1440.500	186.400	289.990	1129.980	49.994	-96.400	0.224	22.377	18.000	1.000	1.400	0	59.400	0.200	20.020	0.000	-3700.000	-2820.020	5614.492	-63.563	816.417	103	103	96	96	56	472.569	458.237	-55.734	18.000	-1.000	0	0	0
