step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	0	-160.000	102.060	635.890	100	93	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	1	-106.667	100.571	582.578	100	92	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	2	-53.333	99.082	529.265	99	90	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	3	0.000	97.593	475.953	99	89	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	4	53.333	96.103	422.640	99	88	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	5	106.667	94.614	369.328	99	87	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	6	160.000	93.125	316.015	99	86	1
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	0	-160.000	102.060	635.890	100	93	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	1	-106.667	100.571	582.578	100	92	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	2	-53.333	99.082	529.265	99	90	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	3	0.000	97.593	475.953	99	89	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	4	53.333	96.103	422.640	99	88	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	5	106.667	94.614	369.328	99	87	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	6	160.000	93.125	316.015	99	86	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	0	-160.000	102.060	635.890	100	93	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	1	-106.667	100.571	582.578	100	92	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	2	-53.333	99.082	529.265	99	90	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	3	0.000	97.593	475.953	99	89	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	4	53.333	96.103	422.640	99	88	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	5	106.667	94.614	369.328	99	87	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	6	160.000	93.125	316.015	99	86	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	0	-160.000	102.060	635.890	100	93	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	1	-106.667	100.571	582.578	100	92	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	2	-53.333	99.082	529.265	99	90	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	3	0.000	97.593	475.953	99	89	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	4	53.333	96.103	422.640	99	88	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	5	106.667	94.614	369.328	99	87	0
515	148.868	229.980	450.000	79.999	310.010	470.020	70.001	178.400	83.099	front	0.000	6	160.000	93.125	316.015	99	86	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	0	-160.000	59.918	609.487	99	92	1
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	1	-106.667	62.524	556.217	99	91	1
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	2	-53.333	65.129	502.948	99	90	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	3	0.000	67.734	449.678	99	89	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	4	53.333	70.340	396.408	99	88	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	5	106.667	72.945	343.139	99	87	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	6	160.000	75.550	289.869	99	86	0
515	148.868	229.980	450.000	79.999	279.980	460.058	70.001	-177.200	51.972	front	0.000	0	-160.000	59.918	609.487	99	92	0
