step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Obstacle hits: +1	0	0	0	0	1	83	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	0.000	0.000	0.000	1	10.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	1	0	1
1	0.386	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	10.900	0.000	0.000	0.386	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
2	0.676	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	10.900	0.000	0.000	0.676	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
3	0.946	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	10.900	0.000	0.000	0.946	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
4	1.283	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.000	0	10.900	0.000	0.000	1.283	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
5	1.566	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	10.900	0.000	0.000	1.566	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
6	1.843	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	10.900	0.000	0.000	1.843	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
7	2.122	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	10.900	0.000	0.000	2.122	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	1
8	2.474	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.300	0	11.000	0.100	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	1
9	2.785	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.300	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	1
10	3.065	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.300	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	1
11	3.335	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.200	300.000	1179.980	39.996	-90.200	0.000	0.000	18.000	1.000	0.300	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.800	18.000	-1.000	0	0	1
12	3.608	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.800	300.000	1179.980	39.996	-90.800	0.000	0.000	18.000	1.000	0.500	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.200	18.000	-1.000	0	0	1
13	3.886	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.800	300.000	1179.980	39.996	-90.800	0.000	0.000	18.000	1.000	0.500	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.200	18.000	-1.000	0	0	1
14	4.157	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.800	300.000	1179.980	39.996	-90.800	0.000	0.000	18.000	1.000	0.500	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.200	18.000	-1.000	0	0	1
15	4.427	Running	0	0	1	0	0	0	649	649	-5664.000	-10080.101	1440.400	180.800	300.000	1179.980	39.996	-90.800	0.000	0.000	18.000	1.000	0.500	0	11.000	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-44.200	18.000	-1.000	0	0	1
16	4.701	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	182.000	300.000	1170.020	39.996	-92.000	0.100	9.961	18.000	1.000	0.800	0	11.100	0.100	9.961	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	433.037	-46.568	18.000	-1.000	0	0	1
17	4.970	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	182.000	300.000	1170.020	39.996	-92.000	0.000	0.000	18.000	1.000	0.800	0	11.100	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	436.369	-46.568	18.000	-1.000	0	0	1
18	5.240	Running	0	0	1	0	0	0	649	642	-5664.000	-10080.200	1440.400	182.000	300.000	1170.020	39.996	-92.000	0.000	0.000	18.000	1.000	0.800	0	11.100	0.000	0.000	0.000	-3700.000	-2820.020	5649.815	-53.553	826.427	104	103	96	96	58	493.007	439.350	-46.568	18.000	-1.000	0	0	1
19	5.526	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	183.300	300.000	1160.058	39.996	-93.300	0.100	9.961	18.000	1.000	1.000	0	11.200	0.100	9.961	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	441.688	-49.276	18.000	-1.000	0	0	1
20	5.821	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	183.300	300.000	1160.058	39.996	-93.300	0.000	0.000	18.000	1.000	1.000	0	11.200	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	443.804	-49.276	18.000	-1.000	0	0	1
21	6.099	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	183.300	300.000	1160.058	39.996	-93.300	0.000	0.000	18.000	1.000	1.000	0	11.200	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	445.727	-49.276	18.000	-1.000	0	0	1
22	6.377	Running	0	0	1	0	0	0	649	641	-5664.000	-10080.300	1440.400	183.300	300.000	1160.058	39.996	-93.300	0.000	0.000	18.000	1.000	1.000	0	11.200	0.000	0.000	0.000	-3700.000	-2820.020	5642.785	-53.553	826.427	104	103	96	96	57	486.117	447.483	-49.276	18.000	-1.000	0	0	1
23	6.665	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.500	1440.400	185.000	289.990	1140.039	39.996	-95.000	0.224	22.383	18.000	1.000	1.200	0	11.300	0.100	22.383	0.000	-3700.000	-2820.020	5621.573	-63.563	816.417	103	103	96	96	57	479.303	448.809	-52.087	18.000	-1.000	0	0	1
24	6.953	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.500	1440.400	185.000	289.990	1140.039	39.996	-95.000	0.000	0.000	18.000	1.000	1.200	0	11.300	0.000	0.000	0.000	-3700.000	-2820.020	5621.573	-63.563	816.417	103	103	96	96	57	479.303	450.029	-52.087	18.000	-1.000	0	0	1
25	7.220	Running	0	0	1	0	0	0	649	639	-5664.100	-10080.500	1440.400	185.000	289.990	1140.039	39.996	-95.000	0.000	0.000	18.000	1.000	1.200	0	11.300	0.000	0.000	0.000	-3700.000	-2820.020	5621.573	-63.563	816.417	103	103	96	96	57	479.303	451.155	-52.087	18.000	-1.000	0	0	1
26	7.514	Running	0	0	1	0	0	0	649	637	-5664.200	-10080.601	1440.500	187.300	279.980	1129.980	49.994	-97.300	0.174	17.359	18.000	1.000	1.500	0	11.500	0.200	14.190	0.000	-3700.000	-2820.020	5607.383	-73.573	806.408	103	103	96	96	56	479.270	452.196	-49.810	18.000	-1.000	0	0	1
27	7.787	Running	0	0	1	0	0	0	649	637	-5664.200	-10080.601	1440.500	187.300	279.980	1129.980	49.994	-97.300	0.000	0.000	18.000	1.000	1.500	0	11.500	0.000	0.000	0.000	-3700.000	-2820.020	5607.383	-73.573	806.408	103	103	96	96	56	479.270	453.163	-49.810	18.000	-1.000	0	0	1
28	8.068	Running	0	0	1	0	0	0	649	637	-5664.200	-10080.601	1440.500	187.300	279.980	1129.980	49.994	-97.300	0.000	0.000	18.000	1.000	1.500	0	11.500	0.000	0.000	0.000	-3700.000	-2820.020	5607.383	-73.573	806.408	103	103	96	96	56	479.270	454.063	-49.810	18.000	-1.000	0	0	1
29	8.344	Running	0	0	1	0	0	0	649	637	-5664.200	-10080.601	1440.500	187.300	279.980	1129.980	49.994	-97.300	0.000	0.000	18.000	1.000	1.500	0	11.500	0.000	0.000	0.000	-3700.000	-2820.020	5607.383	-73.573	806.408	103	103	96	96	56	479.270	454.904	-49.810	18.000	-1.000	0	0	1
30	8.623	Running	0	0	1	0	0	0	649	635	-5664.300	-10080.800	1440.500	189.800	269.971	1110.058	49.994	-99.800	0.223	22.295	18.000	1.000	1.700	0	11.700	0.200	22.295	0.000	-3700.000	-2820.020	5586.249	-83.583	796.398	103	102	96	96	56	472.634	455.475	-52.283	18.000	-1.000	0	0	1
31	8.894	Running	0	0	1	0	0	0	649	635	-5664.300	-10080.800	1440.500	189.800	269.971	1110.058	49.994	-99.800	0.000	0.000	18.000	1.000	1.700	0	11.700	0.000	0.000	0.000	-3700.000	-2820.020	5586.249	-83.583	796.398	103	102	96	96	56	472.634	456.012	-52.283	18.000	-1.000	0	0	1
32	9.165	Running	0	0	1	0	0	0	649	635	-5664.300	-10080.800	1440.500	189.800	269.971	1110.058	49.994	-99.800	0.000	0.000	18.000	1.000	1.700	0	11.700	0.000	0.000	0.000	-3700.000	-2820.020	5586.249	-83.583	796.398	103	102	96	96	56	472.634	456.515	-52.283	18.000	-1.000	0	0	1
33	9.436	Running	0	0	1	0	0	0	649	635	-5664.300	-10080.800	1440.500	189.800	269.971	1110.058	49.994	-99.800	0.000	0.000	18.000	1.000	1.700	0	11.700	0.000	0.000	0.000	-3700.000	-2820.020	5586.249	-83.583	796.398	103	102	96	96	56	472.634	456.989	-52.283	18.000	-1.000	0	0	1
34	9.710	Running	0	0	1	0	0	0	649	632	-5664.400	-10081.000	1440.500	192.600	260.010	1090.039	49.994	-102.600	0.224	22.361	18.000	1.000	1.900	0	11.900	0.200	22.361	0.000	-3700.000	-2820.020	5565.091	-93.544	786.437	103	102	96	96	54	466.020	457.247	-55.042	18.000	-1.000	0	0	1
35	9.981	Running	0	0	1	0	0	0	649	632	-5664.400	-10081.000	1440.500	192.600	260.010	1090.039	49.994	-102.600	0.000	0.000	18.000	1.000	1.900	0	11.900	0.000	0.000	0.000	-3700.000	-2820.020	5565.091	-93.544	786.437	103	102	96	96	54	466.020	457.491	-55.042	18.000	-1.000	0	0	1
36	10.253	Running	0	0	1	0	0	0	649	632	-5664.400	-10081.000	1440.500	192.600	260.010	1090.039	49.994	-102.600	0.000	0.000	18.000	1.000	1.900	0	11.900	0.000	0.000	0.000	-3700.000	-2820.020	5565.091	-93.544	786.437	103	102	96	96	54	466.020	457.722	-55.042	18.000	-1.000	0	0	1
37	10.594	Running	0	0	1	0	0	0	649	630	-5664.500	-10081.200	1440.500	196.000	250.000	1070.020	49.994	-106.000	0.224	22.383	18.000	1.000	2.100	0	12.200	0.300	22.383	0.000	-3700.000	-2820.020	5543.907	-103.553	776.427	103	101	95	95	54	459.561	457.770	-57.651	18.000	-0.980	0	0	1
38	10.878	Running	0	0	1	0	0	0	649	630	-5664.500	-10081.200	1440.500	196.000	250.000	1070.020	49.994	-106.000	0.000	0.000	18.000	0.980	2.100	0	12.200	0.000	0.000	0.000	-3700.000	-2820.020	5543.907	-103.553	776.427	103	101	95	95	54	459.561	457.816	-57.651	18.000	-0.980	0	0	1
39	11.152	Running	0	0	1	0	0	0	649	630	-5664.500	-10081.200	1440.500	196.000	250.000	1070.020	49.994	-106.000	0.000	0.000	18.000	0.980	2.100	0	12.200	0.000	0.000	0.000	-3700.000	-2820.020	5543.907	-103.553	776.427	103	101	95	95	54	459.561	457.860	-57.651	18.000	-0.980	0	0	1
40	11.452	Running	0	0	1	0	0	0	649	630	-5664.500	-10081.200	1440.500	196.000	250.000	1070.020	49.994	-106.000	0.000	0.000	18.000	0.980	2.100	0	12.200	0.000	0.000	0.000	-3700.000	-2820.020	5543.907	-103.553	776.427	103	101	95	95	54	459.561	457.901	-57.651	18.000	-0.980	0	0	1
41	11.754	Running	0	0	1	0	0	0	649	626	-5664.700	-10081.500	1440.500	199.400	229.980	1040.039	49.994	-109.400	0.361	36.050	18.000	0.980	2.300	0	12.500	0.300	36.050	0.000	-3700.000	-2820.020	5508.611	-123.573	756.408	102	101	95	95	53	453.262	457.791	-60.620	18.000	-0.910	0	0	1
42	12.028	Running	0	0	1	0	0	0	649	626	-5664.700	-10081.500	1440.500	199.400	229.980	1040.039	49.994	-109.400	0.000	0.000	18.000	0.910	2.300	0	12.500	0.000	0.000	0.000	-3700.000	-2820.020	5508.611	-123.573	756.408	102	101	95	95	53	453.262	457.685	-60.620	18.000	-0.910	0	0	1
43	12.310	Running	0	0	1	0	0	0	649	626	-5664.700	-10081.500	1440.500	199.400	229.980	1040.039	49.994	-109.400	0.000	0.000	18.000	0.910	2.300	0	12.500	0.000	0.000	0.000	-3700.000	-2820.020	5508.611	-123.573	756.408	102	101	95	95	53	453.262	457.585	-60.620	18.000	-0.910	0	0	1
44	12.584	Running	0	0	1	0	0	0	649	623	-5664.900	-10081.700	1440.500	203.300	210.010	1020.020	49.994	-113.300	0.283	28.277	18.000	0.910	2.500	0	12.800	0.300	28.277	0.000	-3700.000	-2820.020	5480.335	-143.544	736.437	102	100	95	95	53	453.232	457.488	-56.752	24.460	-0.799	0	0	1
45	12.874	Running	0	0	1	0	0	0	649	623	-5664.900	-10081.700	1440.500	203.300	210.010	1020.020	49.994	-113.300	0.000	0.000	24.460	0.799	2.500	0	12.800	0.000	0.000	0.000	-3700.000	-2820.020	5480.335	-143.544	736.437	102	100	95	95	53	453.232	457.396	-56.752	24.460	-0.799	0	0	1
46	13.151	Running	0	0	1	0	0	0	649	623	-5664.900	-10081.700	1440.500	203.300	210.010	1020.020	49.994	-113.300	0.000	0.000	24.460	0.799	2.500	0	12.800	0.000	0.000	0.000	-3700.000	-2820.020	5480.335	-143.544	736.437	102	100	95	95	53	453.232	457.307	-56.752	24.460	-0.799	0	0	1
47	13.433	Running	0	0	1	0	0	0	649	619	-5665.100	-10082.000	1440.600	206.800	189.990	990.039	59.992	-116.800	0.374	37.411	24.460	0.799	2.800	0	13.200	0.400	36.050	0.000	-3700.000	-2820.020	5445.050	-163.563	716.417	101	100	94	94	53	447.067	457.094	-59.881	28.829	-0.728	0	0	1
48	13.805	Running	0	0	1	0	0	0	649	619	-5665.100	-10082.000	1440.600	206.800	189.990	990.039	59.992	-116.800	0.000	0.000	28.829	0.728	2.800	0	13.200	0.000	0.000	0.000	-3700.000	-2820.020	5445.050	-163.563	716.417	101	100	94	94	53	447.067	456.889	-59.881	28.829	-0.728	0	0	1
49	14.111	Running	0	0	1	0	0	0	649	619	-5665.100	-10082.000	1440.600	206.800	189.990	990.039	59.992	-116.800	0.000	0.000	28.829	0.728	2.800	0	13.200	0.000	0.000	0.000	-3700.000	-2820.020	5445.050	-163.563	716.417	101	100	94	94	53	447.067	456.693	-59.881	28.829	-0.728	0	0	1
50	14.390	Running	0	0	1	0	0	0	649	619	-5665.100	-10082.000	1440.600	206.800	189.990	990.039	59.992	-116.800	0.000	0.000	28.829	0.728	2.800	0	13.200	0.000	0.000	0.000	-3700.000	-2820.020	5445.050	-163.563	716.417	101	100	94	94	53	447.067	456.504	-59.881	28.829	-0.728	0	0	1
51	14.686	Running	0	0	1	0	0	0	649	614	-5665.400	-10082.300	1440.600	209.900	160.010	960.058	59.992	-119.900	0.424	42.399	28.829	0.728	3.400	0	13.600	0.400	42.399	0.000	-3700.000	-2820.020	5402.654	-193.544	686.437	101	99	94	94	52	447.067	456.322	-56.781	30.000	-0.639	0	0	1
52	14.962	Running	0	0	1	0	0	0	649	614	-5665.400	-10082.300	1440.600	209.900	160.010	960.058	59.992	-119.900	0.000	0.000	30.000	0.639	3.400	0	13.600	0.000	0.000	0.000	-3700.000	-2820.020	5402.654	-193.544	686.437	101	99	94	94	52	447.067	456.148	-56.781	30.000	-0.639	0	0	1
53	15.244	Running	0	0	1	0	0	0	649	614	-5665.400	-10082.300	1440.600	209.900	160.010	960.058	59.992	-119.900	0.000	0.000	30.000	0.639	3.400	0	13.600	0.000	0.000	0.000	-3700.000	-2820.020	5402.654	-193.544	686.437	101	99	94	94	52	447.067	455.980	-56.781	30.000	-0.639	0	0	1
54	15.520	Running	0	0	1	0	0	0	649	608	-5665.700	-10082.700	1440.600	213.100	129.980	920.020	59.992	-123.100	0.500	50.049	30.000	0.639	4.300	0	14.100	0.500	50.049	0.000	-3700.000	-2820.020	5353.190	-223.573	656.408	100	98	93	93	51	441.012	455.707	-60.332	30.000	-0.577	0	0	1
55	15.928	Running	0	0	1	0	0	0	649	608	-5665.700	-10082.700	1440.600	213.100	129.980	920.020	59.992	-123.100	0.000	0.000	30.000	0.577	4.300	0	14.100	0.000	0.000	0.000	-3700.000	-2820.020	5353.190	-223.573	656.408	100	98	93	93	51	441.012	455.445	-60.332	30.000	-0.577	0	0	1
56	16.298	Running	0	0	1	0	0	0	649	608	-5665.700	-10082.700	1440.600	213.100	129.980	920.020	59.992	-123.100	0.000	0.000	30.000	0.577	4.300	0	14.100	0.000	0.000	0.000	-3700.000	-2820.020	5353.190	-223.573	656.408	100	98	93	93	51	441.012	455.192	-60.332	30.000	-0.577	0	0	1
57	16.658	Running	0	0	1	0	0	0	649	601	-5666.100	-10083.200	1440.600	216.200	89.990	870.020	59.992	-126.200	0.640	64.025	30.000	0.577	5.500	0	14.700	0.600	64.025	0.000	-3700.000	-2820.020	5289.652	-263.563	616.417	99	97	92	92	51	435.102	454.845	-63.889	30.000	-0.519	0	0	1
58	16.936	Running	0	0	1	0	0	0	649	601	-5666.100	-10083.200	1440.600	216.200	89.990	870.020	59.992	-126.200	0.000	0.000	30.000	0.519	5.500	0	14.700	0.000	0.000	0.000	-3700.000	-2820.020	5289.652	-263.563	616.417	99	97	92	92	51	435.102	454.511	-63.889	30.000	-0.519	0	0	1
59	17.210	Running	0	0	1	0	0	0	649	601	-5666.100	-10083.200	1440.600	216.200	89.990	870.020	59.992	-126.200	0.000	0.000	30.000	0.519	5.500	0	14.700	0.000	0.000	0.000	-3700.000	-2820.020	5289.652	-263.563	616.417	99	97	92	92	51	435.102	454.187	-63.889	30.000	-0.519	0	0	1
60	17.482	Running	0	0	1	0	0	0	649	601	-5666.100	-10083.200	1440.600	216.200	89.990	870.020	59.992	-126.200	0.000	0.000	30.000	0.519	5.500	0	14.700	0.000	0.000	0.000	-3700.000	-2820.020	5289.652	-263.563	616.417	99	97	92	92	51	435.102	453.874	-63.889	30.000	-0.519	0	0	1
61	17.769	Running	0	0	1	0	0	0	649	593	-5666.600	-10083.700	1440.700	219.100	39.990	820.020	70.001	-129.100	0.714	71.416	30.000	0.519	6.800	0	15.400	0.700	70.711	0.000	-3700.000	-2820.020	5218.947	-313.563	566.417	98	96	91	91	51	435.102	453.572	-60.989	30.000	-0.436	0	0	1
62	18.057	Running	0	0	1	0	0	0	649	593	-5666.600	-10083.700	1440.700	219.100	39.990	820.020	70.001	-129.100	0.000	0.000	30.000	0.436	6.800	0	15.400	0.000	0.000	0.000	-3700.000	-2820.020	5218.947	-313.563	566.417	98	96	91	91	51	435.102	453.279	-60.989	30.000	-0.436	0	0	1
63	18.335	Running	0	0	1	0	0	0	649	593	-5666.600	-10083.700	1440.700	219.100	39.990	820.020	70.001	-129.100	0.000	0.000	30.000	0.436	6.800	0	15.400	0.000	0.000	0.000	-3700.000	-2820.020	5218.947	-313.563	566.417	98	96	91	91	51	435.102	452.995	-60.989	30.000	-0.436	0	0	1
64	18.609	Running	0	0	1	0	0	0	649	584	-5667.100	-10084.300	1440.700	221.500	-10.010	760.058	70.001	-131.500	0.781	78.073	30.000	0.436	8.100	0	16.200	0.800	78.073	0.000	-3700.000	-2820.020	5141.302	-363.563	516.417	97	95	90	90	50	429.373	452.631	-64.953	30.000	-0.398	0	0	1
65	18.883	Running	0	0	1	0	0	0	649	584	-5667.100	-10084.300	1440.700	221.500	-10.010	760.058	70.001	-131.500	0.000	0.000	30.000	0.398	8.100	0	16.200	0.000	0.000	0.000	-3700.000	-2820.020	5141.302	-363.563	516.417	97	95	90	90	50	429.373	452.279	-64.953	30.000	-0.398	0	0	1
66	19.159	Running	0	0	1	0	0	0	649	584	-5667.100	-10084.300	1440.700	221.500	-10.010	760.058	70.001	-131.500	0.000	0.000	30.000	0.398	8.100	0	16.200	0.000	0.000	0.000	-3700.000	-2820.020	5141.302	-363.563	516.417	97	95	90	90	50	429.373	451.937	-64.953	30.000	-0.398	0	0	1
67	19.431	Running	0	0	1	0	0	0	649	584	-5667.100	-10084.300	1440.700	221.500	-10.010	760.058	70.001	-131.500	0.000	0.000	30.000	0.398	8.100	0	16.200	0.000	0.000	0.000	-3700.000	-2820.020	5141.302	-363.563	516.417	97	95	90	90	50	429.373	451.605	-64.953	30.000	-0.398	0	0	1
68	19.722	Obstacle hits: +1	0	0	1	0	1	83	619	619	-5667.600	-10084.601	1440.800	222.700	-60.010	729.980	79.999	-132.700	0.592	59.200	30.000	0.398	-1.700	0	17.000	0.800	58.350	0.000	-3700.000	-2820.020	5084.489	-484.486	904.980	96	95	88	98	51	459.136	451.714	-93.986	18.000	-1.000	1	0	2
69	20.062	Running	0	0	1	0	0	0	619	619	-5667.600	-10084.601	1440.800	222.700	-60.010	729.980	79.999	-132.700	0.000	0.000	18.000	1.000	-1.700	0	17.000	0.000	0.000	0.000	-3700.000	-2820.020	5084.489	-484.486	904.980	96	95	88	98	51	459.136	451.820	-93.986	18.000	-1.000	0	0	2
70	20.345	Running	0	0	1	0	0	0	619	619	-5667.600	-10084.601	1440.800	222.700	-60.010	729.980	79.999	-132.700	0.000	0.000	18.000	1.000	-1.700	0	17.000	0.000	0.000	0.000	-3700.000	-2820.020	5084.489	-484.486	904.980	96	95	88	98	51	459.136	451.923	-93.986	18.000	-1.000	0	0	2
