sample_idx,sensor_idx,distance_cm,x_cm,y_cm,z_cm,pose_x_cm,pose_y_cm,pose_z_cm,heading_deg
0,1,545.489990,548.908691,372.864929,-146.572159,300.000000,1179.980347,39.996399,-90.100006
0,3,601.200012,30.284580,324.576904,-165.626114,300.000000,1179.980347,39.996399,-90.100006
0,5,451.040009,373.719116,446.069550,-150.621338,300.000000,1179.980347,39.996399,-90.100006
0,6,463.079987,223.700302,435.419434,-155.709656,300.000000,1179.980347,39.996399,-90.100006
0,7,407.329987,917.694214,1138.902222,-99.318657,300.000000,1179.980347,39.996399,-90.100006
0,8,406.089996,-316.668640,1141.056641,-98.894562,300.000000,1179.980347,39.996399,-90.100006
0,9,660.409973,995.760559,1899.670532,39.996399,300.000000,1179.980347,39.996399,-90.100006
0,10,277.019989,381.041931,1776.859863,39.996399,300.000000,1179.980347,39.996399,-90.100006
0,11,268.019989,251.026428,1768.086792,39.996399,300.000000,1179.980347,39.996399,-90.100006
0,12,619.190002,-311.803558,1870.376343,39.996399,300.000000,1179.980347,39.996399,-90.100006
0,13,785.530029,637.748840,127.446770,-96.409454,300.000000,1179.980347,39.996399,-90.100006
1,1,545.489990,548.908691,372.864929,-146.572159,300.000000,1179.980347,39.996399,-90.100006
1,3,601.200012,30.284580,324.576904,-165.626114,300.000000,1179.980347,39.996399,-90.100006
1,5,451.040009,373.719116,446.069550,-150.621338,300.000000,1179.980347,39.996399,-90.100006
1,6,463.079987,223.700302,435.419434,-155.709656,300.000000,1179.980347,39.996399,-90.100006
1,7,407.329987,917.694214,1138.902222,-99.318657,300.000000,1179.980347,39.996399,-90.100006
1,8,406.089996,-316.668640,1141.056641,-98.894562,300.000000,1179.980347,39.996399,-90.100006
1,9,660.409973,995.760559,1899.670532,39.996399,300.000000,1179.980347,39.996399,-90.100006
1,10,277.019989,381.041931,1776.859863,39.996399,300.000000,1179.980347,39.996399,-90.100006
1,11,268.019989,251.026428,1768.086792,39.996399,300.000000,1179.980347,39.996399,-90.100006
1,12,619.190002,-311.803558,1870.376343,39.996399,300.000000,1179.980347,39.996399,-90.100006
1,13,785.530029,637.748840,127.446770,-96.409454,300.000000,1179.980347,39.996399,-90.100006
2,1,545.489990,548.908691,372.864929,-146.572159,300.000000,1179.980347,39.996399,-90.100006
2,3,601.200012,30.284580,324.576904,-165.626114,300.000000,1179.980347,39.996399,-90.100006
2,5,451.040009,373.719116,446.069550,-150.621338,300.000000,1179.980347,39.996399,-90.100006
2,6,463.079987,223.700302,435.419434,-155.709656,300.000000,1179.980347,39.996399,-90.100006
2,7,407.329987,917.694214,1138.902222,-99.318657,300.000000,1179.980347,39.996399,-90.100006
2,8,406.089996,-316.668640,1141.056641,-98.894562,300.000000,1179.980347,39.996399,-90.100006
2,9,660.409973,995.760559,1899.670532,39.996399,300.000000,1179.980347,39.996399,-90.100006
2,10,277.019989,381.041931,1776.859863,39.996399,300.000000,1179.980347,39.996399,-90.100006
2,11,268.019989,251.026428,1768.086792,39.996399,300.000000,1179.980347,39.996399,-90.100006
2,12,619.190002,-311.803558,1870.376343,39.996399,300.000000,1179.980347,39.996399,-90.100006
2,13,785.530029,637.748840,127.446770,-96.409454,300.000000,1179.980347,39.996399,-90.100006
3,1,593.080017,564.130493,300.834747,-162.848907,300.000000,1149.999878,39.996399,-90.100006
3,3,661.760010,10.727663,241.154633,-186.338852,300.000000,1149.999878,39.996399,-90.100006
3,5,487.390015,373.661621,383.144806,-165.983521,300.000000,1149.999878,39.996399,-90.100006
3,6,500.290009,223.641434,371.715271,-171.435287,300.000000,1149.999878,39.996399,-90.100006
3,7,406.850006,917.243164,1108.922485,-99.154495,300.000000,1149.999878,39.996399,-90.100006
3,8,409.859985,-320.211273,1111.082397,-100.183968,300.000000,1149.999878,39.996399,-90.100006
3,9,686.789978,1012.752563,1889.868652,39.996399,300.000000,1149.999878,39.996399,-90.100006
3,10,220.589996,380.943451,1690.449463,39.996399,300.000000,1149.999878,39.996399,-90.100006
3,11,212.690002,250.929855,1682.776367,39.996399,300.000000,1149.999878,39.996399,-90.100006
3,12,571.080017,-280.943420,1803.487549,39.996399,300.000000,1149.999878,39.996399,-90.100006
3,13,753.820007,627.119385,126.829842,-90.903069,300.000000,1149.999878,39.996399,-90.100006
3,15,938.179993,785.799988,-7.062078,39.996399,300.000000,1149.999878,39.996399,-90.100006
4,1,593.080017,564.130493,300.834747,-162.848907,300.000000,1149.999878,39.996399,-90.100006
4,3,661.760010,10.727663,241.154633,-186.338852,300.000000,1149.999878,39.996399,-90.100006
4,5,487.390015,373.661621,383.144806,-165.983521,300.000000,1149.999878,39.996399,-90.100006
4,6,500.290009,223.641434,371.715271,-171.435287,300.000000,1149.999878,39.996399,-90.100006
4,7,406.850006,917.243164,1108.922485,-99.154495,300.000000,1149.999878,39.996399,-90.100006
4,8,409.859985,-320.211273,1111.082397,-100.183968,300.000000,1149.999878,39.996399,-90.100006
4,9,686.789978,1012.752563,1889.868652,39.996399,300.000000,1149.999878,39.996399,-90.100006
4,10,220.589996,380.943451,1690.449463,39.996399,300.000000,1149.999878,39.996399,-90.100006
4,11,212.690002,250.929855,1682.776367,39.996399,300.000000,1149.999878,39.996399,-90.100006
4,12,571.080017,-280.943420,1803.487549,39.996399,300.000000,1149.999878,39.996399,-90.100006
4,13,753.820007,627.119385,126.829842,-90.903069,300.000000,1149.999878,39.996399,-90.100006
4,15,938.179993,785.799988,-7.062078,39.996399,300.000000,1149.999878,39.996399,-90.100006
5,1,593.080017,564.130493,300.834747,-162.848907,300.000000,1149.999878,39.996399,-90.100006
5,3,661.760010,10.727663,241.154633,-186.338852,300.000000,1149.999878,39.996399,-90.100006
5,5,487.390015,373.661621,383.144806,-165.983521,300.000000,1149.999878,39.996399,-90.100006
5,6,500.290009,223.641434,371.715271,-171.435287,300.000000,1149.999878,39.996399,-90.100006
5,7,406.850006,917.243164,1108.922485,-99.154495,300.000000,1149.999878,39.996399,-90.100006
5,8,409.859985,-320.211273,1111.082397,-100.183968,300.000000,1149.999878,39.996399,-90.100006
5,9,686.789978,1012.752563,1889.868652,39.996399,300.000000,1149.999878,39.996399,-90.100006
5,10,220.589996,380.943451,1690.449463,39.996399,300.000000,1149.999878,39.996399,-90.100006
5,11,212.690002,250.929855,1682.776367,39.996399,300.000000,1149.999878,39.996399,-90.100006
5,12,571.080017,-280.943420,1803.487549,39.996399,300.000000,1149.999878,39.996399,-90.100006
5,13,753.820007,627.119385,126.829842,-90.903069,300.000000,1149.999878,39.996399,-90.100006
5,15,938.179993,785.799988,-7.062078,39.996399,300.000000,1149.999878,39.996399,-90.100006
6,1,593.080017,564.130493,300.834747,-162.848907,300.000000,1149.999878,39.996399,-90.100006
6,3,661.760010,10.727663,241.154633,-186.338852,300.000000,1149.999878,39.996399,-90.100006
6,5,487.390015,373.661621,383.144806,-165.983521,300.000000,1149.999878,39.996399,-90.100006
6,6,500.290009,223.641434,371.715271,-171.435287,300.000000,1149.999878,39.996399,-90.100006
6,7,406.850006,917.243164,1108.922485,-99.154495,300.000000,1149.999878,39.996399,-90.100006
6,8,409.859985,-320.211273,1111.082397,-100.183968,300.000000,1149.999878,39.996399,-90.100006
6,9,686.789978,1012.752563,1889.868652,39.996399,300.000000,1149.999878,39.996399,-90.100006
6,10,220.589996,380.943451,1690.449463,39.996399,300.000000,1149.999878,39.996399,-90.100006
