step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.375	0	none	0	649	0	649	not_attempted
2	0.646	0	none	0	649	0	649	not_attempted
3	0.921	0	none	0	649	0	649	not_attempted
4	1.203	0	none	0	649	0	649	not_attempted
5	1.477	0	none	0	649	0	649	not_attempted
6	1.753	0	none	0	649	0	649	not_attempted
7	2.028	0	none	0	649	0	649	not_attempted
8	2.299	0	none	0	649	0	649	not_attempted
9	2.570	0	none	0	649	0	649	not_attempted
10	2.895	0	none	0	649	0	649	not_attempted
11	3.247	0	none	0	649	0	649	not_attempted
12	3.565	0	none	0	649	0	649	not_attempted
13	3.842	0	none	0	649	0	649	not_attempted
14	4.119	0	none	0	649	0	649	not_attempted
15	4.394	0	none	0	649	0	649	not_attempted
16	4.681	0	none	0	649	0	649	not_attempted
17	4.965	0	none	0	649	0	649	not_attempted
18	5.243	0	none	0	649	0	649	not_attempted
19	5.529	1	lidar	0	649	83	645	replanned
20	5.813	0	none	0	645	0	645	not_attempted
21	6.141	0	none	0	645	0	645	not_attempted
22	6.460	0	none	0	645	0	645	not_attempted
23	6.737	0	none	0	645	0	645	not_attempted
24	7.024	0	none	0	645	0	645	not_attempted
25	7.319	0	none	0	645	0	645	not_attempted
26	7.591	0	none	0	645	0	645	not_attempted
27	7.880	0	none	0	645	0	645	not_attempted
28	8.156	0	none	0	645	0	645	not_attempted
29	8.426	0	none	0	645	0	645	not_attempted
30	8.697	0	none	0	645	0	645	not_attempted
31	8.996	0	none	0	645	0	645	not_attempted
32	9.265	0	none	0	645	0	645	not_attempted
33	9.535	0	none	0	645	0	645	not_attempted
34	9.806	0	none	0	645	0	645	not_attempted
35	10.080	0	none	0	645	0	645	not_attempted
36	10.346	0	none	0	645	0	645	not_attempted
37	10.615	0	none	0	645	0	645	not_attempted
38	10.890	0	none	0	645	0	645	not_attempted
39	11.164	0	none	0	645	0	645	not_attempted
40	11.436	0	none	0	645	0	645	not_attempted
41	11.737	0	none	0	645	0	645	not_attempted
42	12.010	0	none	0	645	0	645	not_attempted
43	12.309	0	none	0	645	0	645	not_attempted
44	12.601	0	none	0	645	0	645	not_attempted
