step_idx	elapsed_s	sensor_idx	sensor_label	raw_cm	mask_hit	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
0	0.000	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
1	0.372	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
2	0.707	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
6	1.834	0	front_left_wheel_hub_yaw_p30	0.000	0	545.000	929.980	108	99	300.000	1179.980	-90.000
7	2.142	0	front_left_wheel_hub_yaw_p30	0.000	0	545.000	929.980	108	99	300.000	1179.980	-90.000
8	2.412	0	front_left_wheel_hub_yaw_p30	0.000	0	545.000	929.980	108	99	300.000	1179.980	-90.000
9	2.681	0	front_left_wheel_hub_yaw_p30	0.000	0	545.000	929.980	108	99	300.000	1179.980	-90.000
10	2.948	0	front_left_wheel_hub_yaw_p30	0.000	0	543.249	928.276	108	98	300.000	1179.980	-90.400
11	3.243	0	front_left_wheel_hub_yaw_p30	0.000	0	543.249	928.276	108	98	300.000	1179.980	-90.400
12	3.514	0	front_left_wheel_hub_yaw_p30	0.000	0	543.249	928.276	108	98	300.000	1179.980	-90.400
13	3.795	0	front_left_wheel_hub_yaw_p30	0.000	0	543.249	928.276	108	98	300.000	1179.980	-90.400
14	4.080	0	front_left_wheel_hub_yaw_p30	0.000	0	540.155	915.362	108	98	300.000	1170.020	-91.100
15	4.356	0	front_left_wheel_hub_yaw_p30	0.000	0	540.155	915.362	108	98	300.000	1170.020	-91.100
16	4.627	0	front_left_wheel_hub_yaw_p30	0.000	0	540.155	915.362	108	98	300.000	1170.020	-91.100
17	4.898	0	front_left_wheel_hub_yaw_p30	0.000	0	540.155	915.362	108	98	300.000	1170.020	-91.100
18	5.173	0	front_left_wheel_hub_yaw_p30	0.000	1	534.316	900.018	108	98	300.000	1160.058	-92.400
19	5.445	0	front_left_wheel_hub_yaw_p30	0.000	1	534.316	900.018	108	98	300.000	1160.058	-92.400
20	5.726	0	front_left_wheel_hub_yaw_p30	0.000	1	534.316	900.018	108	98	300.000	1160.058	-92.400
35	9.895	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	842.787	108	97	289.990	1110.058	-94.200
36	10.171	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	842.787	108	97	289.990	1110.058	-94.200
37	10.443	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	842.787	108	97	289.990	1110.058	-94.200
38	10.714	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	842.787	108	97	289.990	1110.058	-94.200
39	10.986	0	front_left_wheel_hub_yaw_p30	0.000	0	518.809	835.110	108	97	289.990	1100.000	-93.600
40	11.259	0	front_left_wheel_hub_yaw_p30	0.000	0	518.809	835.110	108	97	289.990	1100.000	-93.600
41	11.533	0	front_left_wheel_hub_yaw_p30	0.000	0	518.809	835.110	108	97	289.990	1100.000	-93.600
42	11.804	0	front_left_wheel_hub_yaw_p30	0.000	0	519.271	835.509	108	97	289.990	1100.000	-93.500
43	12.078	0	front_left_wheel_hub_yaw_p30	0.000	0	519.271	835.509	108	97	289.990	1100.000	-93.500
44	12.353	0	front_left_wheel_hub_yaw_p30	0.000	0	519.271	835.509	108	97	289.990	1100.000	-93.500
45	12.623	0	front_left_wheel_hub_yaw_p30	0.000	0	519.271	835.509	108	97	289.990	1100.000	-93.500
46	12.891	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	822.767	108	96	289.990	1090.039	-94.200
47	13.167	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	822.767	108	96	289.990	1090.039	-94.200
48	13.438	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	822.767	108	96	289.990	1090.039	-94.200
49	13.709	0	front_left_wheel_hub_yaw_p30	0.000	0	516.023	822.767	108	96	289.990	1090.039	-94.200
50	13.982	0	front_left_wheel_hub_yaw_p30	0.000	0	500.366	808.033	108	96	279.980	1079.980	-95.400
51	14.256	0	front_left_wheel_hub_yaw_p30	0.000	0	500.366	808.033	108	96	279.980	1079.980	-95.400
52	14.535	0	front_left_wheel_hub_yaw_p30	0.000	0	500.366	808.033	108	96	279.980	1079.980	-95.400
53	14.805	0	front_left_wheel_hub_yaw_p30	0.000	0	500.366	808.033	108	96	279.980	1079.980	-95.400
54	15.083	0	front_left_wheel_hub_yaw_p30	0.000	0	493.172	792.397	107	96	279.980	1070.020	-96.900
55	15.398	0	front_left_wheel_hub_yaw_p30	0.000	0	493.172	792.397	107	96	279.980	1070.020	-96.900
56	15.681	0	front_left_wheel_hub_yaw_p30	0.000	0	493.172	792.397	107	96	279.980	1070.020	-96.900
57	15.953	0	front_left_wheel_hub_yaw_p30	0.000	0	474.337	775.876	107	95	269.971	1060.058	-98.700
58	16.244	0	front_left_wheel_hub_yaw_p30	0.000	0	474.337	775.876	107	95	269.971	1060.058	-98.700
59	16.517	0	front_left_wheel_hub_yaw_p30	0.000	0	474.337	775.876	107	95	269.971	1060.058	-98.700
60	16.785	0	front_left_wheel_hub_yaw_p30	0.000	0	474.337	775.876	107	95	269.971	1060.058	-98.700
61	17.070	0	front_left_wheel_hub_yaw_p30	0.000	0	452.806	747.884	107	95	260.010	1040.039	-101.000
62	17.343	0	front_left_wheel_hub_yaw_p30	0.000	0	452.806	747.884	107	95	260.010	1040.039	-101.000
63	17.629	0	front_left_wheel_hub_yaw_p30	0.000	0	452.806	747.884	107	95	260.010	1040.039	-101.000
75	21.010	0	front_left_wheel_hub_yaw_p30	0.000	0	376.272	646.858	105	93	219.971	960.058	-107.900
76	21.300	0	front_left_wheel_hub_yaw_p30	0.000	0	376.272	646.858	105	93	219.971	960.058	-107.900
77	21.576	0	front_left_wheel_hub_yaw_p30	0.000	0	376.272	646.858	105	93	219.971	960.058	-107.900
78	21.848	0	front_left_wheel_hub_yaw_p30	0.000	0	387.644	632.776	105	93	219.971	940.039	-105.800
79	22.148	0	front_left_wheel_hub_yaw_p30	0.000	0	387.644	632.776	105	93	219.971	940.039	-105.800
80	22.439	0	front_left_wheel_hub_yaw_p30	0.000	0	387.644	632.776	105	93	219.971	940.039	-105.800
81	22.720	0	front_left_wheel_hub_yaw_p30	0.000	0	387.644	632.776	105	93	219.971	940.039	-105.800
82	22.992	0	front_left_wheel_hub_yaw_p30	0.000	0	385.495	611.593	105	92	219.971	920.020	-106.200
83	23.280	0	front_left_wheel_hub_yaw_p30	0.000	0	385.495	611.593	105	92	219.971	920.020	-106.200
84	23.553	0	front_left_wheel_hub_yaw_p30	0.000	0	385.495	611.593	105	92	219.971	920.020	-106.200
85	23.831	0	front_left_wheel_hub_yaw_p30	0.000	0	363.572	595.505	105	92	210.010	910.058	-108.400
86	24.106	0	front_left_wheel_hub_yaw_p30	0.000	0	363.572	595.505	105	92	210.010	910.058	-108.400
87	24.376	0	front_left_wheel_hub_yaw_p30	0.000	0	363.572	595.505	105	92	210.010	910.058	-108.400
88	24.648	0	front_left_wheel_hub_yaw_p30	0.000	0	363.572	595.505	105	92	210.010	910.058	-108.400
