step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	1	lidar	0	649	86	673	replanned
1	0.372	0	none	0	673	0	673	not_attempted
2	0.707	0	none	0	673	0	673	not_attempted
3	0.983	0	none	0	673	0	673	not_attempted
4	1.279	0	none	0	673	0	673	not_attempted
5	1.560	0	none	0	673	0	673	not_attempted
6	1.834	0	none	0	673	0	673	not_attempted
7	2.142	0	none	0	673	0	673	not_attempted
8	2.412	0	none	0	673	0	673	not_attempted
9	2.681	0	none	0	673	0	673	not_attempted
10	2.948	1	lidar	0	673	86	673	replanned
11	3.243	0	none	0	673	0	673	not_attempted
12	3.514	0	none	0	673	0	673	not_attempted
13	3.795	0	none	0	673	0	673	not_attempted
14	4.080	0	none	0	673	0	673	not_attempted
15	4.356	0	none	0	673	0	673	not_attempted
16	4.627	0	none	0	673	0	673	not_attempted
17	4.898	0	none	0	673	0	673	not_attempted
18	5.173	0	none	0	673	0	673	not_attempted
19	5.445	0	none	0	673	0	673	not_attempted
20	5.726	0	none	0	673	0	673	not_attempted
21	6.002	0	none	0	673	0	673	not_attempted
22	6.274	0	none	0	673	0	673	not_attempted
23	6.549	0	none	0	673	0	673	not_attempted
24	6.822	0	none	0	673	0	673	not_attempted
25	7.096	0	none	0	673	0	673	not_attempted
26	7.362	0	none	0	673	0	673	not_attempted
27	7.635	0	none	0	673	0	673	not_attempted
28	7.905	0	none	0	673	0	673	not_attempted
29	8.176	0	none	0	673	0	673	not_attempted
30	8.447	0	none	0	673	0	673	not_attempted
31	8.733	0	none	0	673	0	673	not_attempted
32	9.011	0	none	0	673	0	673	not_attempted
33	9.290	0	none	0	673	0	673	not_attempted
34	9.614	0	none	0	673	0	673	not_attempted
35	9.895	1	lidar	0	673	79	633	replanned
36	10.171	0	none	0	633	0	633	not_attempted
37	10.443	0	none	0	633	0	633	not_attempted
38	10.714	0	none	0	633	0	633	not_attempted
39	10.986	0	none	0	633	0	633	not_attempted
40	11.259	0	none	0	633	0	633	not_attempted
41	11.533	0	none	0	633	0	633	not_attempted
42	11.804	0	none	0	633	0	633	not_attempted
43	12.078	0	none	0	633	0	633	not_attempted
44	12.353	0	none	0	633	0	633	not_attempted
45	12.623	0	none	0	633	0	633	not_attempted
46	12.891	1	lidar	0	633	79	632	replanned
47	13.167	0	none	0	632	0	632	not_attempted
48	13.438	0	none	0	632	0	632	not_attempted
49	13.709	0	none	0	632	0	632	not_attempted
50	13.982	0	none	0	632	0	632	not_attempted
51	14.256	0	none	0	632	0	632	not_attempted
52	14.535	0	none	0	632	0	632	not_attempted
53	14.805	0	none	0	632	0	632	not_attempted
54	15.083	1	lidar	0	632	83	654	replanned
55	15.398	0	none	0	654	0	654	not_attempted
56	15.681	0	none	0	654	0	654	not_attempted
57	15.953	1	lidar	0	654	83	654	replanned
58	16.244	0	none	0	654	0	654	not_attempted
59	16.517	0	none	0	654	0	654	not_attempted
60	16.785	0	none	0	654	0	654	not_attempted
61	17.070	0	none	0	654	0	654	not_attempted
62	17.343	0	none	0	654	0	654	not_attempted
63	17.629	0	none	0	654	0	654	not_attempted
64	17.903	0	none	0	654	0	654	not_attempted
65	18.173	0	none	0	654	0	654	not_attempted
66	18.443	0	none	0	654	0	654	not_attempted
67	18.724	0	none	0	654	0	654	not_attempted
68	18.995	0	none	0	654	0	654	not_attempted
69	19.269	0	none	0	654	0	654	not_attempted
70	19.542	0	none	0	654	0	654	not_attempted
71	19.854	0	none	0	654	0	654	not_attempted
72	20.133	0	none	0	654	0	654	not_attempted
73	20.406	0	none	0	654	0	654	not_attempted
74	20.684	0	none	0	654	0	654	not_attempted
75	21.010	1	lidar	0	654	81	635	replanned
76	21.300	0	none	0	635	0	635	not_attempted
77	21.576	0	none	0	635	0	635	not_attempted
78	21.848	0	none	0	635	0	635	not_attempted
79	22.148	0	none	0	635	0	635	not_attempted
80	22.439	0	none	0	635	0	635	not_attempted
81	22.720	0	none	0	635	0	635	not_attempted
82	22.992	1	lidar	0	635	81	637	replanned
83	23.280	0	none	0	637	0	637	not_attempted
84	23.553	0	none	0	637	0	637	not_attempted
85	23.831	0	none	0	637	0	637	not_attempted
86	24.106	0	none	0	637	0	637	not_attempted
87	24.376	0	none	0	637	0	637	not_attempted
88	24.648	0	none	0	637	0	637	not_attempted
89	24.933	1	lidar	0	637	80	636	replanned
90	25.263	0	none	0	636	0	636	not_attempted
91	25.604	0	none	0	636	0	636	not_attempted
92	25.900	0	none	0	636	0	636	not_attempted
93	26.175	0	none	0	636	0	636	not_attempted
94	26.451	0	none	0	636	0	636	not_attempted
95	26.762	0	none	0	636	0	636	not_attempted
96	27.047	0	none	0	636	0	636	not_attempted
97	27.323	0	none	0	636	0	636	not_attempted
98	27.597	0	none	0	636	0	636	not_attempted
99	27.865	0	none	0	636	0	636	not_attempted
100	28.168	0	none	0	636	0	636	not_attempted
101	28.443	0	none	0	636	0	636	not_attempted
102	28.714	0	none	0	636	0	636	not_attempted
103	28.984	0	none	0	636	0	636	not_attempted
104	29.254	0	none	0	636	0	636	not_attempted
105	29.527	0	none	0	636	0	636	not_attempted
106	29.798	0	none	0	636	0	636	not_attempted
107	30.121	0	none	0	636	0	636	not_attempted
108	30.408	0	none	0	636	0	636	not_attempted
109	30.684	0	none	0	636	0	636	not_attempted
110	30.957	0	none	0	636	0	636	not_attempted
111	31.257	0	none	0	636	0	636	not_attempted
112	31.528	0	none	0	636	0	636	not_attempted
113	31.805	0	none	0	636	0	636	not_attempted
114	32.156	0	none	0	636	0	636	not_attempted
115	32.445	0	none	0	636	0	636	not_attempted
116	32.723	0	none	0	636	0	636	not_attempted
117	33.016	1	lidar	0	636	77	602	replanned
