step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Obstacle hits: +1	0	0	0	0	1	86	673	673	-5664.000	-10080.101	1440.300	179.900	300.000	1179.980	29.999	-89.900	0.000	0.000	0.000	0.000	-0.100	1	205.900	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	1	0	1
1	0.372	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.300	179.900	300.000	1179.980	29.999	-89.900	0.000	0.000	18.000	1.000	-0.100	0	205.900	0.000	0.000	0.372	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	0	0	1
2	0.707	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.300	179.900	300.000	1179.980	29.999	-89.900	0.000	0.000	18.000	1.000	-0.100	0	205.900	0.000	0.000	0.707	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	0	0	1
3	0.983	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.100	9.997	18.000	1.000	0.100	0	206.000	0.100	0.000	0.983	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	0	0	1
4	1.279	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	206.000	0.000	0.000	1.279	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	0	0	1
5	1.560	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	206.000	0.000	0.000	1.560	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.562	18.000	-1.000	0	0	1
6	1.834	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	180.000	300.000	1179.980	49.994	-90.000	0.100	9.998	18.000	1.000	0.100	0	206.100	0.100	0.000	1.834	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.462	18.000	-1.000	0	0	1
7	2.142	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	180.000	300.000	1179.980	49.994	-90.000	0.000	0.000	18.000	1.000	0.100	0	206.100	0.000	0.000	2.142	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.462	18.000	-1.000	0	0	1
8	2.412	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	180.000	300.000	1179.980	49.994	-90.000	0.000	0.000	18.000	1.000	0.100	0	206.100	0.000	0.000	2.412	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.462	18.000	-1.000	0	0	1
9	2.681	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	180.000	300.000	1179.980	49.994	-90.000	0.000	0.000	18.000	1.000	0.100	0	206.100	0.000	0.000	2.681	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.462	18.000	-1.000	0	0	1
10	2.948	Obstacle hits: +1	0	0	1	0	1	86	673	673	-5664.000	-10080.101	1440.500	180.400	300.000	1179.980	49.994	-90.400	0.000	0.000	18.000	1.000	0.300	0	206.200	0.100	0.000	0.000	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	327.557	-144.062	18.000	-1.000	1	0	2
