step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.402	0	none	0	649	0	649	not_attempted
2	0.684	1	lidar	0	649	86	673	replanned
3	1.001	0	none	0	673	0	673	not_attempted
4	1.357	0	none	0	673	0	673	not_attempted
5	1.680	0	none	0	673	0	673	not_attempted
6	1.954	0	none	0	673	0	673	not_attempted
7	2.226	0	none	0	673	0	673	not_attempted
8	2.500	0	none	0	673	0	673	not_attempted
9	2.789	0	none	0	673	0	673	not_attempted
10	3.133	0	none	0	673	0	673	not_attempted
11	3.421	1	lidar	0	673	79	638	replanned
12	3.725	0	none	0	638	0	638	not_attempted
13	4.016	0	none	0	638	0	638	not_attempted
14	4.291	0	none	0	638	0	638	not_attempted
15	4.565	0	none	0	638	0	638	not_attempted
16	4.843	0	none	0	638	0	638	not_attempted
17	5.116	0	none	0	638	0	638	not_attempted
18	5.389	0	none	0	638	0	638	not_attempted
19	5.681	0	none	0	638	0	638	not_attempted
20	5.951	0	none	0	638	0	638	not_attempted
21	6.228	0	none	0	638	0	638	not_attempted
22	6.514	1	lidar	0	638	79	635	replanned
23	6.792	0	none	0	635	0	635	not_attempted
24	7.064	0	none	0	635	0	635	not_attempted
25	7.332	0	none	0	635	0	635	not_attempted
26	7.602	0	none	0	635	0	635	not_attempted
27	7.871	0	none	0	635	0	635	not_attempted
28	8.143	0	none	0	635	0	635	not_attempted
29	8.427	1	lidar	0	635	83	651	replanned
30	8.744	0	none	0	651	0	651	not_attempted
31	9.066	0	none	0	651	0	651	not_attempted
32	9.340	0	none	0	651	0	651	not_attempted
33	9.611	1	lidar	0	651	84	653	replanned
34	9.906	0	none	0	653	0	653	not_attempted
35	10.187	0	none	0	653	0	653	not_attempted
36	10.476	0	none	0	653	0	653	not_attempted
37	10.768	0	none	0	653	0	653	not_attempted
38	11.038	0	none	0	653	0	653	not_attempted
39	11.311	0	none	0	653	0	653	not_attempted
40	11.584	1	lidar	0	653	83	652	replanned
41	11.895	0	none	0	652	0	652	not_attempted
42	12.176	0	none	0	652	0	652	not_attempted
43	12.449	0	none	0	652	0	652	not_attempted
44	12.718	0	none	0	652	0	652	not_attempted
45	13.011	0	none	0	652	0	652	not_attempted
46	13.282	0	none	0	652	0	652	not_attempted
47	13.550	1	lidar	0	652	82	646	replanned
48	13.836	0	none	0	646	0	646	not_attempted
49	14.108	0	none	0	646	0	646	not_attempted
50	14.381	0	none	0	646	0	646	not_attempted
51	14.684	1	lidar	0	646	81	632	replanned
52	14.997	0	none	0	632	0	632	not_attempted
53	15.275	0	none	0	632	0	632	not_attempted
54	15.561	0	none	0	632	0	632	not_attempted
55	15.838	0	none	0	632	0	632	not_attempted
56	16.115	0	none	0	632	0	632	not_attempted
57	16.418	0	none	0	632	0	632	not_attempted
58	16.694	0	none	0	632	0	632	not_attempted
59	16.965	0	none	0	632	0	632	not_attempted
60	17.241	0	none	0	632	0	632	not_attempted
61	17.517	1	lidar	0	632	82	631	replanned
62	17.837	0	none	0	631	0	631	not_attempted
63	18.111	0	none	0	631	0	631	not_attempted
64	18.380	1	lidar	0	631	82	625	replanned
65	18.695	0	none	0	625	0	625	not_attempted
