step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.500	179.900	300.000	1179.980	49.994	-89.900	0.000	0.000	0.000	0.000	0.000	1	325.500	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
1	0.402	Running	0	0	0	0	0	0	649	649	-5664.000	-10080.101	1440.500	179.900	300.000	1179.980	49.994	-89.900	0.000	0.000	18.000	1.000	0.000	0	325.500	0.000	0.000	0.402	-3700.000	-2820.020	5656.854	-3.553	876.427	104	104	97	97	57	429.289	429.289	-45.100	18.000	-1.000	0	0	0
2	0.684	Obstacle hits: +1	0	0	0	0	1	86	673	673	-5664.000	-10080.101	1440.500	179.900	300.000	1179.980	49.994	-89.900	0.000	0.000	18.000	1.000	-0.100	0	325.500	0.000	0.000	0.684	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	395.378	-144.562	18.000	-1.000	1	0	1
3	1.001	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	179.900	300.000	1179.980	49.994	-89.900	0.000	0.000	18.000	1.000	-0.100	0	325.500	0.000	0.000	1.001	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	378.423	-144.562	18.000	-1.000	0	0	1
4	1.357	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.500	179.900	300.000	1179.980	49.994	-89.900	0.000	0.000	18.000	1.000	-0.100	0	325.500	0.000	0.000	1.357	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	368.250	-144.562	18.000	-1.000	0	0	1
5	1.680	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.100	9.998	18.000	1.000	0.100	0	325.600	0.100	0.000	1.680	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	361.468	-144.562	18.000	-1.000	0	0	1
6	1.954	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	325.600	0.000	0.000	1.954	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	356.623	-144.562	18.000	-1.000	0	0	1
7	2.226	Running	0	0	0	0	0	0	673	673	-5664.000	-10080.101	1440.400	179.900	300.000	1179.980	39.996	-89.900	0.000	0.000	18.000	1.000	0.100	0	325.600	0.000	0.000	2.226	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	352.990	-144.562	18.000	-1.000	0	0	1
8	2.500	Running	0	0	1	0	0	0	673	673	-5664.000	-10080.101	1440.400	180.300	300.000	1179.980	39.996	-90.300	0.000	0.000	18.000	1.000	0.400	0	325.600	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	350.164	-144.162	18.000	-1.000	0	0	1
9	2.789	Running	0	0	1	0	0	0	673	673	-5664.000	-10080.101	1440.400	180.300	300.000	1179.980	39.996	-90.300	0.000	0.000	18.000	1.000	0.400	0	325.600	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	347.903	-144.162	18.000	-1.000	0	0	1
10	3.133	Running	0	0	1	0	0	0	673	673	-5664.000	-10080.101	1440.400	180.300	300.000	1179.980	39.996	-90.300	0.000	0.000	18.000	1.000	0.400	0	325.600	0.000	0.000	0.000	-3700.000	-2820.020	5656.854	-26.484	1153.496	104	104	97	103	55	327.557	346.054	-144.162	18.000	-1.000	0	0	1
11	3.421	Obstacle hits: +1	0	0	1	0	1	79	638	638	-5664.000	-10080.200	1440.500	181.200	300.000	1170.020	49.994	-91.200	0.141	14.113	18.000	1.000	0.600	0	325.700	0.100	9.961	0.000	-3700.000	-2820.020	5649.815	-32.509	797.471	104	103	97	96	54	499.354	358.829	-37.939	18.000	-1.000	1	0	2
