step_idx	elapsed_s	sensor_idx	sensor_label	raw_cm	mask_hit	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
0	0.000	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
1	0.402	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
2	0.678	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
3	0.959	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
4	1.239	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
5	1.505	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
6	1.778	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
7	2.054	0	front_left_wheel_hub_yaw_p30	0.000	0	-3921.111	-3250.034	103	96	-3920.020	-2900.000	-134.600
8	2.331	0	front_left_wheel_hub_yaw_p30	0.000	0	-3923.555	-3250.018	103	96	-3920.020	-2900.000	-135.000
9	2.650	0	front_left_wheel_hub_yaw_p30	0.000	0	-3923.555	-3250.018	103	96	-3920.020	-2900.000	-135.000
10	2.921	0	front_left_wheel_hub_yaw_p30	0.000	0	-3923.555	-3250.018	103	96	-3920.020	-2900.000	-135.000
