step_idx	elapsed_s	sensor_idx	sensor_label	sensor_enabled	raw_cm	raw_is_zero	valid_range_gt0	valid_range_ge0	mask_hit	pitch_scale	planar_hit_cm	hit_world_z_cm	low_clearance_hit	chunk_name	chunk_hit_count	chunk_threshold_met	hit_dist_from_rover_cm	within_local_radius	usable_for_mark	placed	usable_reason	map_origin	sensor_local_x_cm	sensor_local_y_cm	sensor_yaw_deg	sensor_pitch_deg	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	hit_world_x_cm	hit_world_y_cm	ray_hit_world_x_cm	ray_hit_world_y_cm	hit_cell_x	hit_cell_y	center_hit_world_x_cm	center_hit_world_y_cm	center_hit_cell_x	center_hit_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
0	0.000	0	front_left_wheel_hub_yaw_p30	1	0.000	1	0	1	0	1.000	0.000	199.994	0	front	1	1	350.036	1	1	1	placed_new	sensor	250.000	245.000	30.000	0.000	-3921.111	-3250.034	103	96	-3921.111	-3250.034	-3921.111	-3250.034	103	96	-3920.020	-2900.000	104	104	-3920.020	-2900.000	-134.600
0	0.000	1	front_left_frame_yaw_p20_pitch_n20	0	482.270	0	1	1	0	0.940	453.186	35.048	1	front	1	1	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	20.000	-20.000	-4094.817	-3184.070	100	98	nan	nan	-4283.470	-3596.123	-1	-1	-4108.672	-3312.053	100	95	-3920.020	-2900.000	-134.600
0	0.000	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	sensor	325.000	0.000	0.000	0.000	-4148.219	-3131.409	99	99	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-3920.020	-2900.000	-134.600
0	0.000	3	front_right_frame_yaw_n20_pitch_n20	0	514.020	0	1	1	0	0.940	483.021	24.189	1	front	1	1	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	-20.000	-20.000	-4201.621	-3078.747	98	100	nan	nan	-4637.951	-3285.932	-1	-1	-4356.349	-3107.185	95	99	-3920.020	-2900.000	-134.600
0	0.000	4	front_right_wheel_hub_yaw_n30	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	sensor	250.000	-245.000	-30.000	0.000	-4270.004	-2905.979	97	103	nan	nan	nan	nan	-1	-1	nan	nan	-1	-1	-3920.020	-2900.000	-134.600
0	0.000	5	front_left_frame_pitch_n25	0	398.360	0	1	1	0	0.906	361.037	31.640	1	front	1	1	nan	0	0	0	sensor_disabled	sensor	325.000	75.000	0.000	-25.000	-4094.817	-3184.070	100	98	nan	nan	-4348.320	-3441.138	-1	-1	-4173.523	-3157.068	98	98	-3920.020	-2900.000	-134.600
0	0.000	6	front_right_frame_pitch_n25	0	404.570	0	1	1	0	0.906	366.665	29.015	1	front	1	1	nan	0	0	0	sensor_disabled	sensor	325.000	-75.000	0.000	-25.000	-4201.621	-3078.747	98	100	nan	nan	-4459.076	-3339.822	-1	-1	-4177.474	-3161.075	98	98	-3920.020	-2900.000	-134.600
0	0.000	7	left_mid_frame_left_pitch_n20	0	421.130	0	1	1	0	0.940	395.733	55.959	1	left	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	235.000	90.000	-20.000	-3780.780	-3093.487	106	100	nan	nan	-3499.008	-3371.352	-1	-1	-3638.247	-3177.865	109	98	-3920.020	-2900.000	-134.600
0	0.000	8	right_mid_frame_right_pitch_n20	0	467.630	0	1	1	0	0.940	439.428	40.055	1	right	0	0	nan	0	0	0	sensor_disabled	sensor	40.000	-235.000	-90.000	-20.000	-4115.432	-2763.475	100	106	nan	nan	-4428.316	-2454.929	-1	-1	-4232.904	-2591.454	97	110	-3920.020	-2900.000	-134.600
0	0.000	9	rear_left_wheel_hub_back_yaw_p40	1	665.180	0	1	1	0	1.000	665.180	199.994	0	rear	0	0	nan	0	0	0	masked_non_contact	sensor	-215.000	270.000	140.000	0.000	-3576.810	-2936.496	110	103	nan	nan	-2914.582	-2873.897	-1	-1	-3257.792	-2837.401	117	105	-3920.020	-2900.000	-134.600
0	0.000	10	rear_left_frame_backward	1	338.300	0	1	1	0	1.000	338.300	199.994	0	rear	0	0	nan	0	0	0	masked_non_contact	sensor	-320.000	80.000	180.000	0.000	-3638.368	-2728.324	109	107	nan	nan	-3400.830	-2487.446	-1	-1	-3682.481	-2659.122	108	108	-3920.020	-2900.000	-134.600
0	0.000	11	rear_right_frame_backward	1	351.950	0	1	1	0	1.000	351.950	199.994	0	rear	0	0	nan	0	0	0	masked_non_contact	sensor	-320.000	-50.000	180.000	0.000	-3730.932	-2637.044	107	109	nan	nan	-3483.809	-2386.447	-1	-1	-3672.897	-2649.403	108	109	-3920.020	-2900.000	-134.600
