step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Obstacle hits: +1	0	0	0	0	1	91	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	0.000	0.000	0.000	1	145.600	0.000	0.000	0.000	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	1	0	1
1	0.402	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	0.402	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
2	0.678	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	0.678	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
3	0.959	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	0.959	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
4	1.239	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	1.239	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
5	1.505	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	1.505	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
6	1.778	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	1.778	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
7	2.054	Running	0	0	0	0	0	0	665	665	-5706.200	-10120.900	1442.000	224.600	-3920.020	-2900.000	199.994	-134.600	0.000	0.000	18.000	1.000	0.000	0	145.600	0.000	0.000	2.054	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-68.141	18.000	-1.000	0	0	1
8	2.331	Running	0	0	1	0	0	0	665	665	-5706.200	-10120.900	1442.000	225.000	-3920.020	-2900.000	199.994	-135.000	0.000	0.000	18.000	1.000	0.300	0	145.600	0.000	0.000	0.000	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-67.741	18.000	-1.000	0	0	1
9	2.650	Running	0	0	1	0	0	0	665	665	-5706.200	-10120.900	1442.000	225.000	-3920.020	-2900.000	199.994	-135.000	0.000	0.000	18.000	1.000	0.300	0	145.600	0.000	0.000	0.000	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-67.741	18.000	-1.000	0	0	1
10	2.921	Running	0	0	1	0	0	0	665	665	-5706.200	-10120.900	1442.000	225.000	-3920.020	-2900.000	199.994	-135.000	0.000	0.000	18.000	1.000	0.300	0	145.600	0.000	0.000	0.000	-7920.020	-6900.000	5656.854	-4340.730	-2920.711	104	104	95	103	52	421.220	421.220	-67.741	18.000	-1.000	0	0	1
