step_idx	elapsed_s	status	reverse_active	obstacle_added	stuck_detection_armed	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_speed	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_dist_cm	goal_x_cm	goal_y_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	path_len	waypoint_idx	waypoint_distance_cm	goals_reached	throttle_cmd	steering_cmd	obstacle_total
0	0.000	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
1	0.270	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	0.270	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
2	0.487	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	0.487	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
3	0.733	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	0.733	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
4	0.955	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	0.955	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
5	1.194	Running | Goals: 0	0	0	0	-5663.200	-10080.200	1440.400	190.600	379.980	1170.020	39.996	-100.600	0.000	0.000	0.000	84.000	0.000	0.000	1.194	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.983	0
6	1.429	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	190.700	379.980	1170.020	39.996	-100.700	0.000	0.000	0.200	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.980	0
7	1.650	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	190.700	379.980	1170.020	39.996	-100.700	0.000	0.000	0.200	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.980	0
8	1.867	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	190.700	379.980	1170.020	39.996	-100.700	0.000	0.000	0.200	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.980	0
9	2.108	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	190.700	379.980	1170.020	39.996	-100.700	0.000	0.000	0.200	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.980	0
10	2.353	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	190.700	379.980	1170.020	39.996	-100.700	0.000	0.000	0.200	84.000	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.980	0
11	2.579	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	191.400	379.980	1170.020	39.996	-101.400	0.000	0.000	0.500	84.100	0.100	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.960	0
12	2.799	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	191.400	379.980	1170.020	39.996	-101.400	0.000	0.000	0.500	84.100	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.960	0
13	3.034	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	191.400	379.980	1170.020	39.996	-101.400	0.000	0.000	0.500	84.100	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.960	0
14	3.265	Running | Goals: 0	0	0	1	-5663.200	-10080.200	1440.400	191.400	379.980	1170.020	39.996	-101.400	0.000	0.000	0.500	84.100	0.000	0.000	0.000	5656.854	-3620.020	-2829.980	76.427	866.466	104	104	97	97	649	57	429.289	0	20.000	-0.960	0
15	3.494	Running | Goals: 0	0	0	1	-5663.300	-10080.300	1440.400	192.300	369.971	1160.058	39.996	-102.300	0.141	14.122	0.800	84.100	0.000	0.000	0.000	5642.733	-3620.020	-2829.980	16.442	806.481	103	103	96	96	640	58	500.000	0	20.000	-0.934	0
16	3.714	Running | Goals: 0	0	0	1	-5663.300	-10080.300	1440.400	192.300	369.971	1160.058	39.996	-102.300	0.000	0.000	0.800	84.100	0.000	0.000	0.000	5642.733	-3620.020	-2829.980	16.442	806.481	103	103	96	96	640	58	500.000	0	20.000	-0.934	0
17	3.946	Running | Goals: 0	0	0	1	-5663.300	-10080.300	1440.400	192.300	369.971	1160.058	39.996	-102.300	0.000	0.000	0.800	84.100	0.000	0.000	0.000	5642.733	-3620.020	-2829.980	16.442	806.481	103	103	96	96	640	58	500.000	0	20.000	-0.934	0
18	4.176	Running | Goals: 0	0	0	1	-5663.300	-10080.300	1440.400	192.300	369.971	1160.058	39.996	-102.300	0.000	0.000	0.800	84.100	0.000	0.000	0.000	5642.733	-3620.020	-2829.980	16.442	806.481	103	103	96	96	640	58	500.000	0	20.000	-0.934	0
19	4.405	Running | Goals: 0	0	0	1	-5663.300	-10080.400	1440.400	193.900	369.971	1150.000	39.996	-103.900	0.101	10.059	1.200	84.300	0.200	0.000	0.000	5635.625	-3620.020	-2829.980	12.596	802.635	103	103	96	96	639	57	498.376	0	20.000	-0.912	0
20	4.625	Running | Goals: 0	0	0	1	-5663.300	-10080.400	1440.400	193.900	369.971	1150.000	39.996	-103.900	0.000	0.000	1.200	84.300	0.000	0.000	0.000	5635.625	-3620.020	-2829.980	12.596	802.635	103	103	96	96	639	57	498.376	0	20.000	-0.912	0
21	4.842	Running | Goals: 0	0	0	1	-5663.300	-10080.400	1440.400	193.900	369.971	1150.000	39.996	-103.900	0.000	0.000	1.200	84.300	0.000	0.000	0.000	5635.625	-3620.020	-2829.980	12.596	802.635	103	103	96	96	639	57	498.376	0	20.000	-0.912	0
22	5.072	Running | Goals: 0	0	0	1	-5663.300	-10080.400	1440.400	193.900	369.971	1150.000	39.996	-103.900	0.000	0.000	1.200	84.300	0.000	0.000	0.000	5635.625	-3620.020	-2829.980	12.596	802.635	103	103	96	96	639	57	498.376	0	20.000	-0.912	0
23	5.303	Running | Goals: 0	0	0	1	-5663.300	-10080.400	1440.400	193.900	369.971	1150.000	39.996	-103.900	0.000	0.000	1.200	84.300	0.000	0.000	0.000	5635.625	-3620.020	-2829.980	12.596	802.635	103	103	96	96	639	57	498.376	0	20.000	-0.912	0
24	5.537	Running | Goals: 0	0	0	1	-5663.400	-10080.601	1440.400	195.900	360.010	1129.980	39.996	-105.900	0.224	22.361	1.500	84.500	0.200	0.000	0.000	5614.439	-3620.020	-2829.980	12.640	802.679	103	103	96	96	639	57	477.275	0	20.000	-0.880	0
25	5.754	Running | Goals: 0	0	0	1	-5663.400	-10080.601	1440.400	195.900	360.010	1129.980	39.996	-105.900	0.000	0.000	1.500	84.500	0.000	0.000	0.000	5614.439	-3620.020	-2829.980	12.640	802.679	103	103	96	96	639	57	477.275	0	20.000	-0.880	0
26	5.980	Running | Goals: 0	0	0	1	-5663.400	-10080.601	1440.400	195.900	360.010	1129.980	39.996	-105.900	0.000	0.000	1.500	84.500	0.000	0.000	0.000	5614.439	-3620.020	-2829.980	12.640	802.679	103	103	96	96	639	57	477.275	0	20.000	-0.880	0
27	6.212	Running | Goals: 0	0	0	1	-5663.400	-10080.601	1440.400	195.900	360.010	1129.980	39.996	-105.900	0.000	0.000	1.500	84.500	0.000	0.000	0.000	5614.439	-3620.020	-2829.980	12.640	802.679	103	103	96	96	639	57	477.275	0	20.000	-0.880	0
28	6.443	Running | Goals: 0	0	0	1	-5663.500	-10080.800	1440.400	197.900	350.000	1110.058	39.996	-107.900	0.223	22.295	1.900	84.700	0.200	0.000	0.000	5593.296	-3620.020	-2829.980	12.629	752.668	103	102	96	95	636	57	491.474	0	28.851	-0.727	0
29	6.666	Running | Goals: 0	0	0	1	-5663.500	-10080.800	1440.400	197.900	350.000	1110.058	39.996	-107.900	0.000	0.000	1.900	84.700	0.000	0.000	0.000	5593.296	-3620.020	-2829.980	12.629	752.668	103	102	96	95	636	57	491.474	0	28.851	-0.727	0
30	6.882	Running | Goals: 0	0	0	1	-5663.500	-10080.800	1440.400	197.900	350.000	1110.058	39.996	-107.900	0.000	0.000	1.900	84.700	0.000	0.000	0.000	5593.296	-3620.020	-2829.980	12.629	752.668	103	102	96	95	636	57	491.474	0	28.851	-0.727	0
31	7.105	Running | Goals: 0	0	0	1	-5663.500	-10080.800	1440.400	197.900	350.000	1110.058	39.996	-107.900	0.000	0.000	1.900	84.700	0.000	0.000	0.000	5593.296	-3620.020	-2829.980	12.629	752.668	103	102	96	95	636	57	491.474	0	28.851	-0.727	0
32	7.334	Running | Goals: 0	0	0	1	-5663.500	-10080.800	1440.400	197.900	350.000	1110.058	39.996	-107.900	0.000	0.000	1.900	84.700	0.000	0.000	0.000	5593.296	-3620.020	-2829.980	12.629	752.668	103	102	96	95	636	57	491.474	0	28.851	-0.727	0
33	7.566	Running | Goals: 0	0	0	1	-5663.700	-10081.000	1440.500	199.900	329.980	1090.039	49.994	-109.900	0.300	30.025	2.500	84.900	0.200	0.000	0.000	5564.985	-3620.020	-2829.980	19.452	759.491	103	102	96	95	637	57	453.530	0	30.000	-0.666	0
34	7.783	Running | Goals: 0	0	0	1	-5663.700	-10081.000	1440.500	199.900	329.980	1090.039	49.994	-109.900	0.000	0.000	2.500	84.900	0.000	0.000	0.000	5564.985	-3620.020	-2829.980	19.452	759.491	103	102	96	95	637	57	453.530	0	30.000	-0.666	0
35	8.012	Running | Goals: 0	0	0	1	-5663.700	-10081.000	1440.500	199.900	329.980	1090.039	49.994	-109.900	0.000	0.000	2.500	84.900	0.000	0.000	0.000	5564.985	-3620.020	-2829.980	19.452	759.491	103	102	96	95	637	57	453.530	0	30.000	-0.666	0
36	8.249	Running | Goals: 0	0	0	1	-5663.700	-10081.000	1440.500	199.900	329.980	1090.039	49.994	-109.900	0.000	0.000	2.500	84.900	0.000	0.000	0.000	5564.985	-3620.020	-2829.980	19.452	759.491	103	102	96	95	637	57	453.530	0	30.000	-0.666	0
37	8.478	Running | Goals: 0	0	0	1	-5663.900	-10081.300	1440.500	201.900	310.010	1060.058	49.994	-111.900	0.360	36.023	3.300	85.300	0.400	0.000	0.000	5529.696	-3620.020	-2829.980	-37.360	702.679	102	101	95	94	628	57	498.383	0	30.000	-0.637	0
38	8.727	Running | Goals: 0	0	0	1	-5663.900	-10081.300	1440.500	201.900	310.010	1060.058	49.994	-111.900	0.000	0.000	3.300	85.300	0.000	0.000	0.000	5529.696	-3620.020	-2829.980	-37.360	702.679	102	101	95	94	628	57	498.383	0	30.000	-0.637	0
39	8.960	Running | Goals: 0	0	0	1	-5663.900	-10081.300	1440.500	201.900	310.010	1060.058	49.994	-111.900	0.000	0.000	3.300	85.300	0.000	0.000	0.000	5529.696	-3620.020	-2829.980	-37.360	702.679	102	101	95	94	628	57	498.383	0	30.000	-0.637	0
40	9.179	Running | Goals: 0	0	0	1	-5663.900	-10081.300	1440.500	201.900	310.010	1060.058	49.994	-111.900	0.000	0.000	3.300	85.300	0.000	0.000	0.000	5529.696	-3620.020	-2829.980	-37.360	702.679	102	101	95	94	628	57	498.383	0	30.000	-0.637	0
41	9.404	Running | Goals: 0	0	0	1	-5663.900	-10081.300	1440.500	201.900	310.010	1060.058	49.994	-111.900	0.000	0.000	3.300	85.300	0.000	0.000	0.000	5529.696	-3620.020	-2829.980	-37.360	702.679	102	101	95	94	628	57	498.383	0	30.000	-0.637	0
42	9.633	Running | Goals: 0	0	0	1	-5664.100	-10081.700	1440.500	204.200	289.990	1020.020	49.994	-114.200	0.448	44.765	4.300	85.800	0.500	0.000	0.000	5487.320	-3620.020	-2829.980	-27.961	712.078	102	101	95	94	629	57	442.629	0	30.000	-0.620	0
43	9.861	Running | Goals: 0	0	0	1	-5664.100	-10081.700	1440.500	204.200	289.990	1020.020	49.994	-114.200	0.000	0.000	4.300	85.800	0.000	0.000	0.000	5487.320	-3620.020	-2829.980	-27.961	712.078	102	101	95	94	629	57	442.629	0	30.000	-0.620	0
44	10.090	Running | Goals: 0	0	0	1	-5664.100	-10081.700	1440.500	204.200	289.990	1020.020	49.994	-114.200	0.000	0.000	4.300	85.800	0.000	0.000	0.000	5487.320	-3620.020	-2829.980	-27.961	712.078	102	101	95	94	629	57	442.629	0	30.000	-0.620	0
45	10.308	Running | Goals: 0	0	0	1	-5664.100	-10081.700	1440.500	204.200	289.990	1020.020	49.994	-114.200	0.000	0.000	4.300	85.800	0.000	0.000	0.000	5487.320	-3620.020	-2829.980	-27.961	712.078	102	101	95	94	629	57	442.629	0	30.000	-0.620	0
46	10.523	Running | Goals: 0	0	0	1	-5664.400	-10082.200	1440.500	206.600	260.010	970.020	49.994	-116.600	0.583	58.299	5.300	86.300	0.500	0.000	0.000	5430.896	-3620.020	-2829.980	-80.541	659.498	101	100	94	93	621	57	460.867	0	30.000	-0.601	0
47	10.738	Running | Goals: 0	0	0	1	-5664.400	-10082.200	1440.500	206.600	260.010	970.020	49.994	-116.600	0.000	0.000	5.300	86.300	0.000	0.000	0.000	5430.896	-3620.020	-2829.980	-80.541	659.498	101	100	94	93	621	57	460.867	0	30.000	-0.601	0
48	10.963	Running | Goals: 0	0	0	1	-5664.400	-10082.200	1440.500	206.600	260.010	970.020	49.994	-116.600	0.000	0.000	5.300	86.300	0.000	0.000	0.000	5430.896	-3620.020	-2829.980	-80.541	659.498	101	100	94	93	621	57	460.867	0	30.000	-0.601	0
49	11.205	Running | Goals: 0	0	0	1	-5664.400	-10082.200	1440.500	206.600	260.010	970.020	49.994	-116.600	0.000	0.000	5.300	86.300	0.000	0.000	0.000	5430.896	-3620.020	-2829.980	-80.541	659.498	101	100	94	93	621	57	460.867	0	30.000	-0.601	0
50	11.435	Running | Goals: 0	0	0	1	-5664.400	-10082.200	1440.500	206.600	260.010	970.020	49.994	-116.600	0.000	0.000	5.300	86.300	0.000	0.000	0.000	5430.896	-3620.020	-2829.980	-80.541	659.498	101	100	94	93	621	57	460.867	0	30.000	-0.601	0
51	11.693	Running | Goals: 0	0	0	1	-5664.700	-10082.800	1440.600	209.600	229.980	910.058	59.992	-119.600	0.678	67.801	6.500	87.000	0.700	0.000	0.000	5367.531	-3620.020	-2829.980	-77.943	562.096	101	98	94	91	615	57	464.645	0	30.000	-0.340	0
52	11.914	Running | Goals: 0	0	0	1	-5664.700	-10082.800	1440.600	209.600	229.980	910.058	59.992	-119.600	0.000	0.000	6.500	87.000	0.000	0.000	0.000	5367.531	-3620.020	-2829.980	-77.943	562.096	101	98	94	91	615	57	464.645	0	30.000	-0.340	0
53	12.147	Running | Goals: 0	0	0	1	-5664.700	-10082.800	1440.600	209.600	229.980	910.058	59.992	-119.600	0.000	0.000	6.500	87.000	0.000	0.000	0.000	5367.531	-3620.020	-2829.980	-77.943	562.096	101	98	94	91	615	57	464.645	0	30.000	-0.340	0
54	12.382	Running | Goals: 0	0	0	1	-5665.200	-10083.400	1440.600	211.700	179.980	850.000	59.992	-121.700	0.781	78.148	7.700	87.700	0.700	0.000	0.000	5289.826	-3620.020	-2829.980	-130.548	509.491	100	97	93	90	607	57	460.841	0	30.000	-0.305	0
55	12.631	Running | Goals: 0	0	0	1	-5665.200	-10083.400	1440.600	211.700	179.980	850.000	59.992	-121.700	0.000	0.000	7.700	87.700	0.000	0.000	0.000	5289.826	-3620.020	-2829.980	-130.548	509.491	100	97	93	90	607	57	460.841	0	30.000	-0.305	0
56	12.851	Running | Goals: 0	0	0	1	-5665.200	-10083.400	1440.600	211.700	179.980	850.000	59.992	-121.700	0.000	0.000	7.700	87.700	0.000	0.000	0.000	5289.826	-3620.020	-2829.980	-130.548	509.491	100	97	93	90	607	57	460.841	0	30.000	-0.305	0
57	13.084	Running | Goals: 0	0	0	1	-5665.200	-10083.400	1440.600	211.700	179.980	850.000	59.992	-121.700	0.000	0.000	7.700	87.700	0.000	0.000	0.000	5289.826	-3620.020	-2829.980	-130.548	509.491	100	97	93	90	607	57	460.841	0	30.000	-0.305	0
58	13.334	Running | Goals: 0	0	0	1	-5665.200	-10083.400	1440.600	211.700	179.980	850.000	59.992	-121.700	0.000	0.000	7.700	87.700	0.000	0.000	0.000	5289.826	-3620.020	-2829.980	-130.548	509.491	100	97	93	90	607	57	460.841	0	30.000	-0.305	0
59	13.571	Running | Goals: 0	0	0	1	-5665.700	-10084.200	1440.700	212.800	129.980	770.020	70.001	-122.800	0.949	94.853	9.300	88.600	0.900	0.000	0.000	5198.317	-3620.020	-2829.980	-173.573	466.466	99	96	92	89	600	57	429.289	0	30.000	-0.349	0
60	13.791	Running | Goals: 0	0	0	1	-5665.700	-10084.200	1440.700	212.800	129.980	770.020	70.001	-122.800	0.000	0.000	9.300	88.600	0.000	0.000	0.000	5198.317	-3620.020	-2829.980	-173.573	466.466	99	96	92	89	600	57	429.289	0	30.000	-0.349	0
61	14.023	Running | Goals: 0	0	0	1	-5665.700	-10084.200	1440.700	212.800	129.980	770.020	70.001	-122.800	0.000	0.000	9.300	88.600	0.000	0.000	0.000	5198.317	-3620.020	-2829.980	-173.573	466.466	99	96	92	89	600	57	429.289	0	30.000	-0.349	0
62	14.263	Running | Goals: 0	0	0	1	-5665.700	-10084.200	1440.700	212.800	129.980	770.020	70.001	-122.800	0.000	0.000	9.300	88.600	0.000	0.000	0.000	5198.317	-3620.020	-2829.980	-173.573	466.466	99	96	92	89	600	57	429.289	0	30.000	-0.349	0
63	14.492	Running | Goals: 0	0	0	1	-5665.700	-10084.200	1440.700	212.800	129.980	770.020	70.001	-122.800	0.000	0.000	9.300	88.600	0.000	0.000	0.000	5198.317	-3620.020	-2829.980	-173.573	466.466	99	96	92	89	600	57	429.289	0	30.000	-0.349	0
64	14.755	Running | Goals: 0	0	0	1	-5666.300	-10085.000	1440.700	214.100	69.971	690.039	70.001	-124.100	1.000	99.990	10.900	89.700	1.100	0.000	0.000	5099.663	-3620.020	-2829.980	-287.403	352.636	97	94	90	87	582	57	491.485	0	30.000	-0.358	0
65	14.974	Running | Goals: 0	0	0	1	-5666.300	-10085.000	1440.700	214.100	69.971	690.039	70.001	-124.100	0.000	0.000	10.900	89.700	0.000	0.000	0.000	5099.663	-3620.020	-2829.980	-287.403	352.636	97	94	90	87	582	57	491.485	0	30.000	-0.358	0
66	15.210	Running | Goals: 0	0	0	1	-5666.300	-10085.000	1440.700	214.100	69.971	690.039	70.001	-124.100	0.000	0.000	10.900	89.700	0.000	0.000	0.000	5099.663	-3620.020	-2829.980	-287.403	352.636	97	94	90	87	582	57	491.485	0	30.000	-0.358	0
67	15.433	Running | Goals: 0	0	0	1	-5666.300	-10085.000	1440.700	214.100	69.971	690.039	70.001	-124.100	0.000	0.000	10.900	89.700	0.000	0.000	0.000	5099.663	-3620.020	-2829.980	-287.403	352.636	97	94	90	87	582	57	491.485	0	30.000	-0.358	0
68	15.664	Running | Goals: 0	0	0	1	-5666.400	-10085.601	1440.800	233.700	60.010	629.980	79.999	-143.700	0.617	61.694	1.300	90.500	0.800	0.000	0.000	5051.133	-3620.020	-2829.980	-287.360	302.679	97	93	90	86	579	57	477.275	0	30.000	0.200	0
69	15.885	Running | Goals: 0	0	0	1	-5666.400	-10085.601	1440.800	233.700	60.010	629.980	79.999	-143.700	0.000	0.000	1.300	90.500	0.000	0.000	0.000	5051.133	-3620.020	-2829.980	-287.360	302.679	97	93	90	86	579	57	477.275	0	30.000	0.200	0
70	16.122	Running | Goals: 0	0	0	1	-5666.400	-10085.601	1440.800	233.700	60.010	629.980	79.999	-143.700	0.000	0.000	1.300	90.500	0.000	0.000	0.000	5051.133	-3620.020	-2829.980	-287.360	302.679	97	93	90	86	579	57	477.275	0	30.000	0.200	0
71	16.350	Running | Goals: 0	0	0	1	-5666.400	-10085.601	1440.800	233.700	60.010	629.980	79.999	-143.700	0.000	0.000	1.300	90.500	0.000	0.000	0.000	5051.133	-3620.020	-2829.980	-287.360	302.679	97	93	90	86	579	57	477.275	0	30.000	0.200	0
72	16.580	Running | Goals: 0	0	0	1	-5666.000	-10085.900	1440.800	243.500	100.000	600.000	79.999	-153.500	0.500	49.980	-2.600	90.900	0.400	0.000	0.000	5059.971	-3620.020	-2829.980	-243.592	246.447	98	92	91	85	580	57	493.007	0	30.000	0.552	0
73	16.807	Running | Goals: 0	0	0	1	-5666.000	-10085.900	1440.800	243.500	100.000	600.000	79.999	-153.500	0.000	0.000	-2.600	90.900	0.000	0.000	0.000	5059.971	-3620.020	-2829.980	-243.592	246.447	98	92	91	85	580	57	493.007	0	30.000	0.552	0
74	17.039	Running | Goals: 0	0	0	1	-5666.000	-10085.900	1440.800	243.500	100.000	600.000	79.999	-153.500	0.000	0.000	-2.600	90.900	0.000	0.000	0.000	5059.971	-3620.020	-2829.980	-243.592	246.447	98	92	91	85	580	57	493.007	0	30.000	0.552	0
75	17.273	Running | Goals: 0	0	0	1	-5666.000	-10085.900	1440.800	243.500	100.000	600.000	79.999	-153.500	0.000	0.000	-2.600	90.900	0.000	0.000	0.000	5059.971	-3620.020	-2829.980	-243.592	246.447	98	92	91	85	580	57	493.007	0	30.000	0.552	0
76	17.500	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.800	245.800	119.971	600.000	79.999	-155.800	0.200	19.971	-2.200	91.200	0.300	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.571	0
77	17.727	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.800	245.800	119.971	600.000	79.999	-155.800	0.000	0.000	-2.200	91.200	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.571	0
78	17.961	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.800	245.800	119.971	600.000	79.999	-155.800	0.000	0.000	-2.200	91.200	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.571	0
79	18.191	Running | Goals: 0	0	0	1	-5665.800	-10085.900	1440.800	245.800	119.971	600.000	79.999	-155.800	0.000	0.000	-2.200	91.200	0.000	0.000	0.000	5074.672	-3620.020	-2829.980	-237.404	252.635	98	92	91	85	581	57	498.376	0	30.000	0.571	0
80	18.419	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	246.000	139.990	610.058	70.001	-156.000	0.245	24.534	-1.200	91.400	0.200	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.673	0
81	18.647	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	246.000	139.990	610.058	70.001	-156.000	0.000	0.000	-1.200	91.400	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.673	0
82	18.875	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	246.000	139.990	610.058	70.001	-156.000	0.000	0.000	-1.200	91.400	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.673	0
83	19.110	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	246.000	139.990	610.058	70.001	-156.000	0.000	0.000	-1.200	91.400	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.673	0
84	19.355	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	246.000	139.990	610.058	70.001	-156.000	0.000	0.000	-1.200	91.400	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.673	0
85	19.586	Running | Goals: 0	0	0	1	-5665.500	-10085.800	1440.700	246.200	150.000	610.058	70.001	-156.200	0.100	10.010	-0.300	91.500	0.100	0.000	0.000	5103.618	-3620.020	-2829.980	-187.371	252.668	99	92	92	85	586	57	491.474	0	30.000	0.653	0
86	19.814	Running | Goals: 0	0	0	1	-5665.500	-10085.800	1440.700	246.200	150.000	610.058	70.001	-156.200	0.000	0.000	-0.300	91.500	0.000	0.000	0.000	5103.618	-3620.020	-2829.980	-187.371	252.668	99	92	92	85	586	57	491.474	0	30.000	0.653	0
87	20.044	Running | Goals: 0	0	0	1	-5665.500	-10085.800	1440.700	246.200	150.000	610.058	70.001	-156.200	0.000	0.000	-0.300	91.500	0.000	0.000	0.000	5103.618	-3620.020	-2829.980	-187.371	252.668	99	92	92	85	586	57	491.474	0	30.000	0.653	0
88	20.272	Running | Goals: 0	0	0	1	-5665.500	-10085.800	1440.700	246.200	150.000	610.058	70.001	-156.200	0.000	0.000	-0.300	91.500	0.000	0.000	0.000	5103.618	-3620.020	-2829.980	-187.371	252.668	99	92	92	85	586	57	491.474	0	30.000	0.653	0
89	20.505	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.800	246.300	139.990	610.058	79.999	-156.300	0.141	14.147	0.300	91.600	0.100	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.681	0
90	20.754	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.800	246.300	139.990	610.058	79.999	-156.300	0.000	0.000	0.300	91.600	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.681	0
91	20.984	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.800	246.300	139.990	610.058	79.999	-156.300	0.000	0.000	0.300	91.600	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.681	0
92	21.217	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.800	246.300	139.990	610.058	79.999	-156.300	0.000	0.000	0.300	91.600	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.681	0
93	21.448	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	245.800	139.990	610.058	70.001	-155.800	0.100	9.998	1.100	91.700	0.100	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.667	0
94	21.679	Running | Goals: 0	0	0	1	-5665.600	-10085.800	1440.700	245.800	139.990	610.058	70.001	-155.800	0.000	0.000	1.100	91.700	0.000	0.000	0.000	5096.228	-3620.020	-2829.980	-183.558	256.481	99	92	92	85	587	58	479.271	0	30.000	0.667	0
