step_idx	elapsed_s	status	reverse_active	obstacle_added	stuck_detection_armed	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_speed	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_dist_cm	goal_x_cm	goal_y_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	path_len	waypoint_idx	waypoint_distance_cm	goals_reached	throttle_cmd	steering_cmd	obstacle_total
2277	588.255	Running | Goals: 6	0	0	1	-5621.000	-10133.400	1437.900	104.800	4600.000	-4150.000	-210.004	-14.800	0.000	0.000	8.700	527.300	0.000	0.000	0.000	6806.327	1592.761	1955.949	4467.761	-3725.598	84	16	81	24	858	53	444.527	6	20.000	1.000	80
2278	588.558	Running | Goals: 6	0	0	1	-5620.200	-10133.300	1437.800	95.900	4679.980	-4139.942	-220.001	-5.900	0.812	81.228	8.700	528.100	0.800	0.000	0.000	6833.066	1592.761	1955.949	4517.761	-3720.384	85	16	82	24	861	54	449.826	6	20.000	1.000	80
2279	588.876	Running | Goals: 6	0	0	1	-5620.200	-10133.300	1437.800	95.900	4679.980	-4139.942	-220.001	-5.900	0.000	0.000	8.700	528.100	0.000	0.000	0.000	6833.066	1592.761	1955.949	4517.761	-3720.384	85	16	82	24	861	54	449.826	6	20.000	1.000	80
2280	589.175	Running | Goals: 6	0	0	1	-5620.200	-10133.300	1437.800	95.900	4679.980	-4139.942	-220.001	-5.900	0.000	0.000	8.700	528.100	0.000	0.000	0.000	6833.066	1592.761	1955.949	4517.761	-3720.384	85	16	82	24	861	54	449.826	6	20.000	1.000	80
2281	589.499	Running | Goals: 6	0	0	1	-5619.100	-10133.000	1437.800	84.000	4789.990	-4109.961	-220.001	6.000	1.140	114.022	8.700	529.200	1.100	0.000	0.000	6856.933	1592.761	1955.949	4617.761	-3683.935	87	17	84	25	863	54	459.522	6	20.000	1.000	80
2282	589.792	Running | Goals: 6	0	0	1	-5619.100	-10133.000	1437.800	84.000	4789.990	-4109.961	-220.001	6.000	0.000	0.000	8.700	529.200	0.000	0.000	0.000	6856.933	1592.761	1955.949	4617.761	-3683.935	87	17	84	25	863	54	459.522	6	20.000	1.000	80
2283	590.125	Running | Goals: 6	0	0	1	-5619.100	-10133.000	1437.800	84.000	4789.990	-4109.961	-220.001	6.000	0.000	0.000	8.700	529.200	0.000	0.000	0.000	6856.933	1592.761	1955.949	4617.761	-3683.935	87	17	84	25	863	54	459.522	6	20.000	1.000	80
2284	590.419	Running | Goals: 6	0	0	1	-5619.100	-10133.000	1437.800	84.000	4789.990	-4109.961	-220.001	6.000	0.000	0.000	8.700	529.200	0.000	0.000	0.000	6856.933	1592.761	1955.949	4617.761	-3683.935	87	17	84	25	863	54	459.522	6	20.000	1.000	80
2285	590.745	Running | Goals: 6	0	0	1	-5618.100	-10132.601	1437.800	72.500	4889.990	-4070.020	-220.001	17.500	1.077	107.682	8.700	530.200	1.000	0.000	0.000	6869.062	1592.761	1955.949	4717.761	-3640.605	89	18	86	26	865	54	462.666	6	20.000	1.000	80
2286	591.041	Running | Goals: 6	0	0	1	-5618.100	-10132.601	1437.800	72.500	4889.990	-4070.020	-220.001	17.500	0.000	0.000	8.700	530.200	0.000	0.000	0.000	6869.062	1592.761	1955.949	4717.761	-3640.605	89	18	86	26	865	54	462.666	6	20.000	1.000	80
2287	591.354	Running | Goals: 6	0	0	1	-5618.100	-10132.601	1437.800	72.500	4889.990	-4070.020	-220.001	17.500	0.000	0.000	8.700	530.200	0.000	0.000	0.000	6869.062	1592.761	1955.949	4717.761	-3640.605	89	18	86	26	865	54	462.666	6	20.000	1.000	80
2288	591.651	Running | Goals: 6	0	0	1	-5617.300	-10132.000	1437.800	60.800	4969.971	-4009.961	-220.001	29.200	1.000	100.020	8.700	531.300	1.100	0.000	0.000	6855.481	1592.761	1955.949	4624.888	-3652.146	91	19	84	26	864	57	497.105	6	20.000	1.000	80
2289	591.964	Running | Goals: 6	0	0	1	-5617.300	-10132.000	1437.800	60.800	4969.971	-4009.961	-220.001	29.200	0.000	0.000	8.700	531.300	0.000	0.000	0.000	6855.481	1592.761	1955.949	4624.888	-3652.146	91	19	84	26	864	57	497.105	6	20.000	1.000	80
2290	592.272	Running | Goals: 6	0	0	1	-5617.300	-10132.000	1437.800	60.800	4969.971	-4009.961	-220.001	29.200	0.000	0.000	8.700	531.300	0.000	0.000	0.000	6855.481	1592.761	1955.949	4624.888	-3652.146	91	19	84	26	864	57	497.105	6	20.000	1.000	80
2291	592.573	Running | Goals: 6	0	0	1	-5616.600	-10131.101	1437.800	48.800	5039.990	-3920.020	-220.001	41.200	1.140	113.983	8.700	532.400	1.100	0.000	0.000	6812.517	1592.761	1955.949	4687.863	-3565.121	92	24	85	31	859	57	499.946	6	20.000	1.000	80
2292	592.879	Running | Goals: 6	0	0	1	-5616.600	-10131.101	1437.800	48.800	5039.990	-3920.020	-220.001	41.200	0.000	0.000	8.700	532.400	0.000	0.000	0.000	6812.517	1592.761	1955.949	4687.863	-3565.121	92	24	85	31	859	57	499.946	6	20.000	1.000	80
2293	593.176	Running | Goals: 6	0	0	1	-5616.600	-10131.101	1437.800	48.800	5039.990	-3920.020	-220.001	41.200	0.000	0.000	8.700	532.400	0.000	0.000	0.000	6812.517	1592.761	1955.949	4687.863	-3565.121	92	24	85	31	859	57	499.946	6	20.000	1.000	80
2294	593.471	Running | Goals: 6	0	0	1	-5616.000	-10130.200	1437.800	36.500	5100.000	-3829.980	-220.001	53.500	1.082	108.205	8.700	533.500	1.100	0.000	0.000	6765.922	1592.761	1955.949	4780.665	-3507.923	94	25	87	32	859	57	453.538	6	20.000	1.000	80
2295	593.773	Running | Goals: 6	0	0	1	-5616.000	-10130.200	1437.800	36.500	5100.000	-3829.980	-220.001	53.500	0.000	0.000	8.700	533.500	0.000	0.000	0.000	6765.922	1592.761	1955.949	4780.665	-3507.923	94	25	87	32	859	57	453.538	6	20.000	1.000	80
2296	594.075	Running | Goals: 6	0	0	1	-5616.000	-10130.200	1437.800	36.500	5100.000	-3829.980	-220.001	53.500	0.000	0.000	8.700	533.500	0.000	0.000	0.000	6765.922	1592.761	1955.949	4780.665	-3507.923	94	25	87	32	859	57	453.538	6	20.000	1.000	80
2297	594.408	Running | Goals: 6	0	0	1	-5616.000	-10130.200	1437.800	36.500	5100.000	-3829.980	-220.001	53.500	0.000	0.000	8.700	533.500	0.000	0.000	0.000	6765.922	1592.761	1955.949	4780.665	-3507.923	94	25	87	32	859	57	453.538	6	20.000	1.000	80
2298	594.704	Running | Goals: 6	0	0	1	-5615.700	-10129.000	1437.800	23.000	5129.980	-3709.961	-220.001	67.000	1.237	123.707	8.600	534.800	1.300	0.000	0.000	6679.405	1592.761	1955.949	4777.856	-3355.115	94	28	87	35	843	57	499.907	6	20.000	1.000	80
2299	595.028	Running | Goals: 6	0	0	1	-5615.700	-10129.000	1437.800	23.000	5129.980	-3709.961	-220.001	67.000	0.000	0.000	8.600	534.800	0.000	0.000	0.000	6679.405	1592.761	1955.949	4777.856	-3355.115	94	28	87	35	843	57	499.907	6	20.000	1.000	80
2300	595.328	Running | Goals: 6	0	0	1	-5615.700	-10129.000	1437.800	23.000	5129.980	-3709.961	-220.001	67.000	0.000	0.000	8.600	534.800	0.000	0.000	0.000	6679.405	1592.761	1955.949	4777.856	-3355.115	94	28	87	35	843	57	499.907	6	20.000	1.000	80
2301	595.631	Running | Goals: 6	0	0	1	-5615.600	-10127.800	1437.900	9.500	5139.990	-3589.942	-210.004	80.500	1.209	120.850	8.600	536.000	1.200	0.000	0.000	6583.292	1592.761	1955.949	4780.331	-3257.589	94	30	87	37	834	57	489.707	6	20.000	1.000	80
2302	595.943	Running | Goals: 6	0	0	1	-5615.600	-10127.800	1437.900	9.500	5139.990	-3589.942	-210.004	80.500	0.000	0.000	8.600	536.000	0.000	0.000	0.000	6583.292	1592.761	1955.949	4780.331	-3257.589	94	30	87	37	834	57	489.707	6	20.000	1.000	80
2303	596.257	Running | Goals: 6	0	0	1	-5615.600	-10127.800	1437.900	9.500	5139.990	-3589.942	-210.004	80.500	0.000	0.000	8.600	536.000	0.000	0.000	0.000	6583.292	1592.761	1955.949	4780.331	-3257.589	94	30	87	37	834	57	489.707	6	20.000	1.000	80
2304	596.550	Running | Goals: 6	0	0	1	-5615.900	-10126.601	1437.900	355.900	5110.010	-3470.020	-210.004	94.100	1.236	123.613	8.700	537.200	1.200	0.000	0.000	6466.233	1592.761	1955.949	4782.716	-3109.974	94	33	87	40	819	57	486.574	6	20.000	1.000	80
2305	596.848	Running | Goals: 6	0	0	1	-5615.900	-10126.601	1437.900	355.900	5110.010	-3470.020	-210.004	94.100	0.000	0.000	8.700	537.200	0.000	0.000	0.000	6466.233	1592.761	1955.949	4782.716	-3109.974	94	33	87	40	819	57	486.574	6	20.000	1.000	80
2306	597.159	Running | Goals: 6	0	0	1	-5615.900	-10126.601	1437.900	355.900	5110.010	-3470.020	-210.004	94.100	0.000	0.000	8.700	537.200	0.000	0.000	0.000	6466.233	1592.761	1955.949	4782.716	-3109.974	94	33	87	40	819	57	486.574	6	20.000	1.000	80
2307	597.451	Running | Goals: 6	0	0	1	-5616.300	-10125.500	1438.000	342.900	5069.971	-3359.961	-200.006	107.100	1.175	117.541	8.700	538.400	1.200	0.000	0.000	6352.155	1592.761	1955.949	4724.888	-3002.146	93	35	86	42	805	57	497.105	6	26.438	0.767	80
2308	597.740	Running | Goals: 6	0	0	1	-5616.300	-10125.500	1438.000	342.900	5069.971	-3359.961	-200.006	107.100	0.000	0.000	8.700	538.400	0.000	0.000	0.000	6352.155	1592.761	1955.949	4724.888	-3002.146	93	35	86	42	805	57	497.105	6	26.438	0.767	80
2309	598.030	Running | Goals: 6	0	0	1	-5616.300	-10125.500	1438.000	342.900	5069.971	-3359.961	-200.006	107.100	0.000	0.000	8.700	538.400	0.000	0.000	0.000	6352.155	1592.761	1955.949	4724.888	-3002.146	93	35	86	42	805	57	497.105	6	26.438	0.767	80
2310	598.320	Running | Goals: 6	0	0	1	-5616.300	-10125.500	1438.000	342.900	5069.971	-3359.961	-200.006	107.100	0.000	0.000	8.700	538.400	0.000	0.000	0.000	6352.155	1592.761	1955.949	4724.888	-3002.146	93	35	86	42	805	57	497.105	6	26.438	0.767	80
2311	598.625	Running | Goals: 6	0	0	1	-5617.000	-10124.601	1438.000	331.700	5000.000	-3270.020	-200.006	118.300	1.140	113.953	9.300	539.500	1.100	0.000	0.000	6238.591	1592.761	1955.949	4685.893	-2913.151	92	37	85	44	794	58	475.414	6	30.000	0.373	80
2312	598.944	Running | Goals: 6	0	0	1	-5617.000	-10124.601	1438.000	331.700	5000.000	-3270.020	-200.006	118.300	0.000	0.000	9.300	539.500	0.000	0.000	0.000	6238.591	1592.761	1955.949	4685.893	-2913.151	92	37	85	44	794	58	475.414	6	30.000	0.373	80
2313	599.235	Running | Goals: 6	0	0	1	-5617.000	-10124.601	1438.000	331.700	5000.000	-3270.020	-200.006	118.300	0.000	0.000	9.300	539.500	0.000	0.000	0.000	6238.591	1592.761	1955.949	4685.893	-2913.151	92	37	85	44	794	58	475.414	6	30.000	0.373	80
2314	599.523	Running | Goals: 6	0	0	1	-5617.800	-10123.601	1438.000	325.300	4919.971	-3170.020	-200.006	124.700	1.281	128.081	10.300	540.800	1.300	0.000	0.000	6111.127	1592.761	1955.949	4581.955	-2809.213	90	39	83	46	777	57	494.405	6	30.000	0.241	80
2315	599.837	Running | Goals: 6	0	0	1	-5617.800	-10123.601	1438.000	325.300	4919.971	-3170.020	-200.006	124.700	0.000	0.000	10.300	540.800	0.000	0.000	0.000	6111.127	1592.761	1955.949	4581.955	-2809.213	90	39	83	46	777	57	494.405	6	30.000	0.241	80
2316	600.144	Running | Goals: 6	0	0	1	-5617.800	-10123.601	1438.000	325.300	4919.971	-3170.020	-200.006	124.700	0.000	0.000	10.300	540.800	0.000	0.000	0.000	6111.127	1592.761	1955.949	4581.955	-2809.213	90	39	83	46	777	57	494.405	6	30.000	0.241	80
2317	600.427	Running | Goals: 6	0	0	1	-5617.800	-10123.601	1438.000	325.300	4919.971	-3170.020	-200.006	124.700	0.000	0.000	10.300	540.800	0.000	0.000	0.000	6111.127	1592.761	1955.949	4581.955	-2809.213	90	39	83	46	777	57	494.405	6	30.000	0.241	80
2318	600.728	Running | Goals: 6	0	0	1	-5618.600	-10122.500	1438.100	323.700	4839.990	-3059.961	-190.008	126.300	1.364	136.417	11.000	542.100	1.300	0.000	0.000	5975.269	1592.761	1955.949	4483.147	-2710.405	88	41	81	48	761	57	499.526	6	30.000	0.265	80
2319	601.015	Running | Goals: 6	0	0	1	-5618.600	-10122.500	1438.100	323.700	4839.990	-3059.961	-190.008	126.300	0.000	0.000	11.000	542.100	0.000	0.000	0.000	5975.269	1592.761	1955.949	4483.147	-2710.405	88	41	81	48	761	57	499.526	6	30.000	0.265	80
2320	601.353	Running | Goals: 6	0	0	1	-5618.600	-10122.500	1438.100	323.700	4839.990	-3059.961	-190.008	126.300	0.000	0.000	11.000	542.100	0.000	0.000	0.000	5975.269	1592.761	1955.949	4483.147	-2710.405	88	41	81	48	761	57	499.526	6	30.000	0.265	80
2321	601.674	Running | Goals: 6	0	0	1	-5619.400	-10121.400	1438.100	322.800	4760.010	-2950.000	-190.008	127.200	1.360	135.972	10.900	543.500	1.400	0.000	0.000	5839.503	1592.761	1955.949	4420.723	-2597.981	87	43	80	50	746	57	488.910	6	30.000	0.193	80
2322	601.994	Running | Goals: 6	0	0	1	-5619.400	-10121.400	1438.100	322.800	4760.010	-2950.000	-190.008	127.200	0.000	0.000	10.900	543.500	0.000	0.000	0.000	5839.503	1592.761	1955.949	4420.723	-2597.981	87	43	80	50	746	57	488.910	6	30.000	0.193	80
2323	602.313	Running | Goals: 6	0	0	1	-5619.400	-10121.400	1438.100	322.800	4760.010	-2950.000	-190.008	127.200	0.000	0.000	10.900	543.500	0.000	0.000	0.000	5839.503	1592.761	1955.949	4420.723	-2597.981	87	43	80	50	746	57	488.910	6	30.000	0.193	80
2324	602.602	Running | Goals: 6	0	0	1	-5620.300	-10120.400	1438.100	321.900	4669.971	-2850.000	-190.008	128.100	1.346	134.562	11.000	544.800	1.300	0.000	0.000	5706.694	1592.761	1955.949	4417.761	-2454.022	85	45	80	53	730	56	469.477	6	30.000	-0.160	80
2325	602.917	Running | Goals: 6	0	0	1	-5620.300	-10120.400	1438.100	321.900	4669.971	-2850.000	-190.008	128.100	0.000	0.000	11.000	544.800	0.000	0.000	0.000	5706.694	1592.761	1955.949	4417.761	-2454.022	85	45	80	53	730	56	469.477	6	30.000	-0.160	80
2326	603.199	Running | Goals: 6	0	0	1	-5620.300	-10120.400	1438.100	321.900	4669.971	-2850.000	-190.008	128.100	0.000	0.000	11.000	544.800	0.000	0.000	0.000	5706.694	1592.761	1955.949	4417.761	-2454.022	85	45	80	53	730	56	469.477	6	30.000	-0.160	80
2327	603.485	Running | Goals: 6	0	0	1	-5621.000	-10119.400	1438.100	321.600	4600.000	-2750.000	-190.008	128.400	1.220	122.049	11.100	546.100	1.300	0.000	0.000	5584.750	1592.761	1955.949	4347.962	-2375.220	84	47	79	54	718	56	451.645	6	30.000	-0.128	80
2328	603.762	Running | Goals: 6	0	0	1	-5621.000	-10119.400	1438.100	321.600	4600.000	-2750.000	-190.008	128.400	0.000	0.000	11.100	546.100	0.000	0.000	0.000	5584.750	1592.761	1955.949	4347.962	-2375.220	84	47	79	54	718	56	451.645	6	30.000	-0.128	80
2329	604.053	Running | Goals: 6	0	0	1	-5621.000	-10119.400	1438.100	321.600	4600.000	-2750.000	-190.008	128.400	0.000	0.000	11.100	546.100	0.000	0.000	0.000	5584.750	1592.761	1955.949	4347.962	-2375.220	84	47	79	54	718	56	451.645	6	30.000	-0.128	80
2330	604.334	Running | Goals: 6	0	0	1	-5621.000	-10119.400	1438.100	321.600	4600.000	-2750.000	-190.008	128.400	0.000	0.000	11.100	546.100	0.000	0.000	0.000	5584.750	1592.761	1955.949	4347.962	-2375.220	84	47	79	54	718	56	451.645	6	30.000	-0.128	80
2331	604.615	Running | Goals: 6	0	0	1	-5621.900	-10118.400	1438.200	322.000	4510.010	-2650.000	-179.999	128.000	1.349	134.902	11.300	547.400	1.300	0.000	0.000	5452.073	1592.761	1955.949	4241.434	-2268.692	82	49	76	57	701	56	466.400	6	30.000	-0.081	80
2332	604.891	Running | Goals: 6	0	0	1	-5621.900	-10118.400	1438.200	322.000	4510.010	-2650.000	-179.999	128.000	0.000	0.000	11.300	547.400	0.000	0.000	0.000	5452.073	1592.761	1955.949	4241.434	-2268.692	82	49	76	57	701	56	466.400	6	30.000	-0.081	80
2333	605.171	Running | Goals: 6	0	0	1	-5621.900	-10118.400	1438.200	322.000	4510.010	-2650.000	-179.999	128.000	0.000	0.000	11.300	547.400	0.000	0.000	0.000	5452.073	1592.761	1955.949	4241.434	-2268.692	82	49	76	57	701	56	466.400	6	30.000	-0.081	80
2334	605.454	Running | Goals: 6	0	0	1	-5621.900	-10118.400	1438.200	322.000	4510.010	-2650.000	-179.999	128.000	0.000	0.000	11.300	547.400	0.000	0.000	0.000	5452.073	1592.761	1955.949	4241.434	-2268.692	82	49	76	57	701	56	466.400	6	30.000	-0.081	80
2335	605.750	Running | Goals: 6	0	0	1	-5622.700	-10117.300	1438.200	322.200	4429.980	-2539.942	-179.999	127.800	1.361	136.079	11.200	548.800	1.400	0.000	0.000	5316.281	1592.761	1955.949	4144.275	-2171.534	80	51	75	58	686	56	466.210	6	30.000	0.000	80
2336	606.054	Running | Goals: 6	0	0	1	-5622.700	-10117.300	1438.200	322.200	4429.980	-2539.942	-179.999	127.800	0.000	0.000	11.200	548.800	0.000	0.000	0.000	5316.281	1592.761	1955.949	4144.275	-2171.534	80	51	75	58	686	56	466.210	6	30.000	0.000	80
2337	606.335	Running | Goals: 6	0	0	1	-5622.700	-10117.300	1438.200	322.200	4429.980	-2539.942	-179.999	127.800	0.000	0.000	11.200	548.800	0.000	0.000	0.000	5316.281	1592.761	1955.949	4144.275	-2171.534	80	51	75	58	686	56	466.210	6	30.000	0.000	80
2338	606.613	Running | Goals: 6	0	0	1	-5623.500	-10116.200	1438.200	322.300	4350.000	-2429.980	-179.999	127.700	1.360	135.972	11.100	550.100	1.300	0.000	0.000	5180.612	1592.761	1955.949	4165.977	-2193.236	79	53	75	58	689	56	299.854	6	30.000	0.000	80
2339	606.909	Running | Goals: 6	0	0	1	-5623.500	-10116.200	1438.200	322.300	4350.000	-2429.980	-179.999	127.700	0.000	0.000	11.100	550.100	0.000	0.000	0.000	5180.612	1592.761	1955.949	4165.977	-2193.236	79	53	75	58	689	56	299.854	6	30.000	0.000	80
2340	607.192	Running | Goals: 6	0	0	1	-5623.500	-10116.200	1438.200	322.300	4350.000	-2429.980	-179.999	127.700	0.000	0.000	11.100	550.100	0.000	0.000	0.000	5180.612	1592.761	1955.949	4165.977	-2193.236	79	53	75	58	689	56	299.854	6	30.000	0.000	80
2341	607.470	Running | Goals: 6	0	0	1	-5624.300	-10115.200	1438.200	322.300	4269.971	-2329.980	-179.999	127.700	1.281	128.081	11.000	551.500	1.400	0.000	0.000	5053.379	1592.761	1955.949	3924.956	-2002.215	77	55	70	62	657	57	475.884	6	30.000	0.251	80
2342	607.779	Running | Goals: 6	0	0	1	-5624.300	-10115.200	1438.200	322.300	4269.971	-2329.980	-179.999	127.700	0.000	0.000	11.000	551.500	0.000	0.000	0.000	5053.379	1592.761	1955.949	3924.956	-2002.215	77	55	70	62	657	57	475.884	6	30.000	0.251	80
2343	608.059	Running | Goals: 6	0	0	1	-5624.300	-10115.200	1438.200	322.300	4269.971	-2329.980	-179.999	127.700	0.000	0.000	11.000	551.500	0.000	0.000	0.000	5053.379	1592.761	1955.949	3924.956	-2002.215	77	55	70	62	657	57	475.884	6	30.000	0.251	80
2344	608.336	Running | Goals: 6	0	0	1	-5624.300	-10115.200	1438.200	322.300	4269.971	-2329.980	-179.999	127.700	0.000	0.000	11.000	551.500	0.000	0.000	0.000	5053.379	1592.761	1955.949	3924.956	-2002.215	77	55	70	62	657	57	475.884	6	30.000	0.251	80
2345	608.616	Running | Goals: 6	0	0	1	-5625.200	-10114.101	1438.300	322.300	4179.980	-2220.020	-170.001	127.700	1.424	142.442	11.300	552.800	1.300	0.000	0.000	4912.475	1592.761	1955.949	3833.884	-1861.142	75	58	68	65	637	57	498.573	6	30.000	0.179	80
2346	608.897	Running | Goals: 6	0	0	1	-5625.200	-10114.101	1438.300	322.300	4179.980	-2220.020	-170.001	127.700	0.000	0.000	11.300	552.800	0.000	0.000	0.000	4912.475	1592.761	1955.949	3833.884	-1861.142	75	58	68	65	637	57	498.573	6	30.000	0.179	80
2347	609.170	Running | Goals: 6	0	0	1	-5625.200	-10114.101	1438.300	322.300	4179.980	-2220.020	-170.001	127.700	0.000	0.000	11.300	552.800	0.000	0.000	0.000	4912.475	1592.761	1955.949	3833.884	-1861.142	75	58	68	65	637	57	498.573	6	30.000	0.179	80
2348	609.448	Running | Goals: 6	0	0	1	-5625.200	-10114.101	1438.300	322.300	4179.980	-2220.020	-170.001	127.700	0.000	0.000	11.300	552.800	0.000	0.000	0.000	4912.475	1592.761	1955.949	3833.884	-1861.142	75	58	68	65	637	57	498.573	6	30.000	0.179	80
2349	609.733	Running | Goals: 6	0	0	1	-5626.000	-10113.000	1438.400	321.500	4100.000	-2109.961	-160.004	128.500	1.364	136.417	11.200	554.200	1.400	0.000	0.000	4776.805	1592.761	1955.949	3780.620	-1757.878	74	60	67	67	624	57	475.359	6	30.000	0.106	80
2350	610.003	Running | Goals: 6	0	0	1	-5626.000	-10113.000	1438.400	321.500	4100.000	-2109.961	-160.004	128.500	0.000	0.000	11.200	554.200	0.000	0.000	0.000	4776.805	1592.761	1955.949	3780.620	-1757.878	74	60	67	67	624	57	475.359	6	30.000	0.106	80
2351	610.275	Running | Goals: 6	0	0	1	-5626.000	-10113.000	1438.400	321.500	4100.000	-2109.961	-160.004	128.500	0.000	0.000	11.200	554.200	0.000	0.000	0.000	4776.805	1592.761	1955.949	3780.620	-1757.878	74	60	67	67	624	57	475.359	6	30.000	0.106	80
2352	610.552	Running | Goals: 6	0	0	1	-5626.800	-10112.000	1438.400	321.000	4019.971	-2009.961	-160.004	129.000	1.281	128.081	11.000	555.500	1.300	0.000	0.000	4649.708	1592.761	1955.949	3674.888	-1652.146	72	62	65	69	607	57	497.105	6	30.000	0.142	80
2353	610.821	Running | Goals: 6	0	0	1	-5626.800	-10112.000	1438.400	321.000	4019.971	-2009.961	-160.004	129.000	0.000	0.000	11.000	555.500	0.000	0.000	0.000	4649.708	1592.761	1955.949	3674.888	-1652.146	72	62	65	69	607	57	497.105	6	30.000	0.142	80
2354	611.092	Running | Goals: 6	0	0	1	-5626.800	-10112.000	1438.400	321.000	4019.971	-2009.961	-160.004	129.000	0.000	0.000	11.000	555.500	0.000	0.000	0.000	4649.708	1592.761	1955.949	3674.888	-1652.146	72	62	65	69	607	57	497.105	6	30.000	0.142	80
2355	611.364	Running | Goals: 6	0	0	1	-5626.800	-10112.000	1438.400	321.000	4019.971	-2009.961	-160.004	129.000	0.000	0.000	11.000	555.500	0.000	0.000	0.000	4649.708	1592.761	1955.949	3674.888	-1652.146	72	62	65	69	607	57	497.105	6	30.000	0.142	80
2356	611.631	Running | Goals: 6	0	0	1	-5627.700	-10111.000	1438.400	320.900	3929.980	-1909.961	-160.004	129.100	1.345	134.530	11.000	556.800	1.300	0.000	0.000	4517.505	1592.761	1955.949	3577.856	-1555.115	70	64	63	71	591	57	499.907	6	30.000	0.162	80
2357	611.892	Running | Goals: 6	0	0	1	-5627.700	-10111.000	1438.400	320.900	3929.980	-1909.961	-160.004	129.100	0.000	0.000	11.000	556.800	0.000	0.000	0.000	4517.505	1592.761	1955.949	3577.856	-1555.115	70	64	63	71	591	57	499.907	6	30.000	0.162	80
2358	612.163	Running | Goals: 6	0	0	1	-5627.700	-10111.000	1438.400	320.900	3929.980	-1909.961	-160.004	129.100	0.000	0.000	11.000	556.800	0.000	0.000	0.000	4517.505	1592.761	1955.949	3577.856	-1555.115	70	64	63	71	591	57	499.907	6	30.000	0.162	80
2359	612.426	Running | Goals: 6	0	0	1	-5627.700	-10111.000	1438.400	320.900	3929.980	-1909.961	-160.004	129.100	0.000	0.000	11.000	556.800	0.000	0.000	0.000	4517.505	1592.761	1955.949	3577.856	-1555.115	70	64	63	71	591	57	499.907	6	30.000	0.162	80
2360	612.710	Running | Goals: 6	0	0	1	-5628.500	-10110.000	1438.400	320.600	3850.000	-1809.961	-160.004	129.400	1.281	128.050	11.100	558.100	1.300	0.000	0.000	4390.581	1592.761	1955.949	3530.620	-1457.878	69	66	62	73	579	57	475.359	6	30.000	0.080	80
2361	612.972	Running | Goals: 6	0	0	1	-5628.500	-10110.000	1438.400	320.600	3850.000	-1809.961	-160.004	129.400	0.000	0.000	11.100	558.100	0.000	0.000	0.000	4390.581	1592.761	1955.949	3530.620	-1457.878	69	66	62	73	579	57	475.359	6	30.000	0.080	80
2362	613.231	Running | Goals: 6	0	0	1	-5628.500	-10110.000	1438.400	320.600	3850.000	-1809.961	-160.004	129.400	0.000	0.000	11.100	558.100	0.000	0.000	0.000	4390.581	1592.761	1955.949	3530.620	-1457.878	69	66	62	73	579	57	475.359	6	30.000	0.080	80
2363	613.489	Running | Goals: 6	0	0	1	-5629.400	-10108.900	1438.500	320.100	3760.010	-1700.000	-150.006	129.900	1.424	142.442	10.900	559.500	1.400	0.000	0.000	4250.050	1592.761	1955.949	3420.723	-1347.981	67	68	60	75	561	57	488.910	6	30.000	0.116	80
2364	613.747	Running | Goals: 6	0	0	1	-5629.400	-10108.900	1438.500	320.100	3760.010	-1700.000	-150.006	129.900	0.000	0.000	10.900	559.500	0.000	0.000	0.000	4250.050	1592.761	1955.949	3420.723	-1347.981	67	68	60	75	561	57	488.910	6	30.000	0.116	80
2365	614.003	Running | Goals: 6	0	0	1	-5629.400	-10108.900	1438.500	320.100	3760.010	-1700.000	-150.006	129.900	0.000	0.000	10.900	559.500	0.000	0.000	0.000	4250.050	1592.761	1955.949	3420.723	-1347.981	67	68	60	75	561	57	488.910	6	30.000	0.116	80
2366	614.261	Running | Goals: 6	0	0	1	-5629.400	-10108.900	1438.500	320.100	3760.010	-1700.000	-150.006	129.900	0.000	0.000	10.900	559.500	0.000	0.000	0.000	4250.050	1592.761	1955.949	3420.723	-1347.981	67	68	60	75	561	57	488.910	6	30.000	0.116	80
2367	614.516	Running | Goals: 6	0	0	1	-5630.200	-10107.900	1438.600	319.700	3679.980	-1600.000	-140.008	130.300	1.285	128.470	10.800	560.800	1.300	0.000	0.000	4123.258	1592.761	1955.949	3323.538	-1250.797	65	70	58	77	546	58	498.993	6	30.000	0.151	80
2368	614.773	Running | Goals: 6	0	0	1	-5630.200	-10107.900	1438.600	319.700	3679.980	-1600.000	-140.008	130.300	0.000	0.000	10.800	560.800	0.000	0.000	0.000	4123.258	1592.761	1955.949	3323.538	-1250.797	65	70	58	77	546	58	498.993	6	30.000	0.151	80
2369	615.035	Running | Goals: 6	0	0	1	-5630.200	-10107.900	1438.600	319.700	3679.980	-1600.000	-140.008	130.300	0.000	0.000	10.800	560.800	0.000	0.000	0.000	4123.258	1592.761	1955.949	3323.538	-1250.797	65	70	58	77	546	58	498.993	6	30.000	0.151	80
