step_idx	elapsed_s	stuck_x_cm	stuck_y_cm	stuck_z_cm	hist_x_cm	hist_y_cm	hist_z_cm	hist_heading_deg	dist_from_stuck_cm	contact_side	contact_min_lidar_cm	bumper_sample_idx	bumper_lateral_offset_cm	obstacle_x_cm	obstacle_y_cm	obstacle_cell_x	obstacle_cell_y	placed
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	0	-130.000	-200.625	732.135	93	95	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	1	-86.667	-167.527	704.165	94	94	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	2	-43.333	-134.429	676.195	95	93	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	3	0.000	-101.332	648.226	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	4	43.333	-68.234	620.256	96	92	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	5	86.667	-35.136	592.286	97	92	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	6	130.000	-2.038	564.316	97	91	1
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	0	-130.000	-200.625	732.135	93	95	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	1	-86.667	-167.527	704.165	94	94	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	2	-43.333	-134.429	676.195	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	3	0.000	-101.332	648.226	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	4	43.333	-68.234	620.256	96	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	5	86.667	-35.136	592.286	97	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	6	130.000	-2.038	564.316	97	91	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	0	-130.000	-200.625	732.135	93	95	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	1	-86.667	-167.527	704.165	94	94	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	2	-43.333	-134.429	676.195	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	3	0.000	-101.332	648.226	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	4	43.333	-68.234	620.256	96	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	5	86.667	-35.136	592.286	97	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	6	130.000	-2.038	564.316	97	91	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	0	-130.000	-200.625	732.135	93	95	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	1	-86.667	-167.527	704.165	94	94	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	2	-43.333	-134.429	676.195	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	3	0.000	-101.332	648.226	95	93	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	4	43.333	-68.234	620.256	96	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	5	86.667	-35.136	592.286	97	92	0
162	49.443	-39.990	729.980	79.999	10.010	779.980	70.001	-130.200	71.414	front	155.920	6	130.000	-2.038	564.316	97	91	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	0	-130.000	-252.579	681.778	92	94	1
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	1	-86.667	-220.784	652.336	93	93	1
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	2	-43.333	-188.989	622.894	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	3	0.000	-157.194	593.451	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	4	43.333	-125.399	564.009	95	91	1
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	5	86.667	-93.604	534.566	96	91	1
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	6	130.000	-61.809	505.124	96	90	1
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	0	-130.000	-252.579	681.778	92	94	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	1	-86.667	-220.784	652.336	93	93	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	2	-43.333	-188.989	622.894	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	3	0.000	-157.194	593.451	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	4	43.333	-125.399	564.009	95	91	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	5	86.667	-93.604	534.566	96	91	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	6	130.000	-61.809	505.124	96	90	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	0	-130.000	-252.579	681.778	92	94	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	1	-86.667	-220.784	652.336	93	93	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	2	-43.333	-188.989	622.894	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	3	0.000	-157.194	593.451	94	92	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	4	43.333	-125.399	564.009	95	91	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	5	86.667	-93.604	534.566	96	91	0
162	49.443	-39.990	729.980	79.999	-39.990	720.020	79.999	-132.800	9.961	front	155.920	6	130.000	-61.809	505.124	96	90	0
