step_idx	elapsed_s	sensor_idx	sensor_label	raw_cm	mask_hit	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
7	2.170	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
8	2.476	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
9	2.760	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
14	4.206	0	front_left_wheel_hub_yaw_p30	0.000	0	542.809	927.852	108	98	300.000	1179.980	-90.500
15	4.527	0	front_left_wheel_hub_yaw_p30	0.000	0	542.809	927.852	108	98	300.000	1179.980	-90.500
16	4.884	0	front_left_wheel_hub_yaw_p30	0.000	0	542.809	927.852	108	98	300.000	1179.980	-90.500
24	7.254	0	front_left_wheel_hub_yaw_p30	0.000	0	532.038	897.983	108	98	300.000	1160.058	-92.900
25	7.531	0	front_left_wheel_hub_yaw_p30	0.000	0	532.038	897.983	108	98	300.000	1160.058	-92.900
26	7.806	0	front_left_wheel_hub_yaw_p30	0.000	0	532.038	897.983	108	98	300.000	1160.058	-92.900
27	8.085	0	front_left_wheel_hub_yaw_p30	0.000	0	532.038	897.983	108	98	300.000	1160.058	-92.900
35	10.315	0	front_left_wheel_hub_yaw_p30	0.000	0	493.656	852.730	107	97	279.980	1129.980	-96.800
36	10.599	0	front_left_wheel_hub_yaw_p30	0.000	0	493.656	852.730	107	97	279.980	1129.980	-96.800
37	10.907	0	front_left_wheel_hub_yaw_p30	0.000	0	493.656	852.730	107	97	279.980	1129.980	-96.800
41	12.252	0	front_left_wheel_hub_yaw_p30	0.000	0	468.843	822.005	107	96	269.971	1110.058	-99.800
42	12.545	0	front_left_wheel_hub_yaw_p30	0.000	0	468.843	822.005	107	96	269.971	1110.058	-99.800
43	12.830	0	front_left_wheel_hub_yaw_p30	0.000	0	468.843	822.005	107	96	269.971	1110.058	-99.800
44	13.172	0	front_left_wheel_hub_yaw_p30	0.000	0	459.183	805.511	107	96	269.971	1100.000	-101.700
45	13.526	0	front_left_wheel_hub_yaw_p30	0.000	0	459.183	805.511	107	96	269.971	1100.000	-101.700
46	13.832	0	front_left_wheel_hub_yaw_p30	0.000	0	459.183	805.511	107	96	269.971	1100.000	-101.700
47	14.119	0	front_left_wheel_hub_yaw_p30	0.000	0	459.183	805.511	107	96	269.971	1100.000	-101.700
48	14.406	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	779.068	106	95	260.010	1079.980	-103.700
49	14.695	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	779.068	106	95	260.010	1079.980	-103.700
50	14.986	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	779.068	106	95	260.010	1079.980	-103.700
51	15.272	0	front_left_wheel_hub_yaw_p30	0.000	0	416.600	762.173	106	95	250.000	1070.020	-106.000
52	15.556	0	front_left_wheel_hub_yaw_p30	0.000	0	416.600	762.173	106	95	250.000	1070.020	-106.000
53	15.852	0	front_left_wheel_hub_yaw_p30	0.000	0	416.600	762.173	106	95	250.000	1070.020	-106.000
54	16.134	0	front_left_wheel_hub_yaw_p30	0.000	0	416.600	762.173	106	95	250.000	1070.020	-106.000
61	18.150	0	front_left_wheel_hub_yaw_p30	0.000	0	335.002	683.100	104	94	210.010	1010.058	-113.500
62	18.480	0	front_left_wheel_hub_yaw_p30	0.000	0	335.002	683.100	104	94	210.010	1010.058	-113.500
63	18.779	0	front_left_wheel_hub_yaw_p30	0.000	0	335.002	683.100	104	94	210.010	1010.058	-113.500
64	19.105	0	front_left_wheel_hub_yaw_p30	0.000	0	335.002	683.100	104	94	210.010	1010.058	-113.500
68	20.233	0	front_left_wheel_hub_yaw_p30	0.000	0	267.752	633.919	103	93	169.971	970.020	-118.200
69	20.525	0	front_left_wheel_hub_yaw_p30	0.000	0	267.752	633.919	103	93	169.971	970.020	-118.200
70	20.826	0	front_left_wheel_hub_yaw_p30	0.000	0	267.752	633.919	103	93	169.971	970.020	-118.200
74	22.183	0	front_left_wheel_hub_yaw_p30	0.000	0	215.282	578.177	102	91	139.990	920.020	-122.000
75	22.487	0	front_left_wheel_hub_yaw_p30	0.000	0	215.282	578.177	102	91	139.990	920.020	-122.000
76	22.835	0	front_left_wheel_hub_yaw_p30	0.000	0	215.282	578.177	102	91	139.990	920.020	-122.000
81	24.280	0	front_left_wheel_hub_yaw_p30	0.000	0	128.825	503.389	100	90	79.980	850.000	-126.400
82	24.589	0	front_left_wheel_hub_yaw_p30	0.000	0	128.825	503.389	100	90	79.980	850.000	-126.400
83	24.925	0	front_left_wheel_hub_yaw_p30	0.000	0	128.825	503.389	100	90	79.980	850.000	-126.400
84	25.224	0	front_left_wheel_hub_yaw_p30	0.000	0	89.147	472.180	99	89	50.000	820.020	-128.000
85	25.533	0	front_left_wheel_hub_yaw_p30	0.000	0	89.147	472.180	99	89	50.000	820.020	-128.000
86	25.815	0	front_left_wheel_hub_yaw_p30	0.000	0	89.147	472.180	99	89	50.000	820.020	-128.000
91	27.269	0	front_left_wheel_hub_yaw_p30	0.000	0	-30.087	370.124	97	87	-39.990	720.020	-132.800
92	27.601	0	front_left_wheel_hub_yaw_p30	0.000	0	-30.087	370.124	97	87	-39.990	720.020	-132.800
93	27.895	0	front_left_wheel_hub_yaw_p30	0.000	0	-30.087	370.124	97	87	-39.990	720.020	-132.800
94	28.187	0	front_left_wheel_hub_yaw_p30	0.000	0	-43.150	380.012	97	88	-50.000	729.980	-133.300
