step_idx	elapsed_s	status	reverse_active	forward_hold_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	front_clearance_cm	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
185	56.813	Recovering: reverse	1	0	1	0	0	0	707	704	-5666.100	-10083.101	1440.600	219.800	89.990	879.980	59.992	-129.800	0.000	0.000	-60.000	0.350	-7.500	0	19.800	0.000	198.481	7.369	-3700.000	-2820.020	5296.605	375.000	805.656	99	98	105	96	52	294.542	301.764	115.184	354.250	-60.000	-0.350	0	0	23
186	57.159	Recovering: reverse	1	0	1	0	1	100	691	691	-5665.600	-10082.500	1440.600	218.800	139.990	940.039	59.992	-128.800	0.781	78.148	-60.000	0.350	-8.600	0	20.500	0.700	276.618	7.715	-3700.000	-2820.020	5374.343	-90.616	1154.980	100	99	96	103	53	315.245	301.836	-94.186	419.730	-60.000	0.350	1	0	24
187	57.518	Running	0	0	1	0	0	0	691	691	-5665.600	-10082.500	1440.600	218.800	139.990	940.039	59.992	-128.800	0.000	0.000	-60.000	-0.350	-8.600	0	20.500	0.000	0.000	0.000	-3700.000	-2820.020	5374.343	-90.616	1154.980	100	99	96	103	53	315.245	301.908	-94.186	419.730	18.000	-1.000	0	0	24
188	62.865	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	2.788	278.774	18.000	1.000	-0.200	0	23.400	2.900	278.056	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	302.550	-49.613	715.000	18.000	-1.000	0	0	24
189	63.205	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.100	0	23.400	0.000	0.000	0.340	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	303.186	-49.613	645.730	18.000	-1.000	0	0	24
190	63.523	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.100	0	23.400	0.000	0.000	0.658	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	303.816	-49.613	645.730	18.000	-1.000	0	0	24
191	63.839	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.100	0	23.400	0.000	0.000	0.974	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	304.439	-49.613	645.730	18.000	-1.000	0	0	24
192	64.129	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.000	0	23.400	0.000	0.000	1.263	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	305.055	-49.613	660.680	18.000	-1.000	0	0	24
193	64.416	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.000	0	23.400	0.000	0.000	1.550	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	305.665	-49.613	660.680	18.000	-1.000	0	0	24
194	64.703	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.700	310.010	1160.058	39.996	-129.700	0.000	0.000	18.000	1.000	0.000	0	23.400	0.000	0.000	1.838	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	306.269	-49.613	660.680	18.000	-1.000	0	0	24
195	64.983	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.900	310.010	1160.058	39.996	-129.900	0.000	0.000	18.000	1.000	0.200	0	23.500	0.100	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	306.866	-49.413	711.490	18.000	-1.000	0	0	24
196	65.326	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.900	310.010	1160.058	39.996	-129.900	0.000	0.000	18.000	1.000	0.200	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	307.458	-49.413	711.490	18.000	-1.000	0	0	24
197	65.679	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.900	310.010	1160.058	39.996	-129.900	0.000	0.000	18.000	1.000	0.200	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	308.043	-49.413	711.490	18.000	-1.000	0	0	24
198	65.955	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	219.900	310.010	1160.058	39.996	-129.900	0.000	0.000	18.000	1.000	0.200	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	308.623	-49.413	711.490	18.000	-1.000	0	0	24
199	66.252	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	220.200	310.010	1160.058	39.996	-130.200	0.000	0.000	18.000	1.000	0.400	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	309.197	-49.113	711.440	18.000	-1.000	0	0	24
200	66.584	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	220.200	310.010	1160.058	39.996	-130.200	0.000	0.000	18.000	1.000	0.400	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	309.765	-49.113	711.440	18.000	-1.000	0	0	24
201	66.946	Running	0	0	1	0	0	0	691	676	-5663.900	-10080.300	1440.400	220.200	310.010	1160.058	39.996	-130.200	0.000	0.000	18.000	1.000	0.400	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5649.885	-113.357	1154.980	104	103	95	103	40	423.397	310.328	-49.113	711.440	18.000	-1.000	0	0	24
202	67.252	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	220.700	300.000	1150.000	39.996	-130.700	0.142	14.191	18.000	1.000	0.600	0	23.500	0.000	14.191	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	310.905	-49.967	697.480	18.000	-1.000	0	0	24
203	67.528	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	220.700	300.000	1150.000	39.996	-130.700	0.000	0.000	18.000	1.000	0.600	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	311.477	-49.967	697.480	18.000	-1.000	0	0	24
204	67.842	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	220.700	300.000	1150.000	39.996	-130.700	0.000	0.000	18.000	1.000	0.600	0	23.500	0.000	0.000	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	312.043	-49.967	697.480	18.000	-1.000	0	0	24
205	68.147	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	221.400	300.000	1150.000	39.996	-131.400	0.000	0.000	18.000	1.000	0.700	0	23.600	0.100	0.000	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	312.604	-49.267	693.590	18.000	-1.000	0	0	24
206	68.473	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	221.400	300.000	1150.000	39.996	-131.400	0.000	0.000	18.000	1.000	0.700	0	23.600	0.000	0.000	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	313.159	-49.267	693.590	18.000	-1.000	0	0	24
207	68.813	Running	0	0	1	0	0	0	691	676	-5664.000	-10080.400	1440.400	221.400	300.000	1150.000	39.996	-131.400	0.000	0.000	18.000	1.000	0.700	0	23.600	0.000	0.000	0.000	-3700.000	-2820.020	5635.695	-127.513	1154.980	104	103	95	103	42	427.542	313.709	-49.267	693.590	18.000	-1.000	0	0	24
208	69.144	Running	0	0	1	0	0	0	691	675	-5664.100	-10080.400	1440.400	222.500	289.990	1150.000	39.996	-132.500	0.100	10.010	18.000	1.000	0.900	0	23.700	0.100	10.010	0.000	-3700.000	-2820.020	5628.595	-141.669	1154.980	103	103	95	103	42	431.688	314.273	-48.161	679.580	18.000	-1.000	0	0	24
209	69.428	Running	0	0	1	0	0	0	691	675	-5664.100	-10080.400	1440.400	222.500	289.990	1150.000	39.996	-132.500	0.000	0.000	18.000	1.000	0.900	0	23.700	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-141.669	1154.980	103	103	95	103	42	431.688	314.832	-48.161	679.580	18.000	-1.000	0	0	24
210	69.720	Running	0	0	1	0	0	0	691	675	-5664.100	-10080.400	1440.400	222.500	289.990	1150.000	39.996	-132.500	0.000	0.000	18.000	1.000	0.900	0	23.700	0.000	0.000	0.000	-3700.000	-2820.020	5628.595	-141.669	1154.980	103	103	95	103	42	431.688	315.386	-48.161	679.580	18.000	-1.000	0	0	24
211	69.996	Obstacle hits: +1	0	0	1	0	1	101	677	677	-5664.200	-10080.500	1440.500	223.400	279.980	1140.039	49.994	-133.400	0.173	17.302	18.000	1.000	1.000	0	23.800	0.100	14.121	0.000	-3700.000	-2820.020	5614.473	-209.250	1154.980	103	103	93	103	51	489.459	316.207	-48.349	654.860	18.000	-1.000	1	0	25
212	70.389	Running	0	0	1	0	0	0	677	677	-5664.200	-10080.500	1440.500	223.400	279.980	1140.039	49.994	-133.400	0.000	0.000	18.000	1.000	1.000	0	23.800	0.000	0.000	0.000	-3700.000	-2820.020	5614.473	-209.250	1154.980	103	103	93	103	51	489.459	317.021	-48.349	654.860	18.000	-1.000	0	0	25
213	70.718	Running	0	0	1	0	0	0	677	677	-5664.200	-10080.500	1440.500	223.400	279.980	1140.039	49.994	-133.400	0.000	0.000	18.000	1.000	1.000	0	23.800	0.000	0.000	0.000	-3700.000	-2820.020	5614.473	-209.250	1154.980	103	103	93	103	51	489.459	317.827	-48.349	654.860	18.000	-1.000	0	0	25
214	71.018	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.500	1440.500	224.700	269.971	1140.039	49.994	-134.700	0.100	10.010	18.000	1.000	1.200	0	23.900	0.100	10.010	0.000	-3700.000	-2820.020	5607.382	-202.920	1154.980	103	103	93	103	51	473.126	318.549	-47.110	628.080	18.000	-1.000	0	0	25
215	71.307	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.500	1440.500	224.700	269.971	1140.039	49.994	-134.700	0.000	0.000	18.000	1.000	1.200	0	23.900	0.000	0.000	0.000	-3700.000	-2820.020	5607.382	-202.920	1154.980	103	103	93	103	51	473.126	319.265	-47.110	628.080	18.000	-1.000	0	0	25
216	71.596	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.500	1440.500	224.700	269.971	1140.039	49.994	-134.700	0.000	0.000	18.000	1.000	1.200	0	23.900	0.000	0.000	0.000	-3700.000	-2820.020	5607.382	-202.920	1154.980	103	103	93	103	51	473.126	319.974	-47.110	628.080	18.000	-1.000	0	0	25
217	71.916	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.500	1440.500	224.700	269.971	1140.039	49.994	-134.700	0.000	0.000	18.000	1.000	1.200	0	23.900	0.000	0.000	0.000	-3700.000	-2820.020	5607.382	-202.920	1154.980	103	103	93	103	51	473.126	320.676	-47.110	628.080	18.000	-1.000	0	0	25
218	72.210	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.601	1440.500	225.900	269.971	1129.980	49.994	-135.900	0.101	10.059	18.000	1.000	1.300	0	24.000	0.100	10.059	0.000	-3700.000	-2820.020	5600.283	-195.060	1154.980	103	103	94	103	51	465.702	321.338	-47.177	623.050	18.000	-1.000	0	0	25
219	72.499	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.601	1440.500	225.900	269.971	1129.980	49.994	-135.900	0.000	0.000	18.000	1.000	1.300	0	24.000	0.000	0.000	0.000	-3700.000	-2820.020	5600.283	-195.060	1154.980	103	103	94	103	51	465.702	321.995	-47.177	623.050	18.000	-1.000	0	0	25
220	72.785	Running	0	0	1	0	0	0	677	678	-5664.300	-10080.601	1440.500	225.900	269.971	1129.980	49.994	-135.900	0.000	0.000	18.000	1.000	1.300	0	24.000	0.000	0.000	0.000	-3700.000	-2820.020	5600.283	-195.060	1154.980	103	103	94	103	51	465.702	322.645	-47.177	623.050	18.000	-1.000	0	0	25
221	73.123	Running	0	0	1	0	0	0	677	674	-5664.500	-10080.601	1440.500	227.400	250.000	1129.980	49.994	-137.400	0.200	19.971	18.000	1.000	1.500	0	24.100	0.100	19.971	0.000	-3700.000	-2820.020	5586.144	-225.000	1154.980	103	103	93	103	49	475.657	323.334	-45.613	666.250	18.000	-1.000	0	0	25
222	73.490	Running	0	0	1	0	0	0	677	674	-5664.500	-10080.601	1440.500	227.400	250.000	1129.980	49.994	-137.400	0.000	0.000	18.000	1.000	1.500	0	24.100	0.000	0.000	0.000	-3700.000	-2820.020	5586.144	-225.000	1154.980	103	103	93	103	49	475.657	324.017	-45.613	666.250	18.000	-1.000	0	0	25
223	73.820	Running	0	0	1	0	0	0	677	674	-5664.500	-10080.601	1440.500	227.400	250.000	1129.980	49.994	-137.400	0.000	0.000	18.000	1.000	1.500	0	24.100	0.000	0.000	0.000	-3700.000	-2820.020	5586.144	-225.000	1154.980	103	103	93	103	49	475.657	324.694	-45.613	666.250	18.000	-1.000	0	0	25
224	74.152	Running	0	0	1	0	0	0	677	673	-5664.600	-10080.700	1440.500	228.900	239.990	1120.020	49.994	-138.900	0.141	14.121	18.000	1.000	1.600	0	24.200	0.100	14.121	0.000	-3700.000	-2820.020	5572.022	-225.049	1154.980	102	102	93	103	49	466.351	325.324	-45.399	641.830	18.000	-1.000	0	0	25
225	74.433	Running	0	0	1	0	0	0	677	673	-5664.600	-10080.700	1440.500	228.900	239.990	1120.020	49.994	-138.900	0.000	0.000	18.000	1.000	1.600	0	24.200	0.000	0.000	0.000	-3700.000	-2820.020	5572.022	-225.049	1154.980	102	102	93	103	49	466.351	325.948	-45.399	641.830	18.000	-1.000	0	0	25
226	74.726	Running	0	0	1	0	0	0	677	673	-5664.600	-10080.700	1440.500	228.900	239.990	1120.020	49.994	-138.900	0.000	0.000	18.000	1.000	1.600	0	24.200	0.000	0.000	0.000	-3700.000	-2820.020	5572.022	-225.049	1154.980	102	102	93	103	49	466.351	326.566	-45.399	641.830	18.000	-1.000	0	0	25
227	75.020	Running	0	0	1	0	0	0	677	672	-5664.700	-10080.700	1440.500	230.500	229.980	1120.020	49.994	-140.500	0.100	10.010	18.000	1.000	1.700	0	24.300	0.100	10.010	0.000	-3700.000	-2820.020	5564.949	-235.059	1154.980	102	102	93	103	49	466.351	327.179	-43.799	623.950	18.000	-1.000	0	0	25
