elapsed_s,step_idx,rover_x_cm,rover_y_cm,rover_heading_deg,sensor_index,sensor_label,sensor_x_cm,sensor_y_cm,sensor_yaw_deg,distance_cm,is_obstacle
35.049,161,-5664.00,-10063.60,180.60,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,388.99,1
35.049,161,-5664.00,-10063.60,180.60,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,397.34,1
35.049,161,-5664.00,-10063.60,180.60,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,527.49,1
35.049,161,-5664.00,-10063.60,180.60,10,rear_left_frame_backward,-320.00,80.00,180.00,532.60,1
35.049,161,-5664.00,-10063.60,180.60,11,rear_right_frame_backward,-320.00,-50.00,180.00,352.67,1
35.049,161,-5664.00,-10063.60,180.60,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,544.64,1
35.049,161,-5664.00,-10063.60,180.60,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
35.049,161,-5664.00,-10063.60,180.60,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
35.049,161,-5664.00,-10063.60,180.60,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
35.049,161,-5664.00,-10063.60,180.60,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,840.51,0
35.254,162,-5664.00,-10063.60,180.60,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
35.254,162,-5664.00,-10063.60,180.60,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,522.55,1
35.254,162,-5664.00,-10063.60,180.60,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
35.254,162,-5664.00,-10063.60,180.60,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,556.02,1
35.254,162,-5664.00,-10063.60,180.60,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,312.23,1
35.254,162,-5664.00,-10063.60,180.60,5,front_left_frame_pitch_n25,325.00,75.00,0.00,425.92,1
35.254,162,-5664.00,-10063.60,180.60,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,433.83,1
35.254,162,-5664.00,-10063.60,180.60,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,388.99,1
35.254,162,-5664.00,-10063.60,180.60,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,397.34,1
35.254,162,-5664.00,-10063.60,180.60,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,527.49,1
35.254,162,-5664.00,-10063.60,180.60,10,rear_left_frame_backward,-320.00,80.00,180.00,532.60,1
35.254,162,-5664.00,-10063.60,180.60,11,rear_right_frame_backward,-320.00,-50.00,180.00,352.67,1
35.254,162,-5664.00,-10063.60,180.60,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,544.64,1
35.254,162,-5664.00,-10063.60,180.60,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
35.254,162,-5664.00,-10063.60,180.60,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
35.254,162,-5664.00,-10063.60,180.60,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
35.254,162,-5664.00,-10063.60,180.60,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,840.51,0
35.480,163,-5664.00,-10063.60,180.60,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
35.480,163,-5664.00,-10063.60,180.60,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,522.55,1
35.480,163,-5664.00,-10063.60,180.60,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
35.480,163,-5664.00,-10063.60,180.60,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,556.02,1
35.480,163,-5664.00,-10063.60,180.60,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,312.23,1
35.480,163,-5664.00,-10063.60,180.60,5,front_left_frame_pitch_n25,325.00,75.00,0.00,425.92,1
35.480,163,-5664.00,-10063.60,180.60,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,433.83,1
35.480,163,-5664.00,-10063.60,180.60,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,388.99,1
35.480,163,-5664.00,-10063.60,180.60,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,397.34,1
35.480,163,-5664.00,-10063.60,180.60,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,527.49,1
35.480,163,-5664.00,-10063.60,180.60,10,rear_left_frame_backward,-320.00,80.00,180.00,532.60,1
35.480,163,-5664.00,-10063.60,180.60,11,rear_right_frame_backward,-320.00,-50.00,180.00,352.67,1
35.480,163,-5664.00,-10063.60,180.60,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,544.64,1
35.480,163,-5664.00,-10063.60,180.60,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
35.480,163,-5664.00,-10063.60,180.60,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
35.480,163,-5664.00,-10063.60,180.60,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
35.480,163,-5664.00,-10063.60,180.60,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,840.51,0
35.700,164,-5664.00,-10063.60,180.60,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
35.700,164,-5664.00,-10063.60,180.60,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,522.55,1
35.700,164,-5664.00,-10063.60,180.60,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
35.700,164,-5664.00,-10063.60,180.60,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,556.02,1
35.700,164,-5664.00,-10063.60,180.60,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,312.23,1
35.700,164,-5664.00,-10063.60,180.60,5,front_left_frame_pitch_n25,325.00,75.00,0.00,425.92,1
35.700,164,-5664.00,-10063.60,180.60,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,433.83,1
35.700,164,-5664.00,-10063.60,180.60,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,388.99,1
35.700,164,-5664.00,-10063.60,180.60,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,397.34,1
35.700,164,-5664.00,-10063.60,180.60,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,527.49,1
35.700,164,-5664.00,-10063.60,180.60,10,rear_left_frame_backward,-320.00,80.00,180.00,532.60,1
35.700,164,-5664.00,-10063.60,180.60,11,rear_right_frame_backward,-320.00,-50.00,180.00,352.67,1
35.700,164,-5664.00,-10063.60,180.60,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,544.64,1
35.700,164,-5664.00,-10063.60,180.60,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
35.700,164,-5664.00,-10063.60,180.60,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
35.700,164,-5664.00,-10063.60,180.60,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
35.700,164,-5664.00,-10063.60,180.60,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,840.51,0
35.919,165,-5664.00,-10064.00,180.30,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
35.919,165,-5664.00,-10064.00,180.30,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,521.10,1
35.919,165,-5664.00,-10064.00,180.30,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
35.919,165,-5664.00,-10064.00,180.30,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,551.83,1
35.919,165,-5664.00,-10064.00,180.30,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,277.20,1
35.919,165,-5664.00,-10064.00,180.30,5,front_left_frame_pitch_n25,325.00,75.00,0.00,424.66,1
35.919,165,-5664.00,-10064.00,180.30,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,432.38,1
35.919,165,-5664.00,-10064.00,180.30,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.76,1
35.919,165,-5664.00,-10064.00,180.30,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,400.91,1
35.919,165,-5664.00,-10064.00,180.30,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,463.68,1
35.919,165,-5664.00,-10064.00,180.30,10,rear_left_frame_backward,-320.00,80.00,180.00,575.17,1
35.919,165,-5664.00,-10064.00,180.30,11,rear_right_frame_backward,-320.00,-50.00,180.00,373.71,1
35.919,165,-5664.00,-10064.00,180.30,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,586.81,1
35.919,165,-5664.00,-10064.00,180.30,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
35.919,165,-5664.00,-10064.00,180.30,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
35.919,165,-5664.00,-10064.00,180.30,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
35.919,165,-5664.00,-10064.00,180.30,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,822.91,0
36.124,166,-5664.00,-10064.00,180.30,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
36.124,166,-5664.00,-10064.00,180.30,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,521.10,1
36.124,166,-5664.00,-10064.00,180.30,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
36.124,166,-5664.00,-10064.00,180.30,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,551.83,1
36.124,166,-5664.00,-10064.00,180.30,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,277.20,1
36.124,166,-5664.00,-10064.00,180.30,5,front_left_frame_pitch_n25,325.00,75.00,0.00,424.66,1
36.124,166,-5664.00,-10064.00,180.30,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,432.38,1
36.124,166,-5664.00,-10064.00,180.30,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.76,1
36.124,166,-5664.00,-10064.00,180.30,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,400.91,1
36.124,166,-5664.00,-10064.00,180.30,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,463.68,1
36.124,166,-5664.00,-10064.00,180.30,10,rear_left_frame_backward,-320.00,80.00,180.00,575.17,1
36.124,166,-5664.00,-10064.00,180.30,11,rear_right_frame_backward,-320.00,-50.00,180.00,373.71,1
36.124,166,-5664.00,-10064.00,180.30,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,586.81,1
36.124,166,-5664.00,-10064.00,180.30,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
36.124,166,-5664.00,-10064.00,180.30,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
36.124,166,-5664.00,-10064.00,180.30,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
36.124,166,-5664.00,-10064.00,180.30,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,822.91,0
36.352,167,-5664.00,-10064.00,180.30,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
36.352,167,-5664.00,-10064.00,180.30,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,521.10,1
36.352,167,-5664.00,-10064.00,180.30,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
36.352,167,-5664.00,-10064.00,180.30,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,551.83,1
36.352,167,-5664.00,-10064.00,180.30,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,277.20,1
36.352,167,-5664.00,-10064.00,180.30,5,front_left_frame_pitch_n25,325.00,75.00,0.00,424.66,1
36.352,167,-5664.00,-10064.00,180.30,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,432.38,1
36.352,167,-5664.00,-10064.00,180.30,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.76,1
36.352,167,-5664.00,-10064.00,180.30,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,400.91,1
36.352,167,-5664.00,-10064.00,180.30,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,463.68,1
36.352,167,-5664.00,-10064.00,180.30,10,rear_left_frame_backward,-320.00,80.00,180.00,575.17,1
36.352,167,-5664.00,-10064.00,180.30,11,rear_right_frame_backward,-320.00,-50.00,180.00,373.71,1
36.352,167,-5664.00,-10064.00,180.30,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,586.81,1
36.352,167,-5664.00,-10064.00,180.30,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
36.352,167,-5664.00,-10064.00,180.30,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
36.352,167,-5664.00,-10064.00,180.30,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
36.352,167,-5664.00,-10064.00,180.30,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,822.91,0
36.577,168,-5664.00,-10064.00,180.30,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
36.577,168,-5664.00,-10064.00,180.30,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,521.10,1
36.577,168,-5664.00,-10064.00,180.30,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
36.577,168,-5664.00,-10064.00,180.30,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,551.83,1
36.577,168,-5664.00,-10064.00,180.30,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,277.20,1
36.577,168,-5664.00,-10064.00,180.30,5,front_left_frame_pitch_n25,325.00,75.00,0.00,424.66,1
36.577,168,-5664.00,-10064.00,180.30,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,432.38,1
36.577,168,-5664.00,-10064.00,180.30,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.76,1
36.577,168,-5664.00,-10064.00,180.30,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,400.91,1
36.577,168,-5664.00,-10064.00,180.30,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,463.68,1
36.577,168,-5664.00,-10064.00,180.30,10,rear_left_frame_backward,-320.00,80.00,180.00,575.17,1
36.577,168,-5664.00,-10064.00,180.30,11,rear_right_frame_backward,-320.00,-50.00,180.00,373.71,1
36.577,168,-5664.00,-10064.00,180.30,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,586.81,1
36.577,168,-5664.00,-10064.00,180.30,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
36.577,168,-5664.00,-10064.00,180.30,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
36.577,168,-5664.00,-10064.00,180.30,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
36.577,168,-5664.00,-10064.00,180.30,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,822.91,0
36.803,169,-5664.00,-10064.00,180.30,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
36.803,169,-5664.00,-10064.00,180.30,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,521.10,1
36.803,169,-5664.00,-10064.00,180.30,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
36.803,169,-5664.00,-10064.00,180.30,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,551.83,1
36.803,169,-5664.00,-10064.00,180.30,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,277.20,1
36.803,169,-5664.00,-10064.00,180.30,5,front_left_frame_pitch_n25,325.00,75.00,0.00,424.66,1
36.803,169,-5664.00,-10064.00,180.30,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,432.38,1
36.803,169,-5664.00,-10064.00,180.30,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.76,1
36.803,169,-5664.00,-10064.00,180.30,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,400.91,1
36.803,169,-5664.00,-10064.00,180.30,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,463.68,1
36.803,169,-5664.00,-10064.00,180.30,10,rear_left_frame_backward,-320.00,80.00,180.00,575.17,1
36.803,169,-5664.00,-10064.00,180.30,11,rear_right_frame_backward,-320.00,-50.00,180.00,373.71,1
36.803,169,-5664.00,-10064.00,180.30,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,586.81,1
36.803,169,-5664.00,-10064.00,180.30,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
36.803,169,-5664.00,-10064.00,180.30,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
36.803,169,-5664.00,-10064.00,180.30,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
36.803,169,-5664.00,-10064.00,180.30,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,822.91,0
37.028,170,-5664.00,-10064.50,180.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
37.028,170,-5664.00,-10064.50,180.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.26,1
37.028,170,-5664.00,-10064.50,180.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
37.028,170,-5664.00,-10064.50,180.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,564.72,1
37.028,170,-5664.00,-10064.50,180.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,266.67,1
37.028,170,-5664.00,-10064.50,180.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,433.45,1
37.028,170,-5664.00,-10064.50,180.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,441.73,1
37.028,170,-5664.00,-10064.50,180.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.83,1
37.028,170,-5664.00,-10064.50,180.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,410.45,1
37.028,170,-5664.00,-10064.50,180.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,403.80,1
37.028,170,-5664.00,-10064.50,180.10,10,rear_left_frame_backward,-320.00,80.00,180.00,603.82,0
37.028,170,-5664.00,-10064.50,180.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,237.23,1
37.028,170,-5664.00,-10064.50,180.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,686.21,0
37.028,170,-5664.00,-10064.50,180.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
37.028,170,-5664.00,-10064.50,180.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
37.028,170,-5664.00,-10064.50,180.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
37.028,170,-5664.00,-10064.50,180.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
37.254,171,-5664.00,-10064.50,180.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
37.254,171,-5664.00,-10064.50,180.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.26,1
37.254,171,-5664.00,-10064.50,180.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
37.254,171,-5664.00,-10064.50,180.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,564.72,1
37.254,171,-5664.00,-10064.50,180.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,266.67,1
37.254,171,-5664.00,-10064.50,180.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,433.45,1
37.254,171,-5664.00,-10064.50,180.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,441.73,1
37.254,171,-5664.00,-10064.50,180.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.83,1
37.254,171,-5664.00,-10064.50,180.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,410.45,1
37.254,171,-5664.00,-10064.50,180.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,403.80,1
37.254,171,-5664.00,-10064.50,180.10,10,rear_left_frame_backward,-320.00,80.00,180.00,603.82,0
37.254,171,-5664.00,-10064.50,180.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,237.23,1
37.254,171,-5664.00,-10064.50,180.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,686.21,0
37.254,171,-5664.00,-10064.50,180.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
37.254,171,-5664.00,-10064.50,180.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
37.254,171,-5664.00,-10064.50,180.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
37.254,171,-5664.00,-10064.50,180.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
37.473,172,-5664.00,-10064.50,180.10,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
37.473,172,-5664.00,-10064.50,180.10,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.26,1
37.473,172,-5664.00,-10064.50,180.10,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
37.473,172,-5664.00,-10064.50,180.10,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,564.72,1
37.473,172,-5664.00,-10064.50,180.10,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,266.67,1
37.473,172,-5664.00,-10064.50,180.10,5,front_left_frame_pitch_n25,325.00,75.00,0.00,433.45,1
37.473,172,-5664.00,-10064.50,180.10,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,441.73,1
37.473,172,-5664.00,-10064.50,180.10,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,393.83,1
37.473,172,-5664.00,-10064.50,180.10,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,410.45,1
37.473,172,-5664.00,-10064.50,180.10,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,403.80,1
37.473,172,-5664.00,-10064.50,180.10,10,rear_left_frame_backward,-320.00,80.00,180.00,603.82,0
37.473,172,-5664.00,-10064.50,180.10,11,rear_right_frame_backward,-320.00,-50.00,180.00,237.23,1
37.473,172,-5664.00,-10064.50,180.10,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,686.21,0
37.473,172,-5664.00,-10064.50,180.10,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
37.473,172,-5664.00,-10064.50,180.10,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
37.473,172,-5664.00,-10064.50,180.10,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
37.473,172,-5664.00,-10064.50,180.10,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
37.694,173,-5664.00,-10065.00,179.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,540.55,1
37.694,173,-5664.00,-10065.00,179.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,576.63,1
37.694,173,-5664.00,-10065.00,179.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,441.56,1
37.694,173,-5664.00,-10065.00,179.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.70,1
37.694,173,-5664.00,-10065.00,179.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,371.89,1
37.694,173,-5664.00,-10065.00,179.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,416.44,1
37.694,173,-5664.00,-10065.00,179.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,343.06,1
37.694,173,-5664.00,-10065.00,179.90,10,rear_left_frame_backward,-320.00,80.00,180.00,632.40,0
37.694,173,-5664.00,-10065.00,179.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,213.43,1
37.694,173,-5664.00,-10065.00,179.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,744.79,0
37.694,173,-5664.00,-10065.00,179.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
37.694,173,-5664.00,-10065.00,179.90,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
37.920,174,-5664.00,-10065.00,179.90,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
37.920,174,-5664.00,-10065.00,179.90,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,540.55,1
37.920,174,-5664.00,-10065.00,179.90,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
37.920,174,-5664.00,-10065.00,179.90,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,576.63,1
37.920,174,-5664.00,-10065.00,179.90,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,-1.00,0
37.920,174,-5664.00,-10065.00,179.90,5,front_left_frame_pitch_n25,325.00,75.00,0.00,441.56,1
37.920,174,-5664.00,-10065.00,179.90,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,449.70,1
37.920,174,-5664.00,-10065.00,179.90,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,371.89,1
37.920,174,-5664.00,-10065.00,179.90,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,416.44,1
37.920,174,-5664.00,-10065.00,179.90,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,343.06,1
37.920,174,-5664.00,-10065.00,179.90,10,rear_left_frame_backward,-320.00,80.00,180.00,632.40,0
37.920,174,-5664.00,-10065.00,179.90,11,rear_right_frame_backward,-320.00,-50.00,180.00,213.43,1
37.920,174,-5664.00,-10065.00,179.90,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,744.79,0
37.920,174,-5664.00,-10065.00,179.90,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
37.920,174,-5664.00,-10065.00,179.90,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
