elapsed_s,step_idx,rover_x_cm,rover_y_cm,rover_heading_deg,sensor_index,sensor_label,sensor_x_cm,sensor_y_cm,sensor_yaw_deg,distance_cm,is_obstacle
6.013,28,-5664.00,-10062.50,181.20,10,rear_left_frame_backward,-320.00,80.00,180.00,442.62,1
6.013,28,-5664.00,-10062.50,181.20,11,rear_right_frame_backward,-320.00,-50.00,180.00,304.37,1
6.013,28,-5664.00,-10062.50,181.20,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,546.06,1
6.013,28,-5664.00,-10062.50,181.20,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
6.013,28,-5664.00,-10062.50,181.20,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
6.013,28,-5664.00,-10062.50,181.20,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
6.013,28,-5664.00,-10062.50,181.20,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
6.233,29,-5664.00,-10062.50,181.20,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
6.233,29,-5664.00,-10062.50,181.20,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,559.44,1
6.233,29,-5664.00,-10062.50,181.20,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
6.233,29,-5664.00,-10062.50,181.20,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,609.11,0
6.233,29,-5664.00,-10062.50,181.20,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,373.24,1
6.233,29,-5664.00,-10062.50,181.20,5,front_left_frame_pitch_n25,325.00,75.00,0.00,457.93,1
6.233,29,-5664.00,-10062.50,181.20,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,467.03,1
6.233,29,-5664.00,-10062.50,181.20,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.97,1
6.233,29,-5664.00,-10062.50,181.20,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,415.38,1
6.233,29,-5664.00,-10062.50,181.20,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,617.54,0
6.233,29,-5664.00,-10062.50,181.20,10,rear_left_frame_backward,-320.00,80.00,180.00,442.62,1
6.233,29,-5664.00,-10062.50,181.20,11,rear_right_frame_backward,-320.00,-50.00,180.00,304.37,1
6.233,29,-5664.00,-10062.50,181.20,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,546.06,1
6.233,29,-5664.00,-10062.50,181.20,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
6.233,29,-5664.00,-10062.50,181.20,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
6.233,29,-5664.00,-10062.50,181.20,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
6.233,29,-5664.00,-10062.50,181.20,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
6.453,30,-5664.00,-10062.50,181.20,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
6.453,30,-5664.00,-10062.50,181.20,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,559.44,1
6.453,30,-5664.00,-10062.50,181.20,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
6.453,30,-5664.00,-10062.50,181.20,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,609.11,0
6.453,30,-5664.00,-10062.50,181.20,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,373.24,1
6.453,30,-5664.00,-10062.50,181.20,5,front_left_frame_pitch_n25,325.00,75.00,0.00,457.93,1
6.453,30,-5664.00,-10062.50,181.20,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,467.03,1
6.453,30,-5664.00,-10062.50,181.20,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.97,1
6.453,30,-5664.00,-10062.50,181.20,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,415.38,1
6.453,30,-5664.00,-10062.50,181.20,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,617.54,0
6.453,30,-5664.00,-10062.50,181.20,10,rear_left_frame_backward,-320.00,80.00,180.00,442.62,1
6.453,30,-5664.00,-10062.50,181.20,11,rear_right_frame_backward,-320.00,-50.00,180.00,304.37,1
6.453,30,-5664.00,-10062.50,181.20,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,546.06,1
6.453,30,-5664.00,-10062.50,181.20,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
6.453,30,-5664.00,-10062.50,181.20,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
6.453,30,-5664.00,-10062.50,181.20,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
6.453,30,-5664.00,-10062.50,181.20,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
6.674,31,-5664.00,-10062.50,181.20,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
6.674,31,-5664.00,-10062.50,181.20,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,559.44,1
6.674,31,-5664.00,-10062.50,181.20,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
6.674,31,-5664.00,-10062.50,181.20,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,609.11,0
6.674,31,-5664.00,-10062.50,181.20,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,373.24,1
6.674,31,-5664.00,-10062.50,181.20,5,front_left_frame_pitch_n25,325.00,75.00,0.00,457.93,1
6.674,31,-5664.00,-10062.50,181.20,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,467.03,1
6.674,31,-5664.00,-10062.50,181.20,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.97,1
6.674,31,-5664.00,-10062.50,181.20,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,415.38,1
6.674,31,-5664.00,-10062.50,181.20,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,617.54,0
6.674,31,-5664.00,-10062.50,181.20,10,rear_left_frame_backward,-320.00,80.00,180.00,442.62,1
6.674,31,-5664.00,-10062.50,181.20,11,rear_right_frame_backward,-320.00,-50.00,180.00,304.37,1
6.674,31,-5664.00,-10062.50,181.20,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,546.06,1
6.674,31,-5664.00,-10062.50,181.20,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
6.674,31,-5664.00,-10062.50,181.20,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
6.674,31,-5664.00,-10062.50,181.20,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
6.674,31,-5664.00,-10062.50,181.20,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,-1.00,0
6.897,32,-5664.00,-10062.10,181.40,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
6.897,32,-5664.00,-10062.10,181.40,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.37,1
6.897,32,-5664.00,-10062.10,181.40,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
6.897,32,-5664.00,-10062.10,181.40,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,574.39,1
6.897,32,-5664.00,-10062.10,181.40,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,392.43,1
6.897,32,-5664.00,-10062.10,181.40,5,front_left_frame_pitch_n25,325.00,75.00,0.00,436.57,1
6.897,32,-5664.00,-10062.10,181.40,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,445.24,1
6.897,32,-5664.00,-10062.10,181.40,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.57,1
6.897,32,-5664.00,-10062.10,181.40,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,408.30,1
6.897,32,-5664.00,-10062.10,181.40,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,606.26,0
6.897,32,-5664.00,-10062.10,181.40,10,rear_left_frame_backward,-320.00,80.00,180.00,424.35,1
6.897,32,-5664.00,-10062.10,181.40,11,rear_right_frame_backward,-320.00,-50.00,180.00,309.45,1
6.897,32,-5664.00,-10062.10,181.40,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,558.87,1
6.897,32,-5664.00,-10062.10,181.40,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
6.897,32,-5664.00,-10062.10,181.40,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
6.897,32,-5664.00,-10062.10,181.40,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
6.897,32,-5664.00,-10062.10,181.40,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,898.18,0
7.114,33,-5664.00,-10062.10,181.40,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
7.114,33,-5664.00,-10062.10,181.40,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.37,1
7.114,33,-5664.00,-10062.10,181.40,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
7.114,33,-5664.00,-10062.10,181.40,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,574.39,1
7.114,33,-5664.00,-10062.10,181.40,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,392.43,1
7.114,33,-5664.00,-10062.10,181.40,5,front_left_frame_pitch_n25,325.00,75.00,0.00,436.57,1
7.114,33,-5664.00,-10062.10,181.40,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,445.24,1
7.114,33,-5664.00,-10062.10,181.40,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.57,1
7.114,33,-5664.00,-10062.10,181.40,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,408.30,1
7.114,33,-5664.00,-10062.10,181.40,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,606.26,0
7.114,33,-5664.00,-10062.10,181.40,10,rear_left_frame_backward,-320.00,80.00,180.00,424.35,1
7.114,33,-5664.00,-10062.10,181.40,11,rear_right_frame_backward,-320.00,-50.00,180.00,309.45,1
7.114,33,-5664.00,-10062.10,181.40,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,558.87,1
7.114,33,-5664.00,-10062.10,181.40,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
7.114,33,-5664.00,-10062.10,181.40,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
7.114,33,-5664.00,-10062.10,181.40,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
7.114,33,-5664.00,-10062.10,181.40,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,898.18,0
7.337,34,-5664.00,-10062.10,181.40,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
7.337,34,-5664.00,-10062.10,181.40,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.37,1
7.337,34,-5664.00,-10062.10,181.40,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
7.337,34,-5664.00,-10062.10,181.40,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,574.39,1
7.337,34,-5664.00,-10062.10,181.40,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,392.43,1
7.337,34,-5664.00,-10062.10,181.40,5,front_left_frame_pitch_n25,325.00,75.00,0.00,436.57,1
7.337,34,-5664.00,-10062.10,181.40,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,445.24,1
7.337,34,-5664.00,-10062.10,181.40,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.57,1
7.337,34,-5664.00,-10062.10,181.40,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,408.30,1
7.337,34,-5664.00,-10062.10,181.40,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,606.26,0
7.337,34,-5664.00,-10062.10,181.40,10,rear_left_frame_backward,-320.00,80.00,180.00,424.35,1
7.337,34,-5664.00,-10062.10,181.40,11,rear_right_frame_backward,-320.00,-50.00,180.00,309.45,1
7.337,34,-5664.00,-10062.10,181.40,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,558.87,1
7.337,34,-5664.00,-10062.10,181.40,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
7.337,34,-5664.00,-10062.10,181.40,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
7.337,34,-5664.00,-10062.10,181.40,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
7.337,34,-5664.00,-10062.10,181.40,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,898.18,0
7.542,35,-5664.00,-10062.10,181.40,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
7.542,35,-5664.00,-10062.10,181.40,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,531.37,1
7.542,35,-5664.00,-10062.10,181.40,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
7.542,35,-5664.00,-10062.10,181.40,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,574.39,1
7.542,35,-5664.00,-10062.10,181.40,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,392.43,1
7.542,35,-5664.00,-10062.10,181.40,5,front_left_frame_pitch_n25,325.00,75.00,0.00,436.57,1
7.542,35,-5664.00,-10062.10,181.40,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,445.24,1
7.542,35,-5664.00,-10062.10,181.40,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,390.57,1
7.542,35,-5664.00,-10062.10,181.40,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,408.30,1
7.542,35,-5664.00,-10062.10,181.40,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,606.26,0
7.542,35,-5664.00,-10062.10,181.40,10,rear_left_frame_backward,-320.00,80.00,180.00,424.35,1
7.542,35,-5664.00,-10062.10,181.40,11,rear_right_frame_backward,-320.00,-50.00,180.00,309.45,1
7.542,35,-5664.00,-10062.10,181.40,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,558.87,1
7.542,35,-5664.00,-10062.10,181.40,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,-1.00,0
7.542,35,-5664.00,-10062.10,181.40,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
7.542,35,-5664.00,-10062.10,181.40,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
7.542,35,-5664.00,-10062.10,181.40,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,898.18,0
7.762,36,-5664.00,-10061.70,181.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
7.762,36,-5664.00,-10061.70,181.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,510.20,1
7.762,36,-5664.00,-10061.70,181.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
7.762,36,-5664.00,-10061.70,181.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.83,1
7.762,36,-5664.00,-10061.70,181.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,417.90,1
7.762,36,-5664.00,-10061.70,181.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,415.34,1
7.762,36,-5664.00,-10061.70,181.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,418.39,1
7.762,36,-5664.00,-10061.70,181.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,416.23,1
7.762,36,-5664.00,-10061.70,181.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,379.87,1
7.762,36,-5664.00,-10061.70,181.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,643.47,0
7.762,36,-5664.00,-10061.70,181.50,10,rear_left_frame_backward,-320.00,80.00,180.00,421.10,1
7.762,36,-5664.00,-10061.70,181.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,317.11,1
7.762,36,-5664.00,-10061.70,181.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,535.85,1
7.762,36,-5664.00,-10061.70,181.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1047.78,0
7.762,36,-5664.00,-10061.70,181.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
7.762,36,-5664.00,-10061.70,181.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
7.762,36,-5664.00,-10061.70,181.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,735.53,0
7.967,37,-5664.00,-10061.70,181.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
7.967,37,-5664.00,-10061.70,181.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,510.20,1
7.967,37,-5664.00,-10061.70,181.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
7.967,37,-5664.00,-10061.70,181.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.83,1
7.967,37,-5664.00,-10061.70,181.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,417.90,1
7.967,37,-5664.00,-10061.70,181.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,415.34,1
7.967,37,-5664.00,-10061.70,181.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,418.39,1
7.967,37,-5664.00,-10061.70,181.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,416.23,1
7.967,37,-5664.00,-10061.70,181.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,379.87,1
7.967,37,-5664.00,-10061.70,181.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,643.47,0
7.967,37,-5664.00,-10061.70,181.50,10,rear_left_frame_backward,-320.00,80.00,180.00,421.10,1
7.967,37,-5664.00,-10061.70,181.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,317.11,1
7.967,37,-5664.00,-10061.70,181.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,535.85,1
7.967,37,-5664.00,-10061.70,181.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1047.78,0
7.967,37,-5664.00,-10061.70,181.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
7.967,37,-5664.00,-10061.70,181.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
7.967,37,-5664.00,-10061.70,181.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,735.53,0
8.195,38,-5664.00,-10061.70,181.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
8.195,38,-5664.00,-10061.70,181.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,510.20,1
8.195,38,-5664.00,-10061.70,181.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
8.195,38,-5664.00,-10061.70,181.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.83,1
8.195,38,-5664.00,-10061.70,181.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,417.90,1
8.195,38,-5664.00,-10061.70,181.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,415.34,1
8.195,38,-5664.00,-10061.70,181.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,418.39,1
8.195,38,-5664.00,-10061.70,181.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,416.23,1
8.195,38,-5664.00,-10061.70,181.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,379.87,1
8.195,38,-5664.00,-10061.70,181.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,643.47,0
8.195,38,-5664.00,-10061.70,181.50,10,rear_left_frame_backward,-320.00,80.00,180.00,421.10,1
8.195,38,-5664.00,-10061.70,181.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,317.11,1
8.195,38,-5664.00,-10061.70,181.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,535.85,1
8.195,38,-5664.00,-10061.70,181.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1047.78,0
8.195,38,-5664.00,-10061.70,181.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
8.195,38,-5664.00,-10061.70,181.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
8.195,38,-5664.00,-10061.70,181.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,735.53,0
8.421,39,-5664.00,-10061.70,181.50,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
8.421,39,-5664.00,-10061.70,181.50,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,510.20,1
8.421,39,-5664.00,-10061.70,181.50,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
8.421,39,-5664.00,-10061.70,181.50,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,524.83,1
8.421,39,-5664.00,-10061.70,181.50,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,417.90,1
8.421,39,-5664.00,-10061.70,181.50,5,front_left_frame_pitch_n25,325.00,75.00,0.00,415.34,1
8.421,39,-5664.00,-10061.70,181.50,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,418.39,1
8.421,39,-5664.00,-10061.70,181.50,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,416.23,1
8.421,39,-5664.00,-10061.70,181.50,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,379.87,1
8.421,39,-5664.00,-10061.70,181.50,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,643.47,0
8.421,39,-5664.00,-10061.70,181.50,10,rear_left_frame_backward,-320.00,80.00,180.00,421.10,1
8.421,39,-5664.00,-10061.70,181.50,11,rear_right_frame_backward,-320.00,-50.00,180.00,317.11,1
8.421,39,-5664.00,-10061.70,181.50,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,535.85,1
8.421,39,-5664.00,-10061.70,181.50,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,1047.78,0
8.421,39,-5664.00,-10061.70,181.50,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,-1.00,0
8.421,39,-5664.00,-10061.70,181.50,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
8.421,39,-5664.00,-10061.70,181.50,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,735.53,0
8.628,40,-5664.00,-10061.50,181.70,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
8.628,40,-5664.00,-10061.50,181.70,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,495.22,1
8.628,40,-5664.00,-10061.50,181.70,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
8.628,40,-5664.00,-10061.50,181.70,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,499.34,1
8.628,40,-5664.00,-10061.50,181.70,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,447.40,1
8.628,40,-5664.00,-10061.50,181.70,5,front_left_frame_pitch_n25,325.00,75.00,0.00,402.78,1
8.628,40,-5664.00,-10061.50,181.70,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,403.92,1
8.628,40,-5664.00,-10061.50,181.70,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,431.91,1
8.628,40,-5664.00,-10061.50,181.70,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,374.05,1
8.628,40,-5664.00,-10061.50,181.70,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,660.93,0
8.628,40,-5664.00,-10061.50,181.70,10,rear_left_frame_backward,-320.00,80.00,180.00,417.72,1
8.628,40,-5664.00,-10061.50,181.70,11,rear_right_frame_backward,-320.00,-50.00,180.00,323.49,1
8.628,40,-5664.00,-10061.50,181.70,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,549.73,1
8.628,40,-5664.00,-10061.50,181.70,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,989.61,0
8.628,40,-5664.00,-10061.50,181.70,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,1053.86,0
8.628,40,-5664.00,-10061.50,181.70,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
8.628,40,-5664.00,-10061.50,181.70,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,665.00,0
8.840,41,-5664.00,-10061.50,181.70,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
8.840,41,-5664.00,-10061.50,181.70,1,front_left_frame_yaw_p20_pitch_n20,325.00,75.00,20.00,495.22,1
8.840,41,-5664.00,-10061.50,181.70,2,front_center_frame_forward,325.00,0.00,0.00,-1.00,0
8.840,41,-5664.00,-10061.50,181.70,3,front_right_frame_yaw_n20_pitch_n20,325.00,-75.00,-20.00,499.34,1
8.840,41,-5664.00,-10061.50,181.70,4,front_right_wheel_hub_yaw_n30,250.00,-245.00,-30.00,447.40,1
8.840,41,-5664.00,-10061.50,181.70,5,front_left_frame_pitch_n25,325.00,75.00,0.00,402.78,1
8.840,41,-5664.00,-10061.50,181.70,6,front_right_frame_pitch_n25,325.00,-75.00,0.00,403.92,1
8.840,41,-5664.00,-10061.50,181.70,7,left_mid_frame_left_pitch_n20,40.00,235.00,90.00,431.91,1
8.840,41,-5664.00,-10061.50,181.70,8,right_mid_frame_right_pitch_n20,40.00,-235.00,-90.00,374.05,1
8.840,41,-5664.00,-10061.50,181.70,9,rear_left_wheel_hub_back_yaw_p40,-215.00,270.00,140.00,660.93,0
8.840,41,-5664.00,-10061.50,181.70,10,rear_left_frame_backward,-320.00,80.00,180.00,417.72,1
8.840,41,-5664.00,-10061.50,181.70,11,rear_right_frame_backward,-320.00,-50.00,180.00,323.49,1
8.840,41,-5664.00,-10061.50,181.70,12,rear_right_wheel_hub_back_yaw_n40,-215.00,-215.00,-140.00,549.73,1
8.840,41,-5664.00,-10061.50,181.70,13,front_left_frame_yaw_p20_pitch_n10,325.00,75.00,20.00,989.61,0
8.840,41,-5664.00,-10061.50,181.70,14,front_right_frame_yaw_n20_pitch_n10,325.00,-75.00,-20.00,1053.86,0
8.840,41,-5664.00,-10061.50,181.70,15,front_left_wheel_hub_yaw_p15,250.00,245.00,15.00,-1.00,0
8.840,41,-5664.00,-10061.50,181.70,16,front_right_wheel_hub_yaw_n15,250.00,-245.00,-15.00,665.00,0
9.045,42,-5664.00,-10061.50,181.70,0,front_left_wheel_hub_yaw_p30,250.00,245.00,30.00,0.00,0
