sample_idx,sensor_idx,distance_cm,x_cm,y_cm,z_cm
99,8,389.359985,-174.307846,202.592377,-63.167660
99,9,452.540009,924.442322,912.838501,70.001297
99,10,385.049988,432.026337,1009.471619,70.001297
99,11,364.899994,304.556122,976.954468,70.001297
99,12,658.049988,-284.000763,954.636597,70.001297
100,5,414.640015,561.793274,-390.376831,-105.233139
100,6,418.799988,412.845245,-408.506561,-106.991226
100,7,395.690002,1027.837769,318.345825,-65.332649
100,8,389.359985,-174.307846,202.592377,-63.167660
100,9,452.540009,924.442322,912.838501,70.001297
100,10,385.049988,432.026337,1009.471619,70.001297
100,11,364.899994,304.556122,976.954468,70.001297
100,12,658.049988,-284.000763,954.636597,70.001297
101,5,414.640015,561.793274,-390.376831,-105.233139
101,6,418.799988,412.845245,-408.506561,-106.991226
101,7,395.690002,1027.837769,318.345825,-65.332649
101,8,389.359985,-174.307846,202.592377,-63.167660
101,9,452.540009,924.442322,912.838501,70.001297
101,10,385.049988,432.026337,1009.471619,70.001297
101,11,364.899994,304.556122,976.954468,70.001297
101,12,658.049988,-284.000763,954.636597,70.001297
102,5,414.640015,561.793274,-390.376831,-105.233139
102,6,418.799988,412.845245,-408.506561,-106.991226
102,7,395.690002,1027.837769,318.345825,-65.332649
102,8,389.359985,-174.307846,202.592377,-63.167660
102,9,452.540009,924.442322,912.838501,70.001297
102,10,385.049988,432.026337,1009.471619,70.001297
102,11,364.899994,304.556122,976.954468,70.001297
102,12,658.049988,-284.000763,954.636597,70.001297
103,5,414.640015,561.793274,-390.376831,-105.233139
103,6,418.799988,412.845245,-408.506561,-106.991226
103,7,395.690002,1027.837769,318.345825,-65.332649
103,8,389.359985,-174.307846,202.592377,-63.167660
103,9,452.540009,924.442322,912.838501,70.001297
103,10,385.049988,432.026337,1009.471619,70.001297
103,11,364.899994,304.556122,976.954468,70.001297
103,12,658.049988,-284.000763,954.636597,70.001297
104,5,414.640015,561.793274,-390.376831,-105.233139
104,6,418.799988,412.845245,-408.506561,-106.991226
104,7,395.690002,1027.837769,318.345825,-65.332649
104,8,389.359985,-174.307846,202.592377,-63.167660
104,9,452.540009,924.442322,912.838501,70.001297
104,10,385.049988,432.026337,1009.471619,70.001297
104,11,364.899994,304.556122,976.954468,70.001297
104,12,658.049988,-284.000763,954.636597,70.001297
105,7,346.000000,981.044434,166.673645,-48.337669
105,8,387.140015,-177.371719,132.292709,-62.408382
105,9,507.600006,998.073486,811.306702,70.001297
105,10,329.839996,480.657196,841.966248,70.001297
105,11,298.079987,351.656616,806.363647,70.001297
105,12,594.210022,-196.599426,842.226074,70.001297
106,7,346.000000,981.044434,166.673645,-48.337669
106,8,387.140015,-177.371719,132.292709,-62.408382
106,9,507.600006,998.073486,811.306702,70.001297
106,10,329.839996,480.657196,841.966248,70.001297
106,11,298.079987,351.656616,806.363647,70.001297
106,12,594.210022,-196.599426,842.226074,70.001297
107,7,346.000000,981.044434,166.673645,-48.337669
107,8,387.140015,-177.371719,132.292709,-62.408382
107,9,507.600006,998.073486,811.306702,70.001297
107,10,329.839996,480.657196,841.966248,70.001297
107,11,298.079987,351.656616,806.363647,70.001297
107,12,594.210022,-196.599426,842.226074,70.001297
108,7,346.000000,981.044434,166.673645,-48.337669
108,8,387.140015,-177.371719,132.292709,-62.408382
108,9,507.600006,998.073486,811.306702,70.001297
108,10,329.839996,480.657196,841.966248,70.001297
108,11,298.079987,351.656616,806.363647,70.001297
108,12,594.210022,-196.599426,842.226074,70.001297
109,7,346.000000,981.044434,166.673645,-48.337669
109,8,387.140015,-177.371719,132.292709,-62.408382
109,9,507.600006,998.073486,811.306702,70.001297
109,10,329.839996,480.657196,841.966248,70.001297
109,11,298.079987,351.656616,806.363647,70.001297
109,12,594.210022,-196.599426,842.226074,70.001297
110,7,346.000000,981.044434,166.673645,-48.337669
110,8,387.140015,-177.371719,132.292709,-62.408382
110,9,507.600006,998.073486,811.306702,70.001297
110,10,329.839996,480.657196,841.966248,70.001297
110,11,298.079987,351.656616,806.363647,70.001297
110,12,594.210022,-196.599426,842.226074,70.001297
111,7,346.000000,981.044434,166.673645,-48.337669
111,8,387.140015,-177.371719,132.292709,-62.408382
111,9,507.600006,998.073486,811.306702,70.001297
111,10,329.839996,480.657196,841.966248,70.001297
111,11,298.079987,351.656616,806.363647,70.001297
111,12,594.210022,-196.599426,842.226074,70.001297
112,7,346.000000,981.044434,166.673645,-48.337669
112,8,387.140015,-177.371719,132.292709,-62.408382
112,9,507.600006,998.073486,811.306702,70.001297
112,10,329.839996,480.657196,841.966248,70.001297
112,11,298.079987,351.656616,806.363647,70.001297
112,12,594.210022,-196.599426,842.226074,70.001297
113,7,346.000000,981.044434,166.673645,-48.337669
113,8,387.140015,-177.371719,132.292709,-62.408382
113,9,507.600006,998.073486,811.306702,70.001297
113,10,329.839996,480.657196,841.966248,70.001297
113,11,298.079987,351.656616,806.363647,70.001297
113,12,594.210022,-196.599426,842.226074,70.001297
114,7,346.000000,981.044434,166.673645,-48.337669
114,8,387.140015,-177.371719,132.292709,-62.408382
114,9,507.600006,998.073486,811.306702,70.001297
114,10,329.839996,480.657196,841.966248,70.001297
114,11,298.079987,351.656616,806.363647,70.001297
114,12,594.210022,-196.599426,842.226074,70.001297
115,7,346.000000,981.044434,166.673645,-48.337669
115,8,387.140015,-177.371719,132.292709,-62.408382
115,9,507.600006,998.073486,811.306702,70.001297
115,10,329.839996,480.657196,841.966248,70.001297
115,11,298.079987,351.656616,806.363647,70.001297
115,12,594.210022,-196.599426,842.226074,70.001297
116,7,346.000000,981.044434,166.673645,-48.337669
116,8,387.140015,-177.371719,132.292709,-62.408382
116,9,507.600006,998.073486,811.306702,70.001297
116,10,329.839996,480.657196,841.966248,70.001297
116,11,298.079987,351.656616,806.363647,70.001297
116,12,594.210022,-196.599426,842.226074,70.001297
117,1,512.440002,601.792786,-720.659241,-105.263504
117,3,515.979980,121.970413,-694.443787,-106.474243
117,4,654.440002,-211.005005,-710.285522,70.001297
117,5,420.299988,441.774445,-639.163635,-107.625153
117,6,418.510010,292.153259,-628.387085,-106.868675
117,7,179.380005,810.377197,5.457233,8.649725
117,8,378.179993,-181.703918,66.135513,-59.343876
117,9,145.880005,793.048828,373.953003,70.001297
117,10,321.089996,528.998169,705.029846,70.001297
117,11,291.570007,397.438507,683.501221,70.001297
117,12,568.599976,-129.679962,754.816895,70.001297
117,16,676.630005,-64.493210,-806.221558,70.001297
118,1,512.440002,601.792786,-720.659241,-105.263504
118,3,515.979980,121.970413,-694.443787,-106.474243
118,4,654.440002,-211.005005,-710.285522,70.001297
118,5,420.299988,441.774445,-639.163635,-107.625153
118,6,418.510010,292.153259,-628.387085,-106.868675
118,7,179.380005,810.377197,5.457233,8.649725
118,8,378.179993,-181.703918,66.135513,-59.343876
118,9,145.880005,793.048828,373.953003,70.001297
118,10,321.089996,528.998169,705.029846,70.001297
118,11,291.570007,397.438507,683.501221,70.001297
118,12,568.599976,-129.679962,754.816895,70.001297
118,16,676.630005,-64.493210,-806.221558,70.001297
119,1,512.440002,601.792786,-720.659241,-105.263504
119,3,515.979980,121.970413,-694.443787,-106.474243
119,4,654.440002,-211.005005,-710.285522,70.001297
119,5,420.299988,441.774445,-639.163635,-107.625153
119,6,418.510010,292.153259,-628.387085,-106.868675
119,7,179.380005,810.377197,5.457233,8.649725
119,8,378.179993,-181.703918,66.135513,-59.343876
119,9,145.880005,793.048828,373.953003,70.001297
119,10,321.089996,528.998169,705.029846,70.001297
119,11,291.570007,397.438507,683.501221,70.001297
119,12,568.599976,-129.679962,754.816895,70.001297
119,16,676.630005,-64.493210,-806.221558,70.001297
120,1,512.440002,601.792786,-720.659241,-105.263504
120,3,515.979980,121.970413,-694.443787,-106.474243
120,4,654.440002,-211.005005,-710.285522,70.001297
120,5,420.299988,441.774445,-639.163635,-107.625153
120,6,418.510010,292.153259,-628.387085,-106.868675
120,7,179.380005,810.377197,5.457233,8.649725
120,8,378.179993,-181.703918,66.135513,-59.343876
120,9,145.880005,793.048828,373.953003,70.001297
120,10,321.089996,528.998169,705.029846,70.001297
120,11,291.570007,397.438507,683.501221,70.001297
120,12,568.599976,-129.679962,754.816895,70.001297
120,16,676.630005,-64.493210,-806.221558,70.001297
121,1,512.440002,601.792786,-720.659241,-105.263504
121,3,515.979980,121.970413,-694.443787,-106.474243
121,4,654.440002,-211.005005,-710.285522,70.001297
121,5,420.299988,441.774445,-639.163635,-107.625153
121,6,418.510010,292.153259,-628.387085,-106.868675
121,7,179.380005,810.377197,5.457233,8.649725
121,8,378.179993,-181.703918,66.135513,-59.343876
121,9,145.880005,793.048828,373.953003,70.001297
121,10,321.089996,528.998169,705.029846,70.001297
121,11,291.570007,397.438507,683.501221,70.001297
121,12,568.599976,-129.679962,754.816895,70.001297
121,16,676.630005,-64.493210,-806.221558,70.001297
122,1,512.440002,601.792786,-720.659241,-105.263504
122,3,515.979980,121.970413,-694.443787,-106.474243
122,4,654.440002,-211.005005,-710.285522,70.001297
122,5,420.299988,441.774445,-639.163635,-107.625153
122,6,418.510010,292.153259,-628.387085,-106.868675
122,7,179.380005,810.377197,5.457233,8.649725
122,8,378.179993,-181.703918,66.135513,-59.343876
122,9,145.880005,793.048828,373.953003,70.001297
122,10,321.089996,528.998169,705.029846,70.001297
122,11,291.570007,397.438507,683.501221,70.001297
122,12,568.599976,-129.679962,754.816895,70.001297
122,16,676.630005,-64.493210,-806.221558,70.001297
123,1,512.440002,601.792786,-720.659241,-105.263504
123,3,515.979980,121.970413,-694.443787,-106.474243
123,4,654.440002,-211.005005,-710.285522,70.001297
123,5,420.299988,441.774445,-639.163635,-107.625153
123,6,418.510010,292.153259,-628.387085,-106.868675
123,7,179.380005,810.377197,5.457233,8.649725
123,8,378.179993,-181.703918,66.135513,-59.343876
123,9,145.880005,793.048828,373.953003,70.001297
123,10,321.089996,528.998169,705.029846,70.001297
123,11,291.570007,397.438507,683.501221,70.001297
123,12,568.599976,-129.679962,754.816895,70.001297
123,16,676.630005,-64.493210,-806.221558,70.001297
124,1,512.440002,601.792786,-720.659241,-105.263504
124,3,515.979980,121.970413,-694.443787,-106.474243
124,4,654.440002,-211.005005,-710.285522,70.001297
124,5,420.299988,441.774445,-639.163635,-107.625153
124,6,418.510010,292.153259,-628.387085,-106.868675
124,7,179.380005,810.377197,5.457233,8.649725
124,8,378.179993,-181.703918,66.135513,-59.343876
124,9,145.880005,793.048828,373.953003,70.001297
124,10,321.089996,528.998169,705.029846,70.001297
124,11,291.570007,397.438507,683.501221,70.001297
124,12,568.599976,-129.679962,754.816895,70.001297
124,16,676.630005,-64.493210,-806.221558,70.001297
125,1,512.440002,601.792786,-720.659241,-105.263504
125,3,515.979980,121.970413,-694.443787,-106.474243
125,4,654.440002,-211.005005,-710.285522,70.001297
125,5,420.299988,441.774445,-639.163635,-107.625153
125,6,418.510010,292.153259,-628.387085,-106.868675
125,7,179.380005,810.377197,5.457233,8.649725
125,8,378.179993,-181.703918,66.135513,-59.343876
125,9,145.880005,793.048828,373.953003,70.001297
125,10,321.089996,528.998169,705.029846,70.001297
125,11,291.570007,397.438507,683.501221,70.001297
125,12,568.599976,-129.679962,754.816895,70.001297
125,16,676.630005,-64.493210,-806.221558,70.001297
126,1,512.440002,601.792786,-720.659241,-105.263504
126,3,515.979980,121.970413,-694.443787,-106.474243
126,4,654.440002,-211.005005,-710.285522,70.001297
126,5,420.299988,441.774445,-639.163635,-107.625153
126,6,418.510010,292.153259,-628.387085,-106.868675
126,7,179.380005,810.377197,5.457233,8.649725
126,8,378.179993,-181.703918,66.135513,-59.343876
126,9,145.880005,793.048828,373.953003,70.001297
126,10,321.089996,528.998169,705.029846,70.001297
126,11,291.570007,397.438507,683.501221,70.001297
126,12,568.599976,-129.679962,754.816895,70.001297
126,16,676.630005,-64.493210,-806.221558,70.001297
127,1,512.440002,601.792786,-720.659241,-105.263504
127,3,515.979980,121.970413,-694.443787,-106.474243
127,4,654.440002,-211.005005,-710.285522,70.001297
127,5,420.299988,441.774445,-639.163635,-107.625153
127,6,418.510010,292.153259,-628.387085,-106.868675
127,7,179.380005,810.377197,5.457233,8.649725
127,8,378.179993,-181.703918,66.135513,-59.343876
127,9,145.880005,793.048828,373.953003,70.001297
127,10,321.089996,528.998169,705.029846,70.001297
127,11,291.570007,397.438507,683.501221,70.001297
127,12,568.599976,-129.679962,754.816895,70.001297
127,16,676.630005,-64.493210,-806.221558,70.001297
128,1,526.669983,454.648132,-873.582947,-100.132843
128,3,502.829987,-11.341704,-753.012207,-91.979088
128,5,420.269989,306.577972,-756.061951,-97.614876
128,6,416.579987,160.551132,-721.604004,-96.055412
128,7,60.869999,657.477844,-149.877609,59.180134
128,8,349.559998,-179.501556,28.027857,-39.557659
128,9,231.259995,871.016724,246.543350,79.998901
128,10,272.279999,581.374268,512.704224,79.998901
128,11,230.809998,445.592957,499.168976,79.998901
128,12,466.559998,-4.656872,616.950684,79.998901
129,1,526.669983,454.648132,-873.582947,-100.132843
129,3,502.829987,-11.341704,-753.012207,-91.979088
129,5,420.269989,306.577972,-756.061951,-97.614876
129,6,416.579987,160.551132,-721.604004,-96.055412
129,7,60.869999,657.477844,-149.877609,59.180134
129,8,349.559998,-179.501556,28.027857,-39.557659
129,9,231.259995,871.016724,246.543350,79.998901
129,10,272.279999,581.374268,512.704224,79.998901
129,11,230.809998,445.592957,499.168976,79.998901
129,12,466.559998,-4.656872,616.950684,79.998901
130,1,526.669983,454.648132,-873.582947,-100.132843
130,3,502.829987,-11.341704,-753.012207,-91.979088
130,5,420.269989,306.577972,-756.061951,-97.614876
130,6,416.579987,160.551132,-721.604004,-96.055412
130,7,60.869999,657.477844,-149.877609,59.180134
130,8,349.559998,-179.501556,28.027857,-39.557659
130,9,231.259995,871.016724,246.543350,79.998901
130,10,272.279999,581.374268,512.704224,79.998901
130,11,230.809998,445.592957,499.168976,79.998901
130,12,466.559998,-4.656872,616.950684,79.998901
131,1,526.669983,454.648132,-873.582947,-100.132843
131,3,502.829987,-11.341704,-753.012207,-91.979088
131,5,420.269989,306.577972,-756.061951,-97.614876
131,6,416.579987,160.551132,-721.604004,-96.055412
131,7,60.869999,657.477844,-149.877609,59.180134
131,8,349.559998,-179.501556,28.027857,-39.557659
131,9,231.259995,871.016724,246.543350,79.998901
131,10,272.279999,581.374268,512.704224,79.998901
131,11,230.809998,445.592957,499.168976,79.998901
131,12,466.559998,-4.656872,616.950684,79.998901
132,1,526.669983,454.648132,-873.582947,-100.132843
132,3,502.829987,-11.341704,-753.012207,-91.979088
132,5,420.269989,306.577972,-756.061951,-97.614876
132,6,416.579987,160.551132,-721.604004,-96.055412
132,7,60.869999,657.477844,-149.877609,59.180134
132,8,349.559998,-179.501556,28.027857,-39.557659
132,9,231.259995,871.016724,246.543350,79.998901
132,10,272.279999,581.374268,512.704224,79.998901
132,11,230.809998,445.592957,499.168976,79.998901
132,12,466.559998,-4.656872,616.950684,79.998901
133,1,526.669983,454.648132,-873.582947,-100.132843
133,3,502.829987,-11.341704,-753.012207,-91.979088
133,5,420.269989,306.577972,-756.061951,-97.614876
133,6,416.579987,160.551132,-721.604004,-96.055412
133,7,60.869999,657.477844,-149.877609,59.180134
133,8,349.559998,-179.501556,28.027857,-39.557659
133,9,231.259995,871.016724,246.543350,79.998901
133,10,272.279999,581.374268,512.704224,79.998901
133,11,230.809998,445.592957,499.168976,79.998901
133,12,466.559998,-4.656872,616.950684,79.998901
134,1,526.669983,454.648132,-873.582947,-100.132843
134,3,502.829987,-11.341704,-753.012207,-91.979088
134,5,420.269989,306.577972,-756.061951,-97.614876
134,6,416.579987,160.551132,-721.604004,-96.055412
134,7,60.869999,657.477844,-149.877609,59.180134
134,8,349.559998,-179.501556,28.027857,-39.557659
134,9,231.259995,871.016724,246.543350,79.998901
134,10,272.279999,581.374268,512.704224,79.998901
134,11,230.809998,445.592957,499.168976,79.998901
134,12,466.559998,-4.656872,616.950684,79.998901
135,1,526.669983,454.648132,-873.582947,-100.132843
135,3,502.829987,-11.341704,-753.012207,-91.979088
135,5,420.269989,306.577972,-756.061951,-97.614876
135,6,416.579987,160.551132,-721.604004,-96.055412
135,7,60.869999,657.477844,-149.877609,59.180134
135,8,349.559998,-179.501556,28.027857,-39.557659
135,9,231.259995,871.016724,246.543350,79.998901
135,10,272.279999,581.374268,512.704224,79.998901
135,11,230.809998,445.592957,499.168976,79.998901
135,12,466.559998,-4.656872,616.950684,79.998901
136,1,526.669983,454.648132,-873.582947,-100.132843
136,3,502.829987,-11.341704,-753.012207,-91.979088
136,5,420.269989,306.577972,-756.061951,-97.614876
136,6,416.579987,160.551132,-721.604004,-96.055412
136,7,60.869999,657.477844,-149.877609,59.180134
136,8,349.559998,-179.501556,28.027857,-39.557659
136,9,231.259995,871.016724,246.543350,79.998901
136,10,272.279999,581.374268,512.704224,79.998901
136,11,230.809998,445.592957,499.168976,79.998901
136,12,466.559998,-4.656872,616.950684,79.998901
137,1,526.669983,454.648132,-873.582947,-100.132843
137,3,502.829987,-11.341704,-753.012207,-91.979088
137,5,420.269989,306.577972,-756.061951,-97.614876
137,6,416.579987,160.551132,-721.604004,-96.055412
137,7,60.869999,657.477844,-149.877609,59.180134
137,8,349.559998,-179.501556,28.027857,-39.557659
137,9,231.259995,871.016724,246.543350,79.998901
137,10,272.279999,581.374268,512.704224,79.998901
137,11,230.809998,445.592957,499.168976,79.998901
137,12,466.559998,-4.656872,616.950684,79.998901
138,1,526.669983,454.648132,-873.582947,-100.132843
138,3,502.829987,-11.341704,-753.012207,-91.979088
138,5,420.269989,306.577972,-756.061951,-97.614876
138,6,416.579987,160.551132,-721.604004,-96.055412
138,7,60.869999,657.477844,-149.877609,59.180134
138,8,349.559998,-179.501556,28.027857,-39.557659
138,9,231.259995,871.016724,246.543350,79.998901
138,10,272.279999,581.374268,512.704224,79.998901
138,11,230.809998,445.592957,499.168976,79.998901
138,12,466.559998,-4.656872,616.950684,79.998901
139,1,526.669983,454.648132,-873.582947,-100.132843
139,3,502.829987,-11.341704,-753.012207,-91.979088
139,5,420.269989,306.577972,-756.061951,-97.614876
139,6,416.579987,160.551132,-721.604004,-96.055412
139,7,60.869999,657.477844,-149.877609,59.180134
139,8,349.559998,-179.501556,28.027857,-39.557659
139,9,231.259995,871.016724,246.543350,79.998901
139,10,272.279999,581.374268,512.704224,79.998901
139,11,230.809998,445.592957,499.168976,79.998901
139,12,466.559998,-4.656872,616.950684,79.998901
140,1,507.029999,230.070038,-983.494873,-93.415573
140,5,398.700012,115.070808,-839.306213,-88.499008
140,6,387.239990,-18.346676,-769.968994,-83.655792
140,7,186.289993,680.066101,-380.172089,16.283970
140,8,336.570007,-201.529129,3.156434,-35.114822
140,9,196.220001,828.911987,-2.921897,79.998901
140,10,284.970001,634.566711,342.913422,79.998901
140,11,237.190002,496.296692,350.933655,79.998901
140,12,447.339996,81.482414,531.836853,79.998901
141,1,507.029999,230.070038,-983.494873,-93.415573
141,5,398.700012,115.070808,-839.306213,-88.499008
141,6,387.239990,-18.346676,-769.968994,-83.655792
141,7,186.289993,680.066101,-380.172089,16.283970
141,8,336.570007,-201.529129,3.156434,-35.114822
141,9,196.220001,828.911987,-2.921897,79.998901
141,10,284.970001,634.566711,342.913422,79.998901
141,11,237.190002,496.296692,350.933655,79.998901
141,12,447.339996,81.482414,531.836853,79.998901
142,1,507.029999,230.070038,-983.494873,-93.415573
142,5,398.700012,115.070808,-839.306213,-88.499008
142,6,387.239990,-18.346676,-769.968994,-83.655792
142,7,186.289993,680.066101,-380.172089,16.283970
142,8,336.570007,-201.529129,3.156434,-35.114822
142,9,196.220001,828.911987,-2.921897,79.998901
142,10,284.970001,634.566711,342.913422,79.998901
142,11,237.190002,496.296692,350.933655,79.998901
142,12,447.339996,81.482414,531.836853,79.998901
143,1,507.029999,230.070038,-983.494873,-93.415573
143,5,398.700012,115.070808,-839.306213,-88.499008
143,6,387.239990,-18.346676,-769.968994,-83.655792
143,7,186.289993,680.066101,-380.172089,16.283970
143,8,336.570007,-201.529129,3.156434,-35.114822
143,9,196.220001,828.911987,-2.921897,79.998901
143,10,284.970001,634.566711,342.913422,79.998901
143,11,237.190002,496.296692,350.933655,79.998901
143,12,447.339996,81.482414,531.836853,79.998901
144,1,507.029999,230.070038,-983.494873,-93.415573
144,5,398.700012,115.070808,-839.306213,-88.499008
144,6,387.239990,-18.346676,-769.968994,-83.655792
144,7,186.289993,680.066101,-380.172089,16.283970
144,8,336.570007,-201.529129,3.156434,-35.114822
144,9,196.220001,828.911987,-2.921897,79.998901
144,10,284.970001,634.566711,342.913422,79.998901
144,11,237.190002,496.296692,350.933655,79.998901
144,12,447.339996,81.482414,531.836853,79.998901
145,1,507.029999,230.070038,-983.494873,-93.415573
145,5,398.700012,115.070808,-839.306213,-88.499008
145,6,387.239990,-18.346676,-769.968994,-83.655792
145,7,186.289993,680.066101,-380.172089,16.283970
145,8,336.570007,-201.529129,3.156434,-35.114822
145,9,196.220001,828.911987,-2.921897,79.998901
145,10,284.970001,634.566711,342.913422,79.998901
145,11,237.190002,496.296692,350.933655,79.998901
145,12,447.339996,81.482414,531.836853,79.998901
146,1,507.029999,230.070038,-983.494873,-93.415573
146,5,398.700012,115.070808,-839.306213,-88.499008
146,6,387.239990,-18.346676,-769.968994,-83.655792
146,7,186.289993,680.066101,-380.172089,16.283970
146,8,336.570007,-201.529129,3.156434,-35.114822
146,9,196.220001,828.911987,-2.921897,79.998901
146,10,284.970001,634.566711,342.913422,79.998901
146,11,237.190002,496.296692,350.933655,79.998901
146,12,447.339996,81.482414,531.836853,79.998901
147,1,507.029999,230.070038,-983.494873,-93.415573
147,5,398.700012,115.070808,-839.306213,-88.499008
147,6,387.239990,-18.346676,-769.968994,-83.655792
147,7,186.289993,680.066101,-380.172089,16.283970
147,8,336.570007,-201.529129,3.156434,-35.114822
147,9,196.220001,828.911987,-2.921897,79.998901
147,10,284.970001,634.566711,342.913422,79.998901
147,11,237.190002,496.296692,350.933655,79.998901
147,12,447.339996,81.482414,531.836853,79.998901
148,1,507.029999,230.070038,-983.494873,-93.415573
148,5,398.700012,115.070808,-839.306213,-88.499008
148,6,387.239990,-18.346676,-769.968994,-83.655792
148,7,186.289993,680.066101,-380.172089,16.283970
148,8,336.570007,-201.529129,3.156434,-35.114822
148,9,196.220001,828.911987,-2.921897,79.998901
148,10,284.970001,634.566711,342.913422,79.998901
148,11,237.190002,496.296692,350.933655,79.998901
148,12,447.339996,81.482414,531.836853,79.998901
149,1,507.029999,230.070038,-983.494873,-93.415573
149,5,398.700012,115.070808,-839.306213,-88.499008
149,6,387.239990,-18.346676,-769.968994,-83.655792
149,7,186.289993,680.066101,-380.172089,16.283970
149,8,336.570007,-201.529129,3.156434,-35.114822
149,9,196.220001,828.911987,-2.921897,79.998901
149,10,284.970001,634.566711,342.913422,79.998901
149,11,237.190002,496.296692,350.933655,79.998901
149,12,447.339996,81.482414,531.836853,79.998901
150,1,507.029999,230.070038,-983.494873,-93.415573
150,5,398.700012,115.070808,-839.306213,-88.499008
150,6,387.239990,-18.346676,-769.968994,-83.655792
150,7,186.289993,680.066101,-380.172089,16.283970
150,8,336.570007,-201.529129,3.156434,-35.114822
150,9,196.220001,828.911987,-2.921897,79.998901
150,10,284.970001,634.566711,342.913422,79.998901
150,11,237.190002,496.296692,350.933655,79.998901
150,12,447.339996,81.482414,531.836853,79.998901
151,1,549.020020,-50.714249,-1076.529175,-97.779503
151,5,398.220001,-116.002754,-871.052734,-78.298645
151,6,381.239990,-225.998154,-767.912842,-71.122581
151,7,219.699997,566.912781,-579.313293,14.854575
151,8,323.910004,-213.308502,15.056087,-20.787346
151,9,246.899994,825.915039,-218.290573,89.996399
151,10,286.170013,670.960083,153.732574,89.996399
151,11,243.910004,541.939453,198.894363,89.996399
151,12,458.470001,177.654053,479.294861,89.996399
152,1,549.020020,-50.714249,-1076.529175,-97.779503
152,5,398.220001,-116.002754,-871.052734,-78.298645
152,6,381.239990,-225.998154,-767.912842,-71.122581
152,7,219.699997,566.912781,-579.313293,14.854575
152,8,323.910004,-213.308502,15.056087,-20.787346
152,9,246.899994,825.915039,-218.290573,89.996399
152,10,286.170013,670.960083,153.732574,89.996399
152,11,243.910004,541.939453,198.894363,89.996399
152,12,458.470001,177.654053,479.294861,89.996399
153,1,549.020020,-50.714249,-1076.529175,-97.779503
153,5,398.220001,-116.002754,-871.052734,-78.298645
153,6,381.239990,-225.998154,-767.912842,-71.122581
153,7,219.699997,566.912781,-579.313293,14.854575
153,8,323.910004,-213.308502,15.056087,-20.787346
153,9,246.899994,825.915039,-218.290573,89.996399
153,10,286.170013,670.960083,153.732574,89.996399
153,11,243.910004,541.939453,198.894363,89.996399
153,12,458.470001,177.654053,479.294861,89.996399
154,1,549.020020,-50.714249,-1076.529175,-97.779503
154,5,398.220001,-116.002754,-871.052734,-78.298645
154,6,381.239990,-225.998154,-767.912842,-71.122581
154,7,219.699997,566.912781,-579.313293,14.854575
154,8,323.910004,-213.308502,15.056087,-20.787346
154,9,246.899994,825.915039,-218.290573,89.996399
154,10,286.170013,670.960083,153.732574,89.996399
154,11,243.910004,541.939453,198.894363,89.996399
154,12,458.470001,177.654053,479.294861,89.996399
155,1,549.020020,-50.714249,-1076.529175,-97.779503
155,5,398.220001,-116.002754,-871.052734,-78.298645
155,6,381.239990,-225.998154,-767.912842,-71.122581
155,7,219.699997,566.912781,-579.313293,14.854575
155,8,323.910004,-213.308502,15.056087,-20.787346
155,9,246.899994,825.915039,-218.290573,89.996399
155,10,286.170013,670.960083,153.732574,89.996399
155,11,243.910004,541.939453,198.894363,89.996399
155,12,458.470001,177.654053,479.294861,89.996399
156,1,549.020020,-50.714249,-1076.529175,-97.779503
156,5,398.220001,-116.002754,-871.052734,-78.298645
156,6,381.239990,-225.998154,-767.912842,-71.122581
156,7,219.699997,566.912781,-579.313293,14.854575
156,8,323.910004,-213.308502,15.056087,-20.787346
156,9,246.899994,825.915039,-218.290573,89.996399
156,10,286.170013,670.960083,153.732574,89.996399
156,11,243.910004,541.939453,198.894363,89.996399
156,12,458.470001,177.654053,479.294861,89.996399
157,1,549.020020,-50.714249,-1076.529175,-97.779503
157,5,398.220001,-116.002754,-871.052734,-78.298645
157,6,381.239990,-225.998154,-767.912842,-71.122581
157,7,219.699997,566.912781,-579.313293,14.854575
157,8,323.910004,-213.308502,15.056087,-20.787346
157,9,246.899994,825.915039,-218.290573,89.996399
157,10,286.170013,670.960083,153.732574,89.996399
157,11,243.910004,541.939453,198.894363,89.996399
157,12,458.470001,177.654053,479.294861,89.996399
158,1,549.020020,-50.714249,-1076.529175,-97.779503
158,5,398.220001,-116.002754,-871.052734,-78.298645
158,6,381.239990,-225.998154,-767.912842,-71.122581
158,7,219.699997,566.912781,-579.313293,14.854575
158,8,323.910004,-213.308502,15.056087,-20.787346
158,9,246.899994,825.915039,-218.290573,89.996399
158,10,286.170013,670.960083,153.732574,89.996399
158,11,243.910004,541.939453,198.894363,89.996399
158,12,458.470001,177.654053,479.294861,89.996399
159,1,549.020020,-50.714249,-1076.529175,-97.779503
159,5,398.220001,-116.002754,-871.052734,-78.298645
159,6,381.239990,-225.998154,-767.912842,-71.122581
159,7,219.699997,566.912781,-579.313293,14.854575
159,8,323.910004,-213.308502,15.056087,-20.787346
159,9,246.899994,825.915039,-218.290573,89.996399
159,10,286.170013,670.960083,153.732574,89.996399
159,11,243.910004,541.939453,198.894363,89.996399
159,12,458.470001,177.654053,479.294861,89.996399
160,1,549.020020,-50.714249,-1076.529175,-97.779503
160,5,398.220001,-116.002754,-871.052734,-78.298645
160,6,381.239990,-225.998154,-767.912842,-71.122581
160,7,219.699997,566.912781,-579.313293,14.854575
