sim_time_s,pose_x_cm,pose_y_cm,pose_z_cm,yaw_deg,throttle_cmd,steer_cmd,speed_cm_s,near_rocks,near_bumps,near_craters,rock_attempts,rock_success,bump_attempts,bump_success,crater_attempts,crater_success,placed_rocks,placed_bumps,placed_craters,refresh_count,refresh_skipped_distance_gate,refresh_force,refresh_center_x_cm,refresh_center_y_cm,refresh_yaw_deg,refresh_rocks_near_before,refresh_bumps_near_before,refresh_craters_near_before,refresh_rocks_added,refresh_bumps_added,refresh_craters_added
0.7083330500000015,2020.3663330078125,-5116.779296875,211.058837890625,67.56770015880066,0.0,0.0,10.932964086532593,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2020.3663544019705,-5116.779294204169,67.56770015880066,0,0,0,0,0,0
0.9166663000000022,2021.7391357421875,-5116.02001953125,207.3549041748047,67.55443998801368,0.0,0.0,4.5901961624622345,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2021.7391791439593,-5116.020009157317,67.55443998801368,0,0,0,0,0,0
1.0833329000000016,2020.972412109375,-5115.4560546875,201.6339874267578,67.52683569136578,0.0,0.0,15.741857886314392,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2020.972434039866,-5115.4561972552,67.52683569136578,0,0,0,0,0,0
1.2916661499999995,2020.7818603515625,-5113.77880859375,204.86239624023438,67.48525063622823,0.0,0.0,8.509787917137146,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2020.7818029262826,-5113.778904261188,67.48525063622823,0,0,0,0,0,0
1.4999993999999974,2021.67822265625,-5112.4931640625,204.9607391357422,67.46460699079272,0.0,0.0,7.965109497308731,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2021.6782476549015,-5112.49319606477,67.46460699079272,0,0,0,0,0,0
1.7916659499999945,2021.9822998046875,-5110.03125,204.1613311767578,67.45513029559747,0.0,0.0,8.432909846305847,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2021.9823348177538,-5110.031163329119,67.45513029559747,0,0,0,0,0,0
2.166665799999995,2022.8553466796875,-5106.83837890625,204.30194091796875,67.42809382117223,0.0,0.0,9.372439980506897,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2022.8553852345494,-5106.838228102552,67.42809382117223,0,0,0,0,0,0
2.583332300000002,2024.0008544921875,-5102.93310546875,204.42218017578125,67.42414061762622,0.0,0.0,9.751956164836884,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2024.0008026172302,-5102.932931731894,67.42414061762622,0,0,0,0,0,0
2.999998800000009,2025.2620849609375,-5099.32666015625,204.34664916992188,67.43933905673485,0.0,0.0,8.781083673238754,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2025.2621033790351,-5099.3268664966545,67.43933905673485,0,0,0,0,0,0
3.416665300000016,2026.5362548828125,-5096.0146484375,204.28126525878906,67.44936784307353,0.0,0.0,8.373809605836868,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2026.5362668130952,-5096.014519223651,67.44936784307353,0,0,0,0,0,0
3.833331800000023,2049.44775390625,-5031.15283203125,206.77017211914062,68.09334555620414,1.0,0.0,301.43017768859863,8,2,2,14,8,2,2,5,2,8,2,2,1,1,0,2049.4476573218444,-5031.152652848054,68.09334555620414,0,0,0,0,0,0
4.24999830000003,2083.699462890625,-4859.49560546875,197.79795837402344,73.23959083186355,1.0,1.0,520.8066463470459,8,2,2,17,9,4,4,5,2,9,2,2,3,1,0,2083.699459050274,-4859.495839809935,73.23959083186355,0,0,0,0,0,0
4.666664800000037,2107.495361328125,-4610.8115234375,184.30589294433594,79.81590300391069,1.0,0.0,684.7334384918213,8,2,2,17,9,6,6,5,2,9,2,2,5,1,0,2107.495345692427,-4610.8114261089495,79.81590300391069,0,0,0,0,0,0
5.083331300000044,2209.076416015625,-4351.10888671875,175.46420288085938,71.45629309692251,1.0,1.0,618.4295177459717,8,2,2,17,9,8,8,5,2,9,2,2,7,1,0,2209.076321057109,-4351.1087453934615,71.45629309692251,0,0,0,0,0,0
