sample_idx,sensor_idx,distance_cm,x_cm,y_cm,z_cm
4,2,130.179993,-304.686646,350.979614,79.998901
4,3,130.630005,-376.103516,444.813324,35.320808
4,4,449.980011,-765.711792,556.872559,79.998901
4,5,180.300003,-275.817841,274.196503,3.800826
4,6,138.449997,-353.901367,407.768860,21.487404
4,7,405.820007,423.443359,202.374023,-58.799717
4,8,483.359985,-491.632874,1133.562378,-85.319954
4,9,585.650024,946.409729,674.086914,79.998901
4,10,508.260010,666.800293,1193.494629,79.998901
4,11,509.880005,576.837524,1287.352661,79.998901
4,13,691.090027,-452.269409,-225.561050,-40.007626
4,14,131.139999,-381.923279,442.161102,57.226677
4,15,355.850006,-167.226669,13.435081,79.998901
4,16,265.720001,-561.335571,538.691772,79.998901
5,1,392.769989,-318.161865,55.601265,-54.336349
5,2,130.179993,-304.686646,350.979614,79.998901
5,3,130.630005,-376.103516,444.813324,35.320808
5,4,449.980011,-765.711792,556.872559,79.998901
5,5,180.300003,-275.817841,274.196503,3.800826
5,6,138.449997,-353.901367,407.768860,21.487404
5,7,405.820007,423.443359,202.374023,-58.799717
5,8,483.359985,-491.632874,1133.562378,-85.319954
5,9,585.650024,946.409729,674.086914,79.998901
5,10,508.260010,666.800293,1193.494629,79.998901
5,11,509.880005,576.837524,1287.352661,79.998901
5,13,691.090027,-452.269409,-225.561050,-40.007626
5,14,131.139999,-381.923279,442.161102,57.226677
5,15,355.850006,-167.226669,13.435081,79.998901
5,16,265.720001,-561.335571,538.691772,79.998901
6,1,392.769989,-318.161865,55.601265,-54.336349
6,2,130.179993,-304.686646,350.979614,79.998901
6,3,130.630005,-376.103516,444.813324,35.320808
6,4,449.980011,-765.711792,556.872559,79.998901
6,5,180.300003,-275.817841,274.196503,3.800826
6,6,138.449997,-353.901367,407.768860,21.487404
6,7,405.820007,423.443359,202.374023,-58.799717
6,8,483.359985,-491.632874,1133.562378,-85.319954
6,9,585.650024,946.409729,674.086914,79.998901
6,10,508.260010,666.800293,1193.494629,79.998901
6,11,509.880005,576.837524,1287.352661,79.998901
6,13,691.090027,-452.269409,-225.561050,-40.007626
6,14,131.139999,-381.923279,442.161102,57.226677
6,15,355.850006,-167.226669,13.435081,79.998901
6,16,265.720001,-561.335571,538.691772,79.998901
7,1,392.769989,-318.161865,55.601265,-54.336349
7,2,130.179993,-304.686646,350.979614,79.998901
7,3,130.630005,-376.103516,444.813324,35.320808
7,4,449.980011,-765.711792,556.872559,79.998901
7,5,180.300003,-275.817841,274.196503,3.800826
7,6,138.449997,-353.901367,407.768860,21.487404
7,7,405.820007,423.443359,202.374023,-58.799717
7,8,483.359985,-491.632874,1133.562378,-85.319954
7,9,585.650024,946.409729,674.086914,79.998901
7,10,508.260010,666.800293,1193.494629,79.998901
7,11,509.880005,576.837524,1287.352661,79.998901
7,13,691.090027,-452.269409,-225.561050,-40.007626
7,14,131.139999,-381.923279,442.161102,57.226677
7,15,355.850006,-167.226669,13.435081,79.998901
7,16,265.720001,-561.335571,538.691772,79.998901
8,1,392.769989,-318.161865,55.601265,-54.336349
8,2,130.179993,-304.686646,350.979614,79.998901
8,3,130.630005,-376.103516,444.813324,35.320808
8,4,449.980011,-765.711792,556.872559,79.998901
8,5,180.300003,-275.817841,274.196503,3.800826
8,6,138.449997,-353.901367,407.768860,21.487404
8,7,405.820007,423.443359,202.374023,-58.799717
8,8,483.359985,-491.632874,1133.562378,-85.319954
8,9,585.650024,946.409729,674.086914,79.998901
8,10,508.260010,666.800293,1193.494629,79.998901
8,11,509.880005,576.837524,1287.352661,79.998901
8,13,691.090027,-452.269409,-225.561050,-40.007626
8,14,131.139999,-381.923279,442.161102,57.226677
8,15,355.850006,-167.226669,13.435081,79.998901
8,16,265.720001,-561.335571,538.691772,79.998901
9,1,392.769989,-318.161865,55.601265,-54.336349
9,2,130.179993,-304.686646,350.979614,79.998901
9,3,130.630005,-376.103516,444.813324,35.320808
9,4,449.980011,-765.711792,556.872559,79.998901
9,5,180.300003,-275.817841,274.196503,3.800826
9,6,138.449997,-353.901367,407.768860,21.487404
9,7,405.820007,423.443359,202.374023,-58.799717
9,8,483.359985,-491.632874,1133.562378,-85.319954
9,9,585.650024,946.409729,674.086914,79.998901
9,10,508.260010,666.800293,1193.494629,79.998901
9,11,509.880005,576.837524,1287.352661,79.998901
9,13,691.090027,-452.269409,-225.561050,-40.007626
9,14,131.139999,-381.923279,442.161102,57.226677
9,15,355.850006,-167.226669,13.435081,79.998901
9,16,265.720001,-561.335571,538.691772,79.998901
10,1,555.450012,-418.658508,-88.589264,-109.976196
10,2,128.970001,-324.156250,342.718567,79.998901
10,3,127.220001,-390.355133,439.280945,36.487099
10,4,418.339996,-748.114136,569.866760,79.998901
10,5,180.240005,-298.699738,264.238312,3.826182
10,6,114.029999,-356.060394,415.269928,31.807739
10,7,500.700012,458.104614,103.605270,-91.250587
10,8,390.739990,-427.032135,1066.184570,-53.642048
10,9,892.219971,1242.328735,637.255615,79.998901
10,10,243.800003,479.171478,972.734741,79.998901
10,11,218.610001,372.635315,1051.376831,79.998901
10,12,568.109985,95.912544,1517.167358,79.998901
10,13,322.019989,-324.398285,93.257057,24.080715
10,14,122.849998,-391.680817,438.729126,58.666222
10,15,311.600006,-175.143585,37.344563,79.998901
10,16,298.230011,-604.141602,522.955994,79.998901
11,1,555.450012,-418.658508,-88.589264,-109.976196
11,2,128.970001,-324.156250,342.718567,79.998901
11,3,127.220001,-390.355133,439.280945,36.487099
11,4,418.339996,-748.114136,569.866760,79.998901
11,5,180.240005,-298.699738,264.238312,3.826182
11,6,114.029999,-356.060394,415.269928,31.807739
11,7,500.700012,458.104614,103.605270,-91.250587
11,8,390.739990,-427.032135,1066.184570,-53.642048
11,9,892.219971,1242.328735,637.255615,79.998901
11,10,243.800003,479.171478,972.734741,79.998901
11,11,218.610001,372.635315,1051.376831,79.998901
11,12,568.109985,95.912544,1517.167358,79.998901
11,13,322.019989,-324.398285,93.257057,24.080715
11,14,122.849998,-391.680817,438.729126,58.666222
11,15,311.600006,-175.143585,37.344563,79.998901
11,16,298.230011,-604.141602,522.955994,79.998901
12,1,555.450012,-418.658508,-88.589264,-109.976196
12,2,128.970001,-324.156250,342.718567,79.998901
12,3,127.220001,-390.355133,439.280945,36.487099
12,4,418.339996,-748.114136,569.866760,79.998901
12,5,180.240005,-298.699738,264.238312,3.826182
12,6,114.029999,-356.060394,415.269928,31.807739
12,7,500.700012,458.104614,103.605270,-91.250587
12,8,390.739990,-427.032135,1066.184570,-53.642048
12,9,892.219971,1242.328735,637.255615,79.998901
12,10,243.800003,479.171478,972.734741,79.998901
12,11,218.610001,372.635315,1051.376831,79.998901
12,12,568.109985,95.912544,1517.167358,79.998901
12,13,322.019989,-324.398285,93.257057,24.080715
12,14,122.849998,-391.680817,438.729126,58.666222
12,15,311.600006,-175.143585,37.344563,79.998901
12,16,298.230011,-604.141602,522.955994,79.998901
13,1,555.450012,-418.658508,-88.589264,-109.976196
13,2,128.970001,-324.156250,342.718567,79.998901
13,3,127.220001,-390.355133,439.280945,36.487099
13,4,418.339996,-748.114136,569.866760,79.998901
13,5,180.240005,-298.699738,264.238312,3.826182
13,6,114.029999,-356.060394,415.269928,31.807739
13,7,500.700012,458.104614,103.605270,-91.250587
13,8,390.739990,-427.032135,1066.184570,-53.642048
13,9,892.219971,1242.328735,637.255615,79.998901
13,10,243.800003,479.171478,972.734741,79.998901
13,11,218.610001,372.635315,1051.376831,79.998901
13,12,568.109985,95.912544,1517.167358,79.998901
13,13,322.019989,-324.398285,93.257057,24.080715
13,14,122.849998,-391.680817,438.729126,58.666222
13,15,311.600006,-175.143585,37.344563,79.998901
13,16,298.230011,-604.141602,522.955994,79.998901
14,1,555.450012,-418.658508,-88.589264,-109.976196
14,2,128.970001,-324.156250,342.718567,79.998901
14,3,127.220001,-390.355133,439.280945,36.487099
14,4,418.339996,-748.114136,569.866760,79.998901
14,5,180.240005,-298.699738,264.238312,3.826182
14,6,114.029999,-356.060394,415.269928,31.807739
14,7,500.700012,458.104614,103.605270,-91.250587
14,8,390.739990,-427.032135,1066.184570,-53.642048
14,9,892.219971,1242.328735,637.255615,79.998901
14,10,243.800003,479.171478,972.734741,79.998901
14,11,218.610001,372.635315,1051.376831,79.998901
14,12,568.109985,95.912544,1517.167358,79.998901
14,13,322.019989,-324.398285,93.257057,24.080715
14,14,122.849998,-391.680817,438.729126,58.666222
14,15,311.600006,-175.143585,37.344563,79.998901
14,16,298.230011,-604.141602,522.955994,79.998901
15,1,555.450012,-418.658508,-88.589264,-109.976196
15,2,128.970001,-324.156250,342.718567,79.998901
15,3,127.220001,-390.355133,439.280945,36.487099
15,4,418.339996,-748.114136,569.866760,79.998901
15,5,180.240005,-298.699738,264.238312,3.826182
15,6,114.029999,-356.060394,415.269928,31.807739
15,7,500.700012,458.104614,103.605270,-91.250587
15,8,390.739990,-427.032135,1066.184570,-53.642048
15,9,892.219971,1242.328735,637.255615,79.998901
15,10,243.800003,479.171478,972.734741,79.998901
15,11,218.610001,372.635315,1051.376831,79.998901
15,12,568.109985,95.912544,1517.167358,79.998901
15,13,322.019989,-324.398285,93.257057,24.080715
15,14,122.849998,-391.680817,438.729126,58.666222
15,15,311.600006,-175.143585,37.344563,79.998901
15,16,298.230011,-604.141602,522.955994,79.998901
16,1,555.450012,-418.658508,-88.589264,-109.976196
16,2,128.970001,-324.156250,342.718567,79.998901
16,3,127.220001,-390.355133,439.280945,36.487099
16,4,418.339996,-748.114136,569.866760,79.998901
16,5,180.240005,-298.699738,264.238312,3.826182
16,6,114.029999,-356.060394,415.269928,31.807739
16,7,500.700012,458.104614,103.605270,-91.250587
16,8,390.739990,-427.032135,1066.184570,-53.642048
16,9,892.219971,1242.328735,637.255615,79.998901
16,10,243.800003,479.171478,972.734741,79.998901
16,11,218.610001,372.635315,1051.376831,79.998901
16,12,568.109985,95.912544,1517.167358,79.998901
16,13,322.019989,-324.398285,93.257057,24.080715
16,14,122.849998,-391.680817,438.729126,58.666222
16,15,311.600006,-175.143585,37.344563,79.998901
16,16,298.230011,-604.141602,522.955994,79.998901
17,1,555.450012,-418.658508,-88.589264,-109.976196
17,2,128.970001,-324.156250,342.718567,79.998901
17,3,127.220001,-390.355133,439.280945,36.487099
17,4,418.339996,-748.114136,569.866760,79.998901
17,5,180.240005,-298.699738,264.238312,3.826182
17,6,114.029999,-356.060394,415.269928,31.807739
17,7,500.700012,458.104614,103.605270,-91.250587
17,8,390.739990,-427.032135,1066.184570,-53.642048
17,9,892.219971,1242.328735,637.255615,79.998901
17,10,243.800003,479.171478,972.734741,79.998901
17,11,218.610001,372.635315,1051.376831,79.998901
17,12,568.109985,95.912544,1517.167358,79.998901
17,13,322.019989,-324.398285,93.257057,24.080715
17,14,122.849998,-391.680817,438.729126,58.666222
17,15,311.600006,-175.143585,37.344563,79.998901
17,16,298.230011,-604.141602,522.955994,79.998901
18,1,555.450012,-418.658508,-88.589264,-109.976196
18,2,128.970001,-324.156250,342.718567,79.998901
18,3,127.220001,-390.355133,439.280945,36.487099
18,4,418.339996,-748.114136,569.866760,79.998901
18,5,180.240005,-298.699738,264.238312,3.826182
18,6,114.029999,-356.060394,415.269928,31.807739
18,7,500.700012,458.104614,103.605270,-91.250587
18,8,390.739990,-427.032135,1066.184570,-53.642048
18,9,892.219971,1242.328735,637.255615,79.998901
18,10,243.800003,479.171478,972.734741,79.998901
18,11,218.610001,372.635315,1051.376831,79.998901
18,12,568.109985,95.912544,1517.167358,79.998901
18,13,322.019989,-324.398285,93.257057,24.080715
18,14,122.849998,-391.680817,438.729126,58.666222
18,15,311.600006,-175.143585,37.344563,79.998901
18,16,298.230011,-604.141602,522.955994,79.998901
19,1,555.450012,-418.658508,-88.589264,-109.976196
19,2,128.970001,-324.156250,342.718567,79.998901
19,3,127.220001,-390.355133,439.280945,36.487099
19,4,418.339996,-748.114136,569.866760,79.998901
19,5,180.240005,-298.699738,264.238312,3.826182
19,6,114.029999,-356.060394,415.269928,31.807739
19,7,500.700012,458.104614,103.605270,-91.250587
19,8,390.739990,-427.032135,1066.184570,-53.642048
19,9,892.219971,1242.328735,637.255615,79.998901
19,10,243.800003,479.171478,972.734741,79.998901
19,11,218.610001,372.635315,1051.376831,79.998901
19,12,568.109985,95.912544,1517.167358,79.998901
19,13,322.019989,-324.398285,93.257057,24.080715
19,14,122.849998,-391.680817,438.729126,58.666222
19,15,311.600006,-175.143585,37.344563,79.998901
19,16,298.230011,-604.141602,522.955994,79.998901
20,1,512.320007,-390.046173,-52.607048,-95.224861
20,2,129.419998,-314.526581,342.413971,79.998901
20,3,127.199997,-380.376892,439.288147,36.493938
20,4,266.290009,-589.765076,603.035400,79.998901
20,5,180.289993,-288.772186,264.207642,3.805056
20,6,113.879997,-345.999420,415.361969,31.871134
20,7,414.220001,413.059448,163.423935,-61.672684
20,8,462.660004,-462.816345,1115.932007,-78.240143
20,9,679.049988,1039.338989,627.585571,79.998901
20,10,231.970001,480.424347,964.727295,79.998901
20,11,230.330002,391.223267,1059.309814,79.998901
20,12,743.369995,128.446182,1690.967651,79.998901
20,13,320.910004,-313.934326,94.227547,24.273462
20,14,122.690002,-381.574432,438.789673,58.694004
20,15,319.799988,-169.576462,30.421091,79.998901
20,16,298.269989,-594.216125,522.937500,79.998901
21,1,512.320007,-390.046173,-52.607048,-95.224861
21,2,129.419998,-314.526581,342.413971,79.998901
21,3,127.199997,-380.376892,439.288147,36.493938
21,4,266.290009,-589.765076,603.035400,79.998901
21,5,180.289993,-288.772186,264.207642,3.805056
21,6,113.879997,-345.999420,415.361969,31.871134
21,7,414.220001,413.059448,163.423935,-61.672684
21,8,462.660004,-462.816345,1115.932007,-78.240143
21,9,679.049988,1039.338989,627.585571,79.998901
21,10,231.970001,480.424347,964.727295,79.998901
21,11,230.330002,391.223267,1059.309814,79.998901
21,12,743.369995,128.446182,1690.967651,79.998901
21,13,320.910004,-313.934326,94.227547,24.273462
21,14,122.690002,-381.574432,438.789673,58.694004
21,15,319.799988,-169.576462,30.421091,79.998901
21,16,298.269989,-594.216125,522.937500,79.998901
22,1,512.320007,-390.046173,-52.607048,-95.224861
22,2,129.419998,-314.526581,342.413971,79.998901
22,3,127.199997,-380.376892,439.288147,36.493938
22,4,266.290009,-589.765076,603.035400,79.998901
22,5,180.289993,-288.772186,264.207642,3.805056
22,6,113.879997,-345.999420,415.361969,31.871134
22,7,414.220001,413.059448,163.423935,-61.672684
22,8,462.660004,-462.816345,1115.932007,-78.240143
22,9,679.049988,1039.338989,627.585571,79.998901
22,10,231.970001,480.424347,964.727295,79.998901
22,11,230.330002,391.223267,1059.309814,79.998901
22,12,743.369995,128.446182,1690.967651,79.998901
22,13,320.910004,-313.934326,94.227547,24.273462
22,14,122.690002,-381.574432,438.789673,58.694004
22,15,319.799988,-169.576462,30.421091,79.998901
22,16,298.269989,-594.216125,522.937500,79.998901
23,1,512.320007,-390.046173,-52.607048,-95.224861
23,2,129.419998,-314.526581,342.413971,79.998901
23,3,127.199997,-380.376892,439.288147,36.493938
23,4,266.290009,-589.765076,603.035400,79.998901
23,5,180.289993,-288.772186,264.207642,3.805056
23,6,113.879997,-345.999420,415.361969,31.871134
23,7,414.220001,413.059448,163.423935,-61.672684
23,8,462.660004,-462.816345,1115.932007,-78.240143
23,9,679.049988,1039.338989,627.585571,79.998901
23,10,231.970001,480.424347,964.727295,79.998901
23,11,230.330002,391.223267,1059.309814,79.998901
23,12,743.369995,128.446182,1690.967651,79.998901
23,13,320.910004,-313.934326,94.227547,24.273462
23,14,122.690002,-381.574432,438.789673,58.694004
23,15,319.799988,-169.576462,30.421091,79.998901
23,16,298.269989,-594.216125,522.937500,79.998901
24,1,512.320007,-390.046173,-52.607048,-95.224861
24,2,129.419998,-314.526581,342.413971,79.998901
24,3,127.199997,-380.376892,439.288147,36.493938
24,4,266.290009,-589.765076,603.035400,79.998901
24,5,180.289993,-288.772186,264.207642,3.805056
24,6,113.879997,-345.999420,415.361969,31.871134
24,7,414.220001,413.059448,163.423935,-61.672684
24,8,462.660004,-462.816345,1115.932007,-78.240143
24,9,679.049988,1039.338989,627.585571,79.998901
24,10,231.970001,480.424347,964.727295,79.998901
24,11,230.330002,391.223267,1059.309814,79.998901
24,12,743.369995,128.446182,1690.967651,79.998901
24,13,320.910004,-313.934326,94.227547,24.273462
24,14,122.690002,-381.574432,438.789673,58.694004
24,15,319.799988,-169.576462,30.421091,79.998901
24,16,298.269989,-594.216125,522.937500,79.998901
25,1,512.320007,-390.046173,-52.607048,-95.224861
25,2,129.419998,-314.526581,342.413971,79.998901
25,3,127.199997,-380.376892,439.288147,36.493938
25,4,266.290009,-589.765076,603.035400,79.998901
25,5,180.289993,-288.772186,264.207642,3.805056
25,6,113.879997,-345.999420,415.361969,31.871134
25,7,414.220001,413.059448,163.423935,-61.672684
25,8,462.660004,-462.816345,1115.932007,-78.240143
25,9,679.049988,1039.338989,627.585571,79.998901
25,10,231.970001,480.424347,964.727295,79.998901
25,11,230.330002,391.223267,1059.309814,79.998901
25,12,743.369995,128.446182,1690.967651,79.998901
25,13,320.910004,-313.934326,94.227547,24.273462
25,14,122.690002,-381.574432,438.789673,58.694004
25,15,319.799988,-169.576462,30.421091,79.998901
25,16,298.269989,-594.216125,522.937500,79.998901
26,1,512.320007,-390.046173,-52.607048,-95.224861
26,2,129.419998,-314.526581,342.413971,79.998901
26,3,127.199997,-380.376892,439.288147,36.493938
26,4,266.290009,-589.765076,603.035400,79.998901
26,5,180.289993,-288.772186,264.207642,3.805056
26,6,113.879997,-345.999420,415.361969,31.871134
26,7,414.220001,413.059448,163.423935,-61.672684
26,8,462.660004,-462.816345,1115.932007,-78.240143
26,9,679.049988,1039.338989,627.585571,79.998901
26,10,231.970001,480.424347,964.727295,79.998901
26,11,230.330002,391.223267,1059.309814,79.998901
26,12,743.369995,128.446182,1690.967651,79.998901
26,13,320.910004,-313.934326,94.227547,24.273462
26,14,122.690002,-381.574432,438.789673,58.694004
26,15,319.799988,-169.576462,30.421091,79.998901
26,16,298.269989,-594.216125,522.937500,79.998901
27,1,512.320007,-390.046173,-52.607048,-95.224861
27,2,129.419998,-314.526581,342.413971,79.998901
27,3,127.199997,-380.376892,439.288147,36.493938
27,4,266.290009,-589.765076,603.035400,79.998901
27,5,180.289993,-288.772186,264.207642,3.805056
27,6,113.879997,-345.999420,415.361969,31.871134
27,7,414.220001,413.059448,163.423935,-61.672684
27,8,462.660004,-462.816345,1115.932007,-78.240143
27,9,679.049988,1039.338989,627.585571,79.998901
27,10,231.970001,480.424347,964.727295,79.998901
27,11,230.330002,391.223267,1059.309814,79.998901
27,12,743.369995,128.446182,1690.967651,79.998901
27,13,320.910004,-313.934326,94.227547,24.273462
27,14,122.690002,-381.574432,438.789673,58.694004
27,15,319.799988,-169.576462,30.421091,79.998901
27,16,298.269989,-594.216125,522.937500,79.998901
28,1,512.320007,-390.046173,-52.607048,-95.224861
28,2,129.419998,-314.526581,342.413971,79.998901
28,3,127.199997,-380.376892,439.288147,36.493938
28,4,266.290009,-589.765076,603.035400,79.998901
28,5,180.289993,-288.772186,264.207642,3.805056
28,6,113.879997,-345.999420,415.361969,31.871134
28,7,414.220001,413.059448,163.423935,-61.672684
28,8,462.660004,-462.816345,1115.932007,-78.240143
28,9,679.049988,1039.338989,627.585571,79.998901
28,10,231.970001,480.424347,964.727295,79.998901
28,11,230.330002,391.223267,1059.309814,79.998901
28,12,743.369995,128.446182,1690.967651,79.998901
28,13,320.910004,-313.934326,94.227547,24.273462
28,14,122.690002,-381.574432,438.789673,58.694004
28,15,319.799988,-169.576462,30.421091,79.998901
28,16,298.269989,-594.216125,522.937500,79.998901
29,1,512.320007,-390.046173,-52.607048,-95.224861
29,2,129.419998,-314.526581,342.413971,79.998901
29,3,127.199997,-380.376892,439.288147,36.493938
29,4,266.290009,-589.765076,603.035400,79.998901
29,5,180.289993,-288.772186,264.207642,3.805056
29,6,113.879997,-345.999420,415.361969,31.871134
29,7,414.220001,413.059448,163.423935,-61.672684
29,8,462.660004,-462.816345,1115.932007,-78.240143
29,9,679.049988,1039.338989,627.585571,79.998901
29,10,231.970001,480.424347,964.727295,79.998901
29,11,230.330002,391.223267,1059.309814,79.998901
29,12,743.369995,128.446182,1690.967651,79.998901
29,13,320.910004,-313.934326,94.227547,24.273462
29,14,122.690002,-381.574432,438.789673,58.694004
29,15,319.799988,-169.576462,30.421091,79.998901
29,16,298.269989,-594.216125,522.937500,79.998901
30,1,512.320007,-390.046173,-52.607048,-95.224861
30,2,129.419998,-314.526581,342.413971,79.998901
30,3,127.199997,-380.376892,439.288147,36.493938
30,4,266.290009,-589.765076,603.035400,79.998901
30,5,180.289993,-288.772186,264.207642,3.805056
30,6,113.879997,-345.999420,415.361969,31.871134
30,7,414.220001,413.059448,163.423935,-61.672684
30,8,462.660004,-462.816345,1115.932007,-78.240143
30,9,679.049988,1039.338989,627.585571,79.998901
30,10,231.970001,480.424347,964.727295,79.998901
30,11,230.330002,391.223267,1059.309814,79.998901
30,12,743.369995,128.446182,1690.967651,79.998901
30,13,320.910004,-313.934326,94.227547,24.273462
30,14,122.690002,-381.574432,438.789673,58.694004
30,15,319.799988,-169.576462,30.421091,79.998901
30,16,298.269989,-594.216125,522.937500,79.998901
31,1,512.320007,-390.046173,-52.607048,-95.224861
31,2,129.419998,-314.526581,342.413971,79.998901
31,3,127.199997,-380.376892,439.288147,36.493938
31,4,266.290009,-589.765076,603.035400,79.998901
31,5,180.289993,-288.772186,264.207642,3.805056
31,6,113.879997,-345.999420,415.361969,31.871134
31,7,414.220001,413.059448,163.423935,-61.672684
31,8,462.660004,-462.816345,1115.932007,-78.240143
31,9,679.049988,1039.338989,627.585571,79.998901
31,10,231.970001,480.424347,964.727295,79.998901
31,11,230.330002,391.223267,1059.309814,79.998901
31,12,743.369995,128.446182,1690.967651,79.998901
31,13,320.910004,-313.934326,94.227547,24.273462
31,14,122.690002,-381.574432,438.789673,58.694004
31,15,319.799988,-169.576462,30.421091,79.998901
31,16,298.269989,-594.216125,522.937500,79.998901
32,1,489.459991,-383.733795,-31.431185,-87.406273
32,2,130.309998,-316.790710,343.570557,79.998901
32,3,126.739998,-381.074707,441.551178,36.651268
32,4,419.059998,-739.265869,573.683838,79.998901
32,5,185.580002,-294.333923,262.602753,1.569402
32,6,114.449997,-347.604980,416.933624,31.630241
32,7,442.619995,428.467316,141.633759,-71.386055
32,8,445.119995,-449.277466,1106.262573,-72.241104
32,9,711.890015,1072.021240,623.566650,79.998901
32,10,301.899994,533.788269,1009.375916,79.998901
32,11,292.250000,439.159180,1099.033447,79.998901
32,12,765.559998,136.868103,1712.375366,79.998901
32,13,323.130005,-317.855896,94.047699,23.887964
32,14,122.360001,-382.374115,441.018280,58.751308
32,15,326.660004,-176.523880,25.649227,79.998901
32,16,300.899994,-597.210083,524.948730,79.998901
33,1,489.459991,-383.733795,-31.431185,-87.406273
33,2,130.309998,-316.790710,343.570557,79.998901
33,3,126.739998,-381.074707,441.551178,36.651268
33,4,419.059998,-739.265869,573.683838,79.998901
33,5,185.580002,-294.333923,262.602753,1.569402
33,6,114.449997,-347.604980,416.933624,31.630241
33,7,442.619995,428.467316,141.633759,-71.386055
33,8,445.119995,-449.277466,1106.262573,-72.241104
33,9,711.890015,1072.021240,623.566650,79.998901
33,10,301.899994,533.788269,1009.375916,79.998901
33,11,292.250000,439.159180,1099.033447,79.998901
33,12,765.559998,136.868103,1712.375366,79.998901
33,13,323.130005,-317.855896,94.047699,23.887964
33,14,122.360001,-382.374115,441.018280,58.751308
33,15,326.660004,-176.523880,25.649227,79.998901
33,16,300.899994,-597.210083,524.948730,79.998901
34,1,489.459991,-383.733795,-31.431185,-87.406273
34,2,130.309998,-316.790710,343.570557,79.998901
34,3,126.739998,-381.074707,441.551178,36.651268
34,4,419.059998,-739.265869,573.683838,79.998901
34,5,185.580002,-294.333923,262.602753,1.569402
34,6,114.449997,-347.604980,416.933624,31.630241
34,7,442.619995,428.467316,141.633759,-71.386055
34,8,445.119995,-449.277466,1106.262573,-72.241104
34,9,711.890015,1072.021240,623.566650,79.998901
34,10,301.899994,533.788269,1009.375916,79.998901
34,11,292.250000,439.159180,1099.033447,79.998901
34,12,765.559998,136.868103,1712.375366,79.998901
34,13,323.130005,-317.855896,94.047699,23.887964
34,14,122.360001,-382.374115,441.018280,58.751308
34,15,326.660004,-176.523880,25.649227,79.998901
34,16,300.899994,-597.210083,524.948730,79.998901
35,1,489.459991,-383.733795,-31.431185,-87.406273
35,2,130.309998,-316.790710,343.570557,79.998901
