step_idx	elapsed_s	status	reverse_active	path_reverse_active	stuck_detection_armed	planner_rebuilt	replan_attempted	raw_path_points	follow_path_points	active_path_points	raw_rover_x	raw_rover_y	raw_rover_z	raw_heading_deg	rover_x_cm	rover_y_cm	rover_z_cm	rover_heading_deg	raw_pose_delta	pose_delta_cm	telemetry_throttle	telemetry_steering	telemetry_speed	telemetry_brakes	telemetry_distance_traveled	distance_traveled_delta	moved_since_anchor_cm	stationary_elapsed_s	goal_x_cm	goal_y_cm	goal_dist_cm	target_x_cm	target_y_cm	rover_cell_x	rover_cell_y	target_cell_x	target_cell_y	waypoint_idx	waypoint_distance_cm	waypoint_distance_avg_cm	path_heading_error_deg	throttle_cmd	steering_cmd	new_lidar_obstacles	stuck_obstacles_added	obstacle_total
0	0.000	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	0.000	0.000	0.000	0	866.000	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
1	0.458	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	0.458	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
2	0.791	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	0.791	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
3	1.124	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	1.124	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
4	1.462	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	1.462	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
5	1.750	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	1.750	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
6	2.035	Running	0	0	0	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.400	-2710.010	-7959.961	9.992	-91.400	0.000	0.000	18.000	1.000	0.000	0	866.000	0.000	0.000	2.035	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.600	18.000	-1.000	0	0	0
7	2.344	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.700	-2710.010	-7959.961	9.992	-91.700	0.000	0.000	18.000	1.000	0.300	0	866.100	0.100	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.300	18.000	-1.000	0	0	0
8	2.635	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.700	-2710.010	-7959.961	9.992	-91.700	0.000	0.000	18.000	1.000	0.300	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.300	18.000	-1.000	0	0	0
9	2.919	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	181.700	-2710.010	-7959.961	9.992	-91.700	0.000	0.000	18.000	1.000	0.300	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-43.300	18.000	-1.000	0	0	0
10	3.255	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	182.200	-2710.010	-7959.961	9.992	-92.200	0.000	0.000	18.000	1.000	0.500	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-42.800	18.000	-1.000	0	0	0
11	3.555	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	182.200	-2710.010	-7959.961	9.992	-92.200	0.000	0.000	18.000	1.000	0.500	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-42.800	18.000	-1.000	0	0	0
12	3.843	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	182.200	-2710.010	-7959.961	9.992	-92.200	0.000	0.000	18.000	1.000	0.500	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-42.800	18.000	-1.000	0	0	0
13	4.130	Running	0	0	1	0	0	0	649	649	-5694.100	-10171.500	1440.100	182.200	-2710.010	-7959.961	9.992	-92.200	0.000	0.000	18.000	1.000	0.500	0	866.100	0.000	0.000	0.000	-6710.010	-11959.961	5656.854	-3013.563	-8263.514	104	104	97	97	57	429.289	429.289	-42.800	18.000	-1.000	0	0	0
14	4.420	Running	0	0	1	0	0	0	649	642	-5694.100	-10171.601	1440.100	183.100	-2710.010	-7970.020	9.992	-93.100	0.101	10.059	18.000	1.000	0.700	0	866.200	0.100	10.059	0.000	-6710.010	-11959.961	5649.746	-3063.563	-8313.514	104	103	96	96	58	492.939	433.533	-45.505	18.000	-1.000	0	0	0
15	4.696	Running	0	0	1	0	0	0	649	642	-5694.100	-10171.601	1440.100	183.100	-2710.010	-7970.020	9.992	-93.100	0.000	0.000	18.000	1.000	0.700	0	866.200	0.000	0.000	0.000	-6710.010	-11959.961	5649.746	-3063.563	-8313.514	104	103	96	96	58	492.939	437.246	-45.505	18.000	-1.000	0	0	0
