step_idx	elapsed_s	sensor_idx	sensor_label	raw_cm	mask_hit	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	rover_x_cm	rover_y_cm	rover_heading_deg
0	0.002	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
1	0.459	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
2	0.814	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
3	1.190	0	front_left_wheel_hub_yaw_p30	0.000	0	545.436	930.408	108	99	300.000	1179.980	-89.900
11	3.824	0	front_left_wheel_hub_yaw_p30	0.000	0	514.151	881.156	108	98	289.990	1150.000	-94.600
12	4.103	0	front_left_wheel_hub_yaw_p30	0.000	0	514.151	881.156	108	98	289.990	1150.000	-94.600
13	4.392	0	front_left_wheel_hub_yaw_p30	0.000	0	514.151	881.156	108	98	289.990	1150.000	-94.600
14	4.740	0	front_left_wheel_hub_yaw_p30	0.000	0	509.901	867.708	108	97	289.990	1140.039	-95.500
15	5.052	0	front_left_wheel_hub_yaw_p30	0.000	0	509.901	867.708	108	97	289.990	1140.039	-95.500
16	5.345	0	front_left_wheel_hub_yaw_p30	0.000	0	509.901	867.708	108	97	289.990	1140.039	-95.500
21	6.744	0	front_left_wheel_hub_yaw_p30	0.000	0	471.849	814.045	107	96	269.971	1100.000	-99.200
22	7.024	0	front_left_wheel_hub_yaw_p30	0.000	0	471.849	814.045	107	96	269.971	1100.000	-99.200
23	7.317	0	front_left_wheel_hub_yaw_p30	0.000	0	471.849	814.045	107	96	269.971	1100.000	-99.200
24	7.604	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	769.107	106	95	260.010	1070.020	-103.700
25	7.934	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	769.107	106	95	260.010	1070.020	-103.700
26	8.243	0	front_left_wheel_hub_yaw_p30	0.000	0	438.830	769.107	106	95	260.010	1070.020	-103.700
27	8.659	0	front_left_wheel_hub_yaw_p30	0.000	0	360.226	699.312	105	94	219.971	1020.020	-110.800
28	8.990	0	front_left_wheel_hub_yaw_p30	0.000	0	360.226	699.312	105	94	219.971	1020.020	-110.800
29	9.323	0	front_left_wheel_hub_yaw_p30	0.000	0	360.226	699.312	105	94	219.971	1020.020	-110.800
33	10.735	0	front_left_wheel_hub_yaw_p30	0.000	0	276.588	633.579	103	93	179.980	970.020	-118.400
34	11.071	0	front_left_wheel_hub_yaw_p30	0.000	0	276.588	633.579	103	93	179.980	970.020	-118.400
35	11.379	0	front_left_wheel_hub_yaw_p30	0.000	0	276.588	633.579	103	93	179.980	970.020	-118.400
36	11.687	0	front_left_wheel_hub_yaw_p30	0.000	0	219.315	576.915	102	91	150.000	920.020	-123.000
37	12.018	0	front_left_wheel_hub_yaw_p30	0.000	0	219.315	576.915	102	91	150.000	920.020	-123.000
38	12.382	0	front_left_wheel_hub_yaw_p30	0.000	0	219.315	576.915	102	91	150.000	920.020	-123.000
39	12.779	0	front_left_wheel_hub_yaw_p30	0.000	0	172.442	553.919	101	91	119.971	900.000	-125.800
40	13.108	0	front_left_wheel_hub_yaw_p30	0.000	0	172.442	553.919	101	91	119.971	900.000	-125.800
41	13.491	0	front_left_wheel_hub_yaw_p30	0.000	0	172.442	553.919	101	91	119.971	900.000	-125.800
54	17.566	0	front_left_wheel_hub_yaw_p30	0.000	0	-57.436	369.993	96	87	-60.010	720.020	-134.000
55	17.880	0	front_left_wheel_hub_yaw_p30	0.000	0	-57.436	369.993	96	87	-60.010	720.020	-134.000
56	18.234	0	front_left_wheel_hub_yaw_p30	0.000	0	-57.436	369.993	96	87	-60.010	720.020	-134.000
57	18.649	0	front_left_wheel_hub_yaw_p30	0.000	0	-37.654	380.162	97	88	-50.000	729.980	-132.400
58	18.990	0	front_left_wheel_hub_yaw_p30	0.000	0	-37.654	380.162	97	88	-50.000	729.980	-132.400
59	19.293	0	front_left_wheel_hub_yaw_p30	0.000	0	-37.654	380.162	97	88	-50.000	729.980	-132.400
60	19.581	0	front_left_wheel_hub_yaw_p30	0.000	0	-53.771	370.039	96	87	-60.010	720.020	-133.400
61	19.903	0	front_left_wheel_hub_yaw_p30	0.000	0	-53.771	370.039	96	87	-60.010	720.020	-133.400
