step_idx	elapsed_s	sensor_idx	sensor_label	sensor_enabled	raw_cm	raw_is_zero	valid_range_gt0	valid_range_ge0	mask_hit	pitch_scale	planar_hit_cm	hit_world_z_cm	low_clearance_hit	chunk_name	chunk_hit_count	chunk_threshold_met	hit_dist_from_rover_cm	within_local_radius	usable_for_mark	placed	usable_reason	map_origin	sensor_local_x_cm	sensor_local_y_cm	sensor_yaw_deg	sensor_pitch_deg	sensor_world_x_cm	sensor_world_y_cm	sensor_cell_x	sensor_cell_y	hit_world_x_cm	hit_world_y_cm	hit_cell_x	hit_cell_y	center_hit_world_x_cm	center_hit_world_y_cm	center_hit_cell_x	center_hit_cell_y
0	0.002	13	front_left_frame_yaw_p20_pitch_n10	1	858.030	0	1	1	0	0.985	844.995	-108.999	1	front	2	1	nan	0	0	0	masked_non_contact	center	325.000	75.000	20.000	-10.000	375.567	855.112	105	97	nan	nan	-1	-1	590.390	386.451	109	88
0	0.002	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.567	854.850	102	97	nan	nan	-1	-1	nan	nan	-1	-1
0	0.002	15	front_left_wheel_hub_yaw_p15	1	963.970	0	1	1	1	1.000	963.970	39.996	0	front	2	1	963.970	1	1	1	placed_new	center	250.000	245.000	15.000	0.000	545.436	930.408	108	99	551.118	249.294	109	85	551.118	249.294	109	85
0	0.002	16	front_right_wheel_hub_yaw_n15	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	250.000	-245.000	-15.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	nan	nan	-1	-1
1	0.459	0	front_left_wheel_hub_yaw_p30	1	0.000	1	0	1	0	1.000	0.000	39.996	0	front	2	1	0.000	1	1	0	inside_rover_bbox	center	250.000	245.000	30.000	0.000	545.436	930.408	108	99	300.000	1179.980	104	104	300.000	1179.980	104	104
1	0.459	1	front_left_frame_yaw_p20_pitch_n20	0	517.330	0	1	1	0	0.940	486.131	-136.941	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	20.000	-20.000	375.567	855.112	105	97	nan	nan	-1	-1	467.064	723.457	107	94
1	0.459	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	0.000	0.000	0.000	300.567	854.981	104	97	nan	nan	-1	-1	nan	nan	-1	-1
1	0.459	3	front_right_frame_yaw_n20_pitch_n20	0	568.030	0	1	1	0	0.940	533.774	-154.281	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	-20.000	-20.000	225.567	854.850	102	97	nan	nan	-1	-1	118.314	678.079	100	93
1	0.459	4	front_right_wheel_hub_yaw_n30	1	903.070	0	1	1	0	1.000	903.070	39.996	0	front	2	1	nan	0	0	0	masked_non_contact	center	250.000	-245.000	-30.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	-150.169	397.112	94	88
1	0.459	5	front_left_frame_pitch_n25	0	427.940	0	1	1	0	0.906	387.845	-140.859	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	0.000	-25.000	375.567	855.112	105	97	nan	nan	-1	-1	300.677	792.136	104	96
1	0.459	6	front_right_frame_pitch_n25	0	439.780	0	1	1	0	0.906	398.576	-145.863	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	0.000	-25.000	225.567	854.850	102	97	nan	nan	-1	-1	300.696	781.405	104	96
1	0.459	7	left_mid_frame_left_pitch_n20	0	390.900	0	1	1	0	0.940	367.326	-93.699	1	left	0	0	nan	0	0	0	sensor_disabled	center	40.000	235.000	90.000	-20.000	535.069	1140.391	108	103	nan	nan	-1	-1	667.325	1180.621	111	104
1	0.459	8	right_mid_frame_right_pitch_n20	0	391.490	0	1	1	0	0.940	367.880	-93.901	1	right	0	0	nan	0	0	0	sensor_disabled	center	40.000	-235.000	-90.000	-20.000	65.070	1139.570	99	103	nan	nan	-1	-1	-67.880	1179.338	96	103
1	0.459	9	rear_left_wheel_hub_back_yaw_p40	1	620.470	0	1	1	0	1.000	620.470	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	270.000	140.000	0.000	569.624	1395.451	109	108	nan	nan	-1	-1	698.000	1655.983	111	113
1	0.459	10	rear_left_frame_backward	1	263.750	0	1	1	0	1.000	263.750	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	80.000	180.000	0.000	379.441	1500.120	105	110	nan	nan	-1	-1	299.540	1443.730	103	109
1	0.459	11	rear_right_frame_backward	1	255.250	0	1	1	0	1.000	255.250	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	-50.000	180.000	0.000	249.442	1499.893	102	110	nan	nan	-1	-1	299.555	1435.230	103	109
1	0.459	12	rear_right_wheel_hub_back_yaw_n40	1	607.350	0	1	1	0	1.000	607.350	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	-215.000	-140.000	0.000	84.625	1394.605	99	108	nan	nan	-1	-1	-91.208	1644.555	96	113
1	0.459	13	front_left_frame_yaw_p20_pitch_n10	1	858.030	0	1	1	0	0.985	844.995	-108.999	1	front	2	1	nan	0	0	0	masked_non_contact	center	325.000	75.000	20.000	-10.000	375.567	855.112	105	97	nan	nan	-1	-1	590.390	386.451	109	88
1	0.459	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.567	854.850	102	97	nan	nan	-1	-1	nan	nan	-1	-1
1	0.459	15	front_left_wheel_hub_yaw_p15	1	963.970	0	1	1	1	1.000	963.970	39.996	0	front	2	1	963.970	1	1	0	already_marked	center	250.000	245.000	15.000	0.000	545.436	930.408	108	99	551.118	249.294	109	85	551.118	249.294	109	85
1	0.459	16	front_right_wheel_hub_yaw_n15	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	250.000	-245.000	-15.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	nan	nan	-1	-1
2	0.814	0	front_left_wheel_hub_yaw_p30	1	0.000	1	0	1	0	1.000	0.000	39.996	0	front	2	1	0.000	1	1	0	inside_rover_bbox	center	250.000	245.000	30.000	0.000	545.436	930.408	108	99	300.000	1179.980	104	104	300.000	1179.980	104	104
2	0.814	1	front_left_frame_yaw_p20_pitch_n20	0	519.180	0	1	1	0	0.940	487.870	-137.574	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	20.000	-20.000	375.567	855.112	105	97	nan	nan	-1	-1	467.661	721.825	107	94
2	0.814	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	0.000	0.000	0.000	300.567	854.981	104	97	nan	nan	-1	-1	nan	nan	-1	-1
2	0.814	3	front_right_frame_yaw_n20_pitch_n20	0	569.140	0	1	1	0	0.940	534.817	-154.661	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	-20.000	-20.000	225.567	854.850	102	97	nan	nan	-1	-1	117.959	677.099	100	93
2	0.814	4	front_right_wheel_hub_yaw_n30	1	893.960	0	1	1	0	1.000	893.960	39.996	0	front	2	1	nan	0	0	0	masked_non_contact	center	250.000	-245.000	-30.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	-145.628	405.009	95	88
2	0.814	5	front_left_frame_pitch_n25	0	430.630	0	1	1	0	0.906	390.283	-141.996	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	0.000	-25.000	375.567	855.112	105	97	nan	nan	-1	-1	300.681	789.698	104	96
2	0.814	6	front_right_frame_pitch_n25	0	442.290	0	1	1	0	0.906	400.851	-146.923	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	0.000	-25.000	225.567	854.850	102	97	nan	nan	-1	-1	300.700	779.130	104	95
2	0.814	7	left_mid_frame_left_pitch_n20	0	406.040	0	1	1	0	0.940	381.553	-98.877	1	left	0	0	nan	0	0	0	sensor_disabled	center	40.000	235.000	90.000	-20.000	535.069	1140.391	108	103	nan	nan	-1	-1	681.552	1180.646	111	104
2	0.814	8	right_mid_frame_right_pitch_n20	0	406.750	0	1	1	0	0.940	382.220	-99.120	1	right	0	0	nan	0	0	0	sensor_disabled	center	40.000	-235.000	-90.000	-20.000	65.070	1139.570	99	103	nan	nan	-1	-1	-82.219	1179.313	96	103
2	0.814	9	rear_left_wheel_hub_back_yaw_p40	1	642.390	0	1	1	0	1.000	642.390	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	270.000	140.000	0.000	569.624	1395.451	109	108	nan	nan	-1	-1	712.061	1672.800	112	113
2	0.814	10	rear_left_frame_backward	1	319.220	0	1	1	0	1.000	319.220	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	80.000	180.000	0.000	379.441	1500.120	105	110	nan	nan	-1	-1	299.443	1499.200	103	110
2	0.814	11	rear_right_frame_backward	1	310.430	0	1	1	0	1.000	310.430	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	-50.000	180.000	0.000	249.442	1499.893	102	110	nan	nan	-1	-1	299.458	1490.410	103	110
2	0.814	12	rear_right_wheel_hub_back_yaw_n40	1	658.530	0	1	1	0	1.000	658.530	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	-215.000	-140.000	0.000	84.625	1394.605	99	108	nan	nan	-1	-1	-124.175	1683.704	95	114
2	0.814	13	front_left_frame_yaw_p20_pitch_n10	1	858.230	0	1	1	0	0.985	845.192	-109.034	1	front	2	1	nan	0	0	0	masked_non_contact	center	325.000	75.000	20.000	-10.000	375.567	855.112	105	97	nan	nan	-1	-1	590.458	386.266	109	88
2	0.814	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.567	854.850	102	97	nan	nan	-1	-1	nan	nan	-1	-1
2	0.814	15	front_left_wheel_hub_yaw_p15	1	963.510	0	1	1	1	1.000	963.510	39.996	0	front	2	1	963.510	1	1	0	already_marked	center	250.000	245.000	15.000	0.000	545.436	930.408	108	99	550.999	249.738	109	85	550.999	249.738	109	85
2	0.814	16	front_right_wheel_hub_yaw_n15	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	250.000	-245.000	-15.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	nan	nan	-1	-1
3	1.190	0	front_left_wheel_hub_yaw_p30	1	0.000	1	0	1	0	1.000	0.000	39.996	0	front	2	1	0.000	1	1	0	inside_rover_bbox	center	250.000	245.000	30.000	0.000	545.436	930.408	108	99	300.000	1179.980	104	104	300.000	1179.980	104	104
3	1.190	1	front_left_frame_yaw_p20_pitch_n20	0	519.180	0	1	1	0	0.940	487.870	-137.574	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	20.000	-20.000	375.567	855.112	105	97	nan	nan	-1	-1	467.661	721.825	107	94
3	1.190	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	0.000	0.000	0.000	300.567	854.981	104	97	nan	nan	-1	-1	nan	nan	-1	-1
3	1.190	3	front_right_frame_yaw_n20_pitch_n20	0	569.140	0	1	1	0	0.940	534.817	-154.661	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	-20.000	-20.000	225.567	854.850	102	97	nan	nan	-1	-1	117.959	677.099	100	93
3	1.190	4	front_right_wheel_hub_yaw_n30	1	893.960	0	1	1	0	1.000	893.960	39.996	0	front	2	1	nan	0	0	0	masked_non_contact	center	250.000	-245.000	-30.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	-145.628	405.009	95	88
3	1.190	5	front_left_frame_pitch_n25	0	430.630	0	1	1	0	0.906	390.283	-141.996	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	0.000	-25.000	375.567	855.112	105	97	nan	nan	-1	-1	300.681	789.698	104	96
3	1.190	6	front_right_frame_pitch_n25	0	442.290	0	1	1	0	0.906	400.851	-146.923	1	front	2	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	0.000	-25.000	225.567	854.850	102	97	nan	nan	-1	-1	300.700	779.130	104	95
3	1.190	7	left_mid_frame_left_pitch_n20	0	406.040	0	1	1	0	0.940	381.553	-98.877	1	left	0	0	nan	0	0	0	sensor_disabled	center	40.000	235.000	90.000	-20.000	535.069	1140.391	108	103	nan	nan	-1	-1	681.552	1180.646	111	104
3	1.190	8	right_mid_frame_right_pitch_n20	0	406.750	0	1	1	0	0.940	382.220	-99.120	1	right	0	0	nan	0	0	0	sensor_disabled	center	40.000	-235.000	-90.000	-20.000	65.070	1139.570	99	103	nan	nan	-1	-1	-82.219	1179.313	96	103
3	1.190	9	rear_left_wheel_hub_back_yaw_p40	1	642.390	0	1	1	0	1.000	642.390	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	270.000	140.000	0.000	569.624	1395.451	109	108	nan	nan	-1	-1	712.061	1672.800	112	113
3	1.190	10	rear_left_frame_backward	1	319.220	0	1	1	0	1.000	319.220	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	80.000	180.000	0.000	379.441	1500.120	105	110	nan	nan	-1	-1	299.443	1499.200	103	110
3	1.190	11	rear_right_frame_backward	1	310.430	0	1	1	0	1.000	310.430	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	-50.000	180.000	0.000	249.442	1499.893	102	110	nan	nan	-1	-1	299.458	1490.410	103	110
3	1.190	12	rear_right_wheel_hub_back_yaw_n40	1	658.530	0	1	1	0	1.000	658.530	39.996	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	-215.000	-140.000	0.000	84.625	1394.605	99	108	nan	nan	-1	-1	-124.175	1683.704	95	114
3	1.190	13	front_left_frame_yaw_p20_pitch_n10	1	858.230	0	1	1	0	0.985	845.192	-109.034	1	front	2	1	nan	0	0	0	masked_non_contact	center	325.000	75.000	20.000	-10.000	375.567	855.112	105	97	nan	nan	-1	-1	590.458	386.266	109	88
3	1.190	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.567	854.850	102	97	nan	nan	-1	-1	nan	nan	-1	-1
3	1.190	15	front_left_wheel_hub_yaw_p15	1	963.510	0	1	1	1	1.000	963.510	39.996	0	front	2	1	963.510	1	1	0	already_marked	center	250.000	245.000	15.000	0.000	545.436	930.408	108	99	550.999	249.738	109	85	550.999	249.738	109	85
3	1.190	16	front_right_wheel_hub_yaw_n15	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	2	1	nan	0	0	0	invalid_range	center	250.000	-245.000	-15.000	0.000	55.437	929.553	99	98	nan	nan	-1	-1	nan	nan	-1	-1
4	1.522	0	front_left_wheel_hub_yaw_p30	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	250.000	245.000	30.000	0.000	545.000	929.980	108	99	nan	nan	-1	-1	nan	nan	-1	-1
4	1.522	1	front_left_frame_yaw_p20_pitch_n20	0	524.450	0	1	1	0	0.940	492.822	-129.378	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	20.000	-20.000	375.000	854.980	105	97	nan	nan	-1	-1	468.555	716.879	107	94
4	1.522	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	0.000	0.000	0.000	300.000	854.980	104	97	nan	nan	-1	-1	nan	nan	-1	-1
4	1.522	3	front_right_frame_yaw_n20_pitch_n20	0	573.660	0	1	1	0	0.940	539.064	-146.209	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	-20.000	-20.000	225.000	854.980	102	97	nan	nan	-1	-1	115.629	673.426	100	93
4	1.522	4	front_right_wheel_hub_yaw_n30	1	898.140	0	1	1	0	1.000	898.140	49.994	0	front	1	1	nan	0	0	0	masked_non_contact	center	250.000	-245.000	-30.000	0.000	55.000	929.980	99	99	nan	nan	-1	-1	-149.070	402.168	95	88
4	1.522	5	front_left_frame_pitch_n25	0	435.260	0	1	1	0	0.906	394.480	-133.955	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	0.000	-25.000	375.000	854.980	105	97	nan	nan	-1	-1	300.000	785.501	104	96
4	1.522	6	front_right_frame_pitch_n25	0	446.660	0	1	1	0	0.906	404.811	-138.773	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	0.000	-25.000	225.000	854.980	102	97	nan	nan	-1	-1	300.000	775.169	104	95
4	1.522	7	left_mid_frame_left_pitch_n20	0	417.390	0	1	1	0	0.940	392.218	-92.762	1	left	0	0	nan	0	0	0	sensor_disabled	center	40.000	235.000	90.000	-20.000	535.000	1139.980	108	103	nan	nan	-1	-1	692.218	1179.980	111	104
4	1.522	8	right_mid_frame_right_pitch_n20	0	415.430	0	1	1	0	0.940	390.376	-92.091	1	right	0	0	nan	0	0	0	sensor_disabled	center	40.000	-235.000	-90.000	-20.000	65.000	1139.980	99	103	nan	nan	-1	-1	-90.376	1179.980	96	104
4	1.522	9	rear_left_wheel_hub_back_yaw_p40	1	661.270	0	1	1	0	1.000	661.270	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	270.000	140.000	0.000	570.000	1394.980	109	108	nan	nan	-1	-1	725.056	1686.543	112	114
4	1.522	10	rear_left_frame_backward	1	351.070	0	1	1	0	1.000	351.070	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	80.000	180.000	0.000	380.000	1499.980	105	110	nan	nan	-1	-1	300.000	1531.050	104	111
4	1.522	11	rear_right_frame_backward	1	341.450	0	1	1	0	1.000	341.450	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	-50.000	180.000	0.000	250.000	1499.980	103	110	nan	nan	-1	-1	300.000	1521.430	104	110
4	1.522	12	rear_right_wheel_hub_back_yaw_n40	1	683.620	0	1	1	0	1.000	683.620	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	-215.000	-140.000	0.000	85.000	1394.980	99	108	nan	nan	-1	-1	-139.422	1703.664	95	114
4	1.522	13	front_left_frame_yaw_p20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	75.000	20.000	-10.000	375.000	854.980	105	97	nan	nan	-1	-1	nan	nan	-1	-1
4	1.522	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.000	854.980	102	97	nan	nan	-1	-1	nan	nan	-1	-1
4	1.522	15	front_left_wheel_hub_yaw_p15	1	965.570	0	1	1	1	1.000	965.570	49.994	0	front	1	1	965.570	1	1	1	placed_new	center	250.000	245.000	15.000	0.000	545.000	929.980	108	99	549.908	247.311	108	85	549.908	247.311	108	85
4	1.522	16	front_right_wheel_hub_yaw_n15	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	250.000	-245.000	-15.000	0.000	55.000	929.980	99	99	nan	nan	-1	-1	nan	nan	-1	-1
5	1.823	0	front_left_wheel_hub_yaw_p30	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	250.000	245.000	30.000	0.000	545.000	929.980	108	99	nan	nan	-1	-1	nan	nan	-1	-1
5	1.823	1	front_left_frame_yaw_p20_pitch_n20	0	524.450	0	1	1	0	0.940	492.822	-129.378	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	20.000	-20.000	375.000	854.980	105	97	nan	nan	-1	-1	468.555	716.879	107	94
5	1.823	2	front_center_frame_forward	1	-1.000	0	0	0	0	1.000	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	0.000	0.000	0.000	300.000	854.980	104	97	nan	nan	-1	-1	nan	nan	-1	-1
5	1.823	3	front_right_frame_yaw_n20_pitch_n20	0	573.660	0	1	1	0	0.940	539.064	-146.209	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	-20.000	-20.000	225.000	854.980	102	97	nan	nan	-1	-1	115.629	673.426	100	93
5	1.823	4	front_right_wheel_hub_yaw_n30	1	898.140	0	1	1	0	1.000	898.140	49.994	0	front	1	1	nan	0	0	0	masked_non_contact	center	250.000	-245.000	-30.000	0.000	55.000	929.980	99	99	nan	nan	-1	-1	-149.070	402.168	95	88
5	1.823	5	front_left_frame_pitch_n25	0	435.260	0	1	1	0	0.906	394.480	-133.955	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	75.000	0.000	-25.000	375.000	854.980	105	97	nan	nan	-1	-1	300.000	785.501	104	96
5	1.823	6	front_right_frame_pitch_n25	0	446.660	0	1	1	0	0.906	404.811	-138.773	1	front	1	1	nan	0	0	0	sensor_disabled	center	325.000	-75.000	0.000	-25.000	225.000	854.980	102	97	nan	nan	-1	-1	300.000	775.169	104	95
5	1.823	7	left_mid_frame_left_pitch_n20	0	417.390	0	1	1	0	0.940	392.218	-92.762	1	left	0	0	nan	0	0	0	sensor_disabled	center	40.000	235.000	90.000	-20.000	535.000	1139.980	108	103	nan	nan	-1	-1	692.218	1179.980	111	104
5	1.823	8	right_mid_frame_right_pitch_n20	0	415.430	0	1	1	0	0.940	390.376	-92.091	1	right	0	0	nan	0	0	0	sensor_disabled	center	40.000	-235.000	-90.000	-20.000	65.000	1139.980	99	103	nan	nan	-1	-1	-90.376	1179.980	96	104
5	1.823	9	rear_left_wheel_hub_back_yaw_p40	1	661.270	0	1	1	0	1.000	661.270	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	270.000	140.000	0.000	570.000	1394.980	109	108	nan	nan	-1	-1	725.056	1686.543	112	114
5	1.823	10	rear_left_frame_backward	1	351.070	0	1	1	0	1.000	351.070	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	80.000	180.000	0.000	380.000	1499.980	105	110	nan	nan	-1	-1	300.000	1531.050	104	111
5	1.823	11	rear_right_frame_backward	1	341.450	0	1	1	0	1.000	341.450	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-320.000	-50.000	180.000	0.000	250.000	1499.980	103	110	nan	nan	-1	-1	300.000	1521.430	104	110
5	1.823	12	rear_right_wheel_hub_back_yaw_n40	1	683.620	0	1	1	0	1.000	683.620	49.994	0	rear	0	0	nan	0	0	0	masked_non_contact	center	-215.000	-215.000	-140.000	0.000	85.000	1394.980	99	108	nan	nan	-1	-1	-139.422	1703.664	95	114
5	1.823	13	front_left_frame_yaw_p20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	75.000	20.000	-10.000	375.000	854.980	105	97	nan	nan	-1	-1	nan	nan	-1	-1
5	1.823	14	front_right_frame_yaw_n20_pitch_n10	1	-1.000	0	0	0	0	0.985	nan	nan	0	front	1	1	nan	0	0	0	invalid_range	center	325.000	-75.000	-20.000	-10.000	225.000	854.980	102	97	nan	nan	-1	-1	nan	nan	-1	-1
