step_idx	elapsed_s	attempted	trigger	planner_rebuilt	previous_path_points	raw_path_points	follow_path_points	status
0	0.000	0	none	0	649	0	649	not_attempted
1	0.366	0	none	0	649	0	649	not_attempted
2	0.646	0	none	0	649	0	649	not_attempted
3	0.922	0	none	0	649	0	649	not_attempted
4	1.201	0	none	0	649	0	649	not_attempted
5	1.481	0	none	0	649	0	649	not_attempted
6	1.751	0	none	0	649	0	649	not_attempted
7	2.020	0	none	0	649	0	649	not_attempted
8	2.299	0	none	0	649	0	649	not_attempted
9	2.571	0	none	0	649	0	649	not_attempted
10	2.864	0	none	0	649	0	649	not_attempted
11	3.136	0	none	0	649	0	649	not_attempted
12	3.446	0	none	0	649	0	649	not_attempted
13	3.751	0	none	0	649	0	649	not_attempted
14	4.080	0	none	0	649	0	649	not_attempted
15	4.352	0	none	0	649	0	649	not_attempted
16	4.624	0	none	0	649	0	649	not_attempted
17	4.892	0	none	0	649	0	649	not_attempted
18	5.162	0	none	0	649	0	649	not_attempted
19	5.431	0	none	0	649	0	649	not_attempted
20	5.699	0	none	0	649	0	649	not_attempted
21	5.969	0	none	0	649	0	649	not_attempted
22	6.239	0	none	0	649	0	649	not_attempted
23	6.513	0	none	0	649	0	649	not_attempted
24	6.794	0	none	0	649	0	649	not_attempted
25	7.067	0	none	0	649	0	649	not_attempted
26	7.348	0	none	0	649	0	649	not_attempted
27	7.619	0	none	0	649	0	649	not_attempted
28	7.892	0	none	0	649	0	649	not_attempted
29	8.161	0	none	0	649	0	649	not_attempted
30	8.439	0	none	0	649	0	649	not_attempted
31	8.725	0	none	0	649	0	649	not_attempted
32	8.993	0	none	0	649	0	649	not_attempted
33	9.262	0	none	0	649	0	649	not_attempted
34	9.529	0	none	0	649	0	649	not_attempted
35	9.807	0	none	0	649	0	649	not_attempted
36	10.078	0	none	0	649	0	649	not_attempted
37	10.351	0	none	0	649	0	649	not_attempted
38	10.629	0	none	0	649	0	649	not_attempted
39	10.920	0	none	0	649	0	649	not_attempted
40	11.188	0	none	0	649	0	649	not_attempted
41	11.467	0	none	0	649	0	649	not_attempted
42	11.735	0	none	0	649	0	649	not_attempted
43	12.004	0	none	0	649	0	649	not_attempted
44	12.281	0	none	0	649	0	649	not_attempted
45	12.560	0	none	0	649	0	649	not_attempted
46	12.837	0	none	0	649	0	649	not_attempted
47	13.115	0	none	0	649	0	649	not_attempted
48	13.411	0	none	0	649	0	649	not_attempted
49	13.686	0	none	0	649	0	649	not_attempted
50	13.960	0	none	0	649	0	649	not_attempted
51	14.243	0	none	0	649	0	649	not_attempted
52	14.514	0	none	0	649	0	649	not_attempted
53	14.789	0	none	0	649	0	649	not_attempted
54	15.065	0	none	0	649	0	649	not_attempted
55	15.342	0	none	0	649	0	649	not_attempted
56	15.611	0	none	0	649	0	649	not_attempted
57	15.901	0	none	0	649	0	649	not_attempted
58	16.174	0	none	0	649	0	649	not_attempted
59	16.492	0	none	0	649	0	649	not_attempted
60	16.759	0	none	0	649	0	649	not_attempted
61	17.025	0	none	0	649	0	649	not_attempted
62	17.297	0	none	0	649	0	649	not_attempted
63	17.570	0	none	0	649	0	649	not_attempted
64	17.845	0	none	0	649	0	649	not_attempted
65	18.113	0	none	0	649	0	649	not_attempted
66	18.412	0	none	0	649	0	649	not_attempted
67	18.690	0	none	0	649	0	649	not_attempted
68	18.959	0	none	0	649	0	649	not_attempted
69	19.236	1	lidar	0	649	82	618	replanned
70	19.557	0	none	0	618	0	618	not_attempted
71	19.872	0	none	0	618	0	618	not_attempted
72	20.142	0	none	0	618	0	618	not_attempted
73	20.433	1	lidar	0	618	83	619	replanned
74	20.729	0	none	0	619	0	619	not_attempted
75	20.998	0	none	0	619	0	619	not_attempted
76	21.264	0	none	0	619	0	619	not_attempted
77	21.533	0	none	0	619	0	619	not_attempted
78	21.807	0	none	0	619	0	619	not_attempted
79	22.080	0	none	0	619	0	619	not_attempted
80	22.355	0	none	0	619	0	619	not_attempted
81	22.625	0	none	0	619	0	619	not_attempted
82	22.897	0	none	0	619	0	619	not_attempted
83	23.169	1	lidar	0	619	95	657	replanned
84	23.504	0	lidar	0	657	0	657	not_attempted
85	23.860	0	none	0	657	0	657	not_attempted
86	24.150	1	lidar	0	657	99	687	replanned
87	24.498	0	none	0	687	0	687	not_attempted
88	24.820	0	none	0	687	0	687	not_attempted
89	25.098	0	none	0	687	0	687	not_attempted
90	25.374	0	none	0	687	0	687	not_attempted
91	25.647	0	none	0	687	0	687	not_attempted
92	25.932	0	none	0	687	0	687	not_attempted
93	26.202	1	lidar	0	687	99	686	replanned
94	26.538	0	none	0	686	0	686	not_attempted
95	26.810	0	none	0	686	0	686	not_attempted
96	27.079	0	none	0	686	0	686	not_attempted
97	27.356	1	lidar	0	686	98	696	replanned
98	27.701	0	none	0	696	0	696	not_attempted
99	28.032	0	none	0	696	0	696	not_attempted
100	28.317	1	lidar	0	696	100	701	replanned
101	28.694	0	none	0	701	0	701	not_attempted
102	28.986	0	none	0	701	0	701	not_attempted
103	29.260	1	lidar	0	701	100	699	replanned
104	29.611	0	none	0	699	0	699	not_attempted
105	29.889	0	none	0	699	0	699	not_attempted
106	30.163	0	none	0	699	0	699	not_attempted
107	30.438	1	lidar	0	699	97	687	replanned
108	30.895	0	none	0	687	0	687	not_attempted
109	31.240	1	lidar	0	687	99	700	replanned
110	31.587	0	none	0	700	0	700	not_attempted
111	31.909	0	none	0	700	0	700	not_attempted
112	32.181	0	none	0	700	0	700	not_attempted
113	32.456	1	lidar	0	700	99	697	replanned
114	32.808	0	none	0	697	0	697	not_attempted
115	33.123	0	none	0	697	0	697	not_attempted
116	33.401	1	lidar	0	697	97	681	replanned
117	33.823	0	none	0	681	0	681	not_attempted
118	34.101	1	lidar	0	681	97	678	replanned
119	34.473	0	none	0	678	0	678	not_attempted
120	34.776	0	none	0	678	0	678	not_attempted
121	35.077	0	none	0	678	0	678	not_attempted
122	35.361	1	lidar	0	678	101	700	replanned
123	35.714	0	none	0	700	0	700	not_attempted
124	36.010	0	none	0	700	0	700	not_attempted
125	36.287	1	lidar	0	700	101	698	replanned
126	36.635	0	none	0	698	0	698	not_attempted
127	36.966	0	none	0	698	0	698	not_attempted
128	37.251	1	lidar	0	698	104	701	replanned
129	37.596	0	none	0	701	0	701	not_attempted
130	37.944	0	none	0	701	0	701	not_attempted
131	38.219	1	lidar	0	701	104	696	replanned
132	38.602	0	none	0	696	0	696	not_attempted
133	38.961	0	none	0	696	0	696	not_attempted
134	39.270	0	none	0	696	0	696	not_attempted
135	39.540	0	none	0	696	0	696	not_attempted
136	39.824	0	none	0	696	0	696	not_attempted
137	40.100	0	none	0	696	0	696	not_attempted
138	40.476	0	none	0	696	0	696	not_attempted
139	40.780	0	none	0	696	0	696	not_attempted
140	41.066	0	none	0	696	0	696	not_attempted
141	41.383	0	none	0	696	0	696	not_attempted
142	41.664	0	none	0	696	0	696	not_attempted
143	41.947	0	none	0	696	0	696	not_attempted
144	42.222	0	none	0	696	0	696	not_attempted
145	42.496	0	none	0	696	0	696	not_attempted
146	42.772	0	none	0	696	0	696	not_attempted
147	43.049	0	none	0	696	0	696	not_attempted
148	43.319	0	none	0	696	0	696	not_attempted
149	43.595	0	none	0	696	0	696	not_attempted
150	43.868	0	none	0	696	0	696	not_attempted
151	44.155	0	none	0	696	0	696	not_attempted
152	44.438	0	none	0	696	0	696	not_attempted
153	44.713	0	none	0	696	0	696	not_attempted
154	45.003	0	none	0	696	0	696	not_attempted
155	45.274	0	none	0	696	0	696	not_attempted
156	45.547	0	none	0	696	0	696	not_attempted
157	45.825	0	none	0	696	0	696	not_attempted
158	46.167	0	none	0	696	0	696	not_attempted
